"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00405956","1989","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","    909.6","","     909.6","0","       129","0","        87","0","        18","0","","","","","         3","0","        74","0","        19","0","       210","0","        41","0","","","","","  -21.1","0,1223, ","","","","","  93.0"," ,0,0702, ","   35.6","0,0830,+","-1.7","0,1116","-3.9","0,1117","-5.0","0,1204","-11.1","0,1213","-11.1","0,1213","-3.3","0,0412","-3.3","0,0412","-4.4","0,0309","-8.9","0,0225","-8.9","0,0225","    1989.0","0","      29.4","0,3,1","      26.7","0,3,2","    1989.0","0","      39.4","0,3,1","      33.9","0,3,2","     -10.6","0,3,1","     -10.0","0,3,2","      -3.3","0,3,1","      -5.0","0,3,2","      12.9","0,3,1","      12.9","0,3,2","      21.2","0,3,1","      17.7","0,3,2","   1672.6"," ,0","","","     15.04","0","     20.71","0","      9.37","0"
"USC00405956","1990","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","   1052.4","","    1052.4","0","       110","0","        73","0","        22","0","","","         0","0","         0","0","        47","0","         2","0","       214","0","        67","0","","","","","  -11.1","0,1225,+","","","     0","T,0,1225,+","  66.3"," ,0,1222, ","   38.3","0,0828, ","-0.6","0,1106","-2.2","0,1130","-4.4","0,1208","-7.2","0,1223","-11.1","0,1224","0.0","0,0409","-2.2","0,0321","-6.1","0,0114","","","","","    1840.8","8","      28.9","0,3,2","","","    1840.8","0","      37.8","0,3,2","","","      -5.6","0,3,2","","","       2.2","0,3,2","","","      13.6","0,3,2","","","      19.1","0,3,2","","","   1519.1"," ,0","        0","T,0","     16.74","0","     22.90","0","     10.59","0"
"USC00405956","1991","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","   1129.8","","    1129.8","0","       113","0","        80","0","        22","0","        0","","         0","0","         0","0","        70","0","         3","0","       213","0","        57","0","","","","","   -8.9","0,0123,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  86.4"," ,0,1120, ","   36.7","0,0808,+","-1.7","0,1103","-6.7","0,1104","-6.7","0,1104","-6.7","0,1104","","","-1.1","0,0401","-2.8","0,0311","-4.4","0,0227","-8.3","0,0217","-8.9","0,0123","    1721.4","4","      29.4","0,3,1","","","    1721.4","0","      41.7","0,3,1","","","      -0.6","0,3,1","","","       1.1","0,3,1","","","      14.3","0,3,1","","","      23.2","0,3,1","","","   1693.3"," ,0","        0"," ,0","     16.38","0","     21.94","0","     10.82","0"
"USC00405956","1992","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","    837.5","","     837.5","0","       119","0","        80","0","         9","0","        0","","         0","0","         0","0","        63","0","         0","0","       203","0","        33","0","","","","","  -10.6","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  90.9"," ,0,0310, ","   34.4","0,0810,+","-2.8","0,1107","-2.8","0,1107","-4.4","0,1129","","","","","-1.1","0,0404","-2.2","0,0403","-6.1","0,0210","-7.8","0,0120","-10.6","0,0117","    1845.0","0","      26.7","0,3,1","","","    1845.0","0","      36.7","0,3,1","","","      -1.7","0,3,1","","","       0.0","0,3,1","","","      13.0","0,3,1","","","      20.9","0,3,1","","","   1089.2"," ,0","        0"," ,0","     15.55","0","     21.27","0","      9.83","0"
"USC00405956","1993","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","   1033.3","","    1033.3","0","       124","0","        78","0","        15","0","        0","","         0","0","         0","0","        78","0","         2","0","       186","0","        67","0","","","","","   -8.9","0,0219, ","     0"," ,0,1231,+","     0","T,0,1223,+","  69.9"," ,0,1204, ","   37.2","0,0821,+","-0.6","0,1031","-4.4","0,1102","-4.4","0,1102","-6.7","0,1107","","","-1.1","0,0403","-8.3","0,0315","-8.3","0,0315","-8.3","0,0315","-8.9","0,0219","    2009.1","1","      30.0","0,3,2","","","    2009.1","0","      40.6","0,3,2","","","      -1.1","0,3,2","","","       1.7","0,3,2","","","      13.7","0,3,2","","","      20.5","0,3,2","","","   1309.4"," ,0","        0","T,0","     15.37","0","     21.02","0","      9.71","0"
"USC00405956","1994","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","    931.5","","     931.5","0","       112","0","        77","0","        16","0","        0","","         1","0","         0","0","        65","0","         5","0","       223","0","        43","0","","","","","  -13.9","0,0120,+","     0"," ,0,1231,+","    36"," ,0,0210, ","  63.5"," ,0,0607, ","   34.4","0,0814,+","-2.2","0,1124","-2.2","0,1124","-5.6","0,1212","","","","","-1.1","0,0408","-2.2","0,0331","-4.4","0,0228","-6.7","0,0227","-8.9","0,0202","    1986.9","9","      27.8","3,3,2","","","    1986.9","0","      37.2","3,3,2","","","      -3.9","3,3,2","","","      -0.6","3,3,2","","","      14.0","3,3,2","","","      20.6","3,3,2","","","   1332.7"," ,0","       36"," ,0","     15.83","0","     21.73","0","      9.93","0"
"USC00405956","1995","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","   1003.8","","    1003.8","0","       105","0","        72","0","        11","0","        0","","         2","0","         0","0","        73","0","         6","0","       212","0","        59","0","","","","","  -11.7","0,1211,+","     0","T,0,1105, ","    51"," ,0,0207, "," 105.7"," ,0,0805, ","   36.7","0,0714, ","-2.2","0,1104","-2.2","0,1104","-6.7","0,1209","-6.7","0,1209","-11.7","0,1210","-0.6","0,0402","-3.9","0,0310","-8.9","0,0213","-8.9","0,0213","-8.9","0,0213","    1692.7","7","","","","","    1692.7","0","","","","","","","","","","","","","","","","","","","","","   1145.4"," ,0","       76"," ,0","     15.72","0","     21.78","0","      9.66","0"
"USC00405956","1997","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1861.3","3","","","","","    1861.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00405956","1999","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","   1134.3","","    1134.3","0","        90","0","        63","0","        12","0","        0","","         0","0","         0","0","        59","0","         3","0","       226","0","        72","0","","","","","  -11.7","0,0106,+","     0","T,0,0222,+","     0","T,0,0222,+","  75.2"," ,0,0427, ","   37.8","0,0813,+","-0.6","0,1024","-2.8","0,1201","-6.7","0,1222","-6.7","0,1222","","","-0.6","0,0327","-2.8","0,0305","-4.4","0,0223","-8.9","0,0111","-8.9","0,0111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1119.8"," ,0","        0","T,0","     16.93","0","     23.37","0","     10.49","0"
"USC00405956","2000","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1609.3","3","","","","","    1609.3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
