"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00003079","2010","38.0989","-106.1709","2384.5","SAGUACHE 2 WNW, CO US","     43.5","","      43.5","R","        70","R","        26","R","         1","R","         7","R","       196","R","        43","R","       131","R","         1","R","  -21.2","R,0108, ","  36.0"," ,R,0721, ","   32.4","R,0716, ","-2.3","R,1009","-2.3","R,1009","-7.1","R,1026","-7.1","R,1026","-9.3","R,1027","-0.1","R,0525","-3.5","R,0512","-5.2","R,0504","-7.6","R,0502","-10.0","R,0403","    4764.4","4","    4764.4","R","    206.4"," ,R","      6.24","R","     14.28","R","     -1.80","R"
"USW00003079","2011","38.0989","-106.1709","2384.5","SAGUACHE 2 WNW, CO US","     85.4","","      85.4","R","        54","R","        21","R","         0","R","        31","R","       211","R","        43","R","       125","R","         2","R","  -27.8","R,0101, ","   9.0"," ,R,0828, ","   32.2","R,0723,+","-4.3","R,1007","-4.3","R,1007","-4.4","R,1010","-8.4","R,1102","-10.5","R,1103","-3.7","R,0531","-3.7","R,0531","-5.8","R,0520","-7.3","R,0503","-11.1","R,0404","    4307.1","1","    4307.1","R","    140.4"," ,R","      5.95","R","     14.27","R","     -2.37","R"
"USW00003079","2012","38.0989","-106.1709","2384.5","SAGUACHE 2 WNW, CO US","     90.1","","      90.1","R","        45","R","        17","R","         0","R","        15","R","       189","R","        50","R","       143","R","         2","R","  -25.1","R,1221, ","  15.6"," ,R,0912, ","   33.2","R,0624, ","-3.2","R,1006","-3.2","R,1006","-8.9","R,1007","-8.9","R,1007","-8.9","R,1007","-2.5","R,0528","-2.5","R,0528","-6.2","R,0417","-7.8","R,0408","-12.9","R,0319","    4374.8","8","    4374.8","R","    139.4"," ,R","      7.01","R","     15.44","R","     -1.43","R"
"USW00003079","2013","38.0989","-106.1709","2384.5","SAGUACHE 2 WNW, CO US","     85.7","","      85.7","R","        75","R","        32","R","         0","R","        42","R","       216","R","        71","R","       117","R","         1","R","  -31.4","R,0113, ","  14.2"," ,R,0807, ","   33.0","R,0627, ","-0.1","R,0924","-3.5","R,1005","-5.4","R,1010","-7.0","R,1011","-10.5","R,1106","-0.2","R,0601","-2.4","R,0505","-5.0","R,0504","-9.0","R,0502","-9.0","R,0502","    4594.5","5","    4594.5","R","    237.3"," ,R","      5.04","R","     12.84","R","     -2.76","R"
