"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00243463","1915","47.266667","-110.333333","1264.9","GEYSER 8 E, MT US","        64","6","        41","6","         1","6","        13","6","         7","6","       176","6","        39","6","        82","6","         1","6","  -28.3","6,0127, ","    76"," ,6,1107,+","  30.0"," ,6,0601, ","   32.8","6,0830, ","-2.2","6,0911","-2.2","6,0911","-5.0","6,0912","-6.7","6,1007","-11.7","6,1108","-1.7","6,0521","-2.8","6,0506","-4.4","6,0330","-10.6","6,0327","-10.6","6,0327","    385.2"," ,6","      699"," ,6","      6.19","6","     12.55","6","     -0.17","6"
"USC00243463","1917","47.266667","-110.333333","1264.9","GEYSER 8 E, MT US","        36","6","        21","6","         2","6","","","","","","","","","","","","","","","","","  57.2"," ,6,0530, ","","","","","","","","","","","","","","","","","","","","","","","    247.8"," ,6","","","","","","","",""
