"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CPOV","2004","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    399.1","","     399.1","U","         0","U","         1","U","         0","U","       164","U","         8","U","    0.0","U,0103, ","   35.0","U,0908,+","","","","","0.0","U,0103","","","    1708.5","5","    1708.5","U","     14.46","U","     19.22","U","      9.70","U"
"USR0000CPOV","2005","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    481.4","","     481.4","U","         0","U","         0","U","         0","U","       150","U","        24","U","    1.7","U,1202,+","   36.1","U,0723,+","","","","","","","","","    1910.9","9","    1910.9","U","     14.87","U","     19.51","U","     10.22","U"
"USR0000CPOV","2006","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    560.5","","     560.5","U","         0","U","         7","U","         0","U","       155","U","        24","U","   -0.6","U,0311, ","   41.1","U,0723, ","0.0","U,1217","","","-0.6","U,0311","","","    1756.7","7","    1756.7","U","     14.78","U","     19.48","U","     10.08","U"
"USR0000CPOV","2007","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    330.6","","     330.6","U","         0","U","         8","U","         0","U","       159","U","        11","U","   -3.3","U,0113, ","   37.2","U,0705, ","","","","","0.0","U,0228","-3.3","U,0113","    1740.9","9","    1740.9","U","     14.18","U","     19.21","U","      9.16","U"
"USR0000CPOV","2008","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    599.4","","     599.4","U","         0","U","         7","U","         0","U","       164","U","        21","U","   -0.6","U,1217, ","   38.3","U,0708, ","0.0","U,1216","","","0.0","U,0420","","","    1949.3","3","    1949.3","U","     14.88","U","     19.87","U","      9.89","U"
"USR0000CPOV","2009","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    524.9","","     524.9","U","         0","U","         7","U","         0","U","       153","U","        30","U","   -1.7","U,1209,+","   37.2","U,0828,+","-1.7","U,1207","","","0.0","U,0415","","","    1743.2","2","    1743.2","U","     14.77","U","     19.53","U","     10.00","U"
"USR0000CPOV","2013","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    383.9","","     383.9","U","         0","U","         8","U","         0","U","       160","U","        12","U","   -2.8","U,1208, ","   35.0","U,0702,+","-1.7","U,1205","-2.8","U,1208","0.0","U,0114","","","","","","","     14.95","U","     19.59","U","     10.30","U"
"USR0000CPOV","2014","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    554.1","","     554.1","U","         0","U","         0","U","         0","U","       183","U","        19","U","    0.6","U,1231, ","   35.6","U,0609,+","","","","","","","","","    1368.6","6","    1368.6","U","     16.34","U","     20.83","U","     11.85","U"
"USR0000CPOV","2015","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    500.5","","     500.5","U","         0","U","         1","U","         0","U","       174","U","        16","U","    0.0","U,1228, ","   36.7","U,0630, ","0.0","U,1228","","","","","","","    1232.8","8","    1232.8","U","     15.83","U","     20.38","U","     11.29","U"
"USR0000CPOV","2016","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    589.2","","     589.2","U","         0","U","         2","U","         0","U","       162","U","        23","U","   -0.6","U,0101, ","   37.2","U,0726, ","0.0","U,1218","","","-0.6","U,0101","","","    1551.0","0","    1551.0","U","     15.71","U","     19.99","U","     11.43","U"
"USR0000CPOV","2017","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    692.4","","     692.4","U","         0","U","         1","U","         0","U","       162","U","        26","U","   -0.6","U,0106, ","   41.7","U,0902, ","","","","","-0.6","U,0106","","","    1753.2","2","    1753.2","U","     15.89","U","     20.18","U","     11.59","U"
"USR0000CPOV","2018","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    534.5","","     534.5","U","         0","U","         4","U","         0","U","       168","U","        11","U","   -1.1","U,0223, ","   34.4","U,0809, ","","","","","0.0","U,0226","","","    1502.0","0","    1502.0","U","     15.55","U","     20.07","U","     11.03","U"
"USR0000CPOV","2019","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    491.3","","     491.3","U","         0","U","         3","U","         0","U","       159","U","        16","U","   -0.6","U,0205, ","   35.6","U,0815,+","","","","","0.0","U,0210","","","    1676.4","4","    1676.4","U","     14.91","U","     19.08","U","     10.74","U"
"USR0000CPOV","2020","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    772.7","","     772.7","U","         0","U","         0","U","         0","U","       173","U","        25","U","    0.6","U,0203, ","   40.6","U,0906, ","","","","","","","","","    1596.5","5","    1596.5","U","     16.27","U","     20.69","U","     11.85","U"
"USR0000CPOV","2021","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    652.5","","     652.5","U","         0","U","         0","U","         0","U","       163","U","        22","U","    0.6","U,1228,+","   38.3","U,0710, ","","","","","","","","","    1503.2","2","    1503.2","U","     15.61","U","     20.23","U","     10.98","U"
"USR0000CPOV","2022","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    617.4","","     617.4","U","         0","U","         2","U","         0","U","       165","U","        18","U","   -0.6","U,0222, ","   40.0","U,0906,+","","","","","0.0","U,0223","","","    1506.7","7","    1506.7","U","     15.69","U","     20.23","U","     11.15","U"
"USR0000CPOV","2023","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    485.5","","     485.5","U","         0","U","         6","U","         0","U","       149","U","        17","U","   -1.1","U,0301, ","   37.2","U,0716,+","","","","","-1.1","U,0301","","","    2050.0","0","    2050.0","U","     14.47","U","     18.86","U","     10.08","U"
"USR0000CPOV","2024","37.4431","-121.7706","629.7","POVERTY CALIFORNIA, CA US","    728.6","","     728.6","U","         0","U","         0","U","         0","U","       165","U","        43","U","    0.6","U,0405,+","   38.9","U,0711,+","","","","","","","","","    1563.1","1","    1563.1","U","     15.99","U","     20.39","U","     11.59","U"
