"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014838","1861","46.5458","-87.3795","186.8","MARQUETTE, MI US","    119.3","","     119.3","F","","","","","","","","","","","        19","F","       179","F","        77","F","        78","F","         3","F","","","","","","","  -36.1","F,0208, ","","","","","","","   37.4","F,0801, ","0.0","F,0930","-3.9","Z,1019","-4.4","F,1027","-6.7","F,1119","-10.0","F,1127","-0.4","F,0617","-5.8","F,0521","-5.8","F,0521","-8.8","F,0502","-9.7","F,0417","","","","","","","","","","","      5.00","F","     10.27","F","     -0.28","F","","","","","",""
"USW00014838","1862","46.5458","-87.3795","186.8","MARQUETTE, MI US","    107.6","","     107.6","Z","","","","","","","","","","","        31","F","       191","Z","        80","F","        83","F","         4","F","","","","","","","  -31.2","Z,0215, ","","","","","","","   39.4","F,0705, ","-0.4","F,0902","-2.8","F,1015","-9.4","F,1025","-9.4","F,1025","-9.4","F,1025","-0.6","F,0622","-2.2","F,0524","-4.4","F,0519","-6.7","F,0420","-16.1","F,0407","    5142.5","5","    5142.5","F","","","","","","","      4.37","Z","     10.07","F","     -1.34","Z","","","","","",""
"USW00014838","1872","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","       159","F","        54","F","         8","F","","","","","","","","","","","","","","","","","","","","","","","","","","","  58.4"," ,F,0911, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    770.5"," ,F","","","","","","","","","","","","","","","",""
"USW00014838","1873","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","       154","F","        56","F","         2","F","","","","","","","","","","","","","","","","","","","","","","","","","",""," 104.9"," ,F,0716, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    672.2"," ,F","","","","","","","","","","","","","","","",""
"USW00014838","1874","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","       142","F","        56","F","         3","F","","","","","","","","","","","","","","","","","","","","","","","","","","","  36.8"," ,F,1028, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    645.1"," ,F","","","","","","","","","","","","","","","",""
"USW00014838","1875","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","       137","F","        61","F","         8","F","","","","","","","","","","","","","","","","","","","","","","","","","","","  72.4"," ,F,0811, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    767.9"," ,F","","","","","","","","","","","","","","","",""
"USW00014838","1876","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","       134","F","        67","F","         4","F","","","","","","","","","","","","","","","","","","","","","","","","","","","  44.5"," ,F,0617, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    796.9"," ,F","","","","","","","","","","","","","","","",""
"USW00014838","1878","46.5458","-87.3795","186.8","MARQUETTE, MI US","    230.9","","     230.9","F","","","","","","","","","","","         2","F","       138","F","        43","F","        99","F","         7","F","","","","","","","  -20.0","F,0107, ","","","","","","","   37.8","F,0716, ","0.0","F,1019","-4.4","F,1027","-4.4","F,1027","-7.8","F,1028","-8.9","F,1209","0.0","F,0518","-2.2","Z,0408","-5.0","F,0330","-12.8","F,0324","-12.8","F,0324","    3826.1","1","    3826.1","F","","","","","","","      7.91","F","     12.42","F","      3.40","F","","","","","",""
"USW00014838","1879","46.5458","-87.3795","186.8","MARQUETTE, MI US","    230.7","","     230.7","F","","","","","","","","","","","        24","F","       167","F","        94","F","        99","F","         5","F","","","","","","","  -28.9","F,0227, ","","","","","","","   35.6","F,0830, ","-1.1","F,1023","-2.8","F,1024","-5.6","F,1031","-8.3","F,1101","-11.1","F,1104","0.0","F,0605","-3.9","F,0420","-5.6","F,0412","-7.8","F,0404","-10.6","F,0403","    4625.2","2","    4625.2","F","","","","","","","      5.78","F","     10.75","F","      0.81","F","","","","","",""
"USW00014838","1880","46.5458","-87.3795","186.8","MARQUETTE, MI US","    151.8","","     151.8","F","","","","","","","","","","","        30","F","       169","F","        84","F","        89","F","         4","F","","","","","","","  -28.9","F,1228, ","","","","","","","   34.4","F,0622, ","0.0","F,1007","-3.3","F,1018","-5.6","F,1112","-8.3","F,1113","-13.3","F,1116","-0.6","F,0430","-2.8","F,0423","-5.0","F,0411","-8.3","F,0407","-10.6","F,0324","    4507.2","2","    4507.2","F","","","","","","","      5.49","F","     10.53","F","      0.44","F","","","","","",""
"USW00014838","1881","46.5458","-87.3795","186.8","MARQUETTE, MI US","    174.5","","     174.5","F","","","","","","","","","","","        29","F","       174","F","        96","F","        78","F","         6","F","","","","","","","  -32.2","F,0114, ","","","","","","","   36.1","F,0704, ","0.0","F,1010","-2.2","F,1014","-8.3","F,1104","-8.3","F,1104","-10.0","F,1115","-0.6","F,0606","-3.9","F,0503","-4.4","F,0415","-8.3","F,0413","-9.4","F,0407","    5487.4","4","    5487.4","F","","","","","","","      4.79","F","      9.43","F","      0.14","F","","","","","",""
"USW00014838","1882","46.5458","-87.3795","186.8","MARQUETTE, MI US","     61.2","","      61.2","F","       180","F","        73","F","         8","F","","","","","         7","Z","       169","F","        65","Z","        53","Z","         0","Z","","","","","","","  -23.3","F,0123, ","","","","","  58.9"," ,F,0914, ","   30.6","Z,0724, ","0.0","F,1102","-4.4","F,1113","-4.4","F,1113","-6.7","F,1114","-12.8","F,1202","0.0","F,0516","-3.3","F,0507","-5.0","F,0502","-7.2","F,0411","-15.0","F,0331","    4699.3","3","    4699.3","Z","    948.6"," ,F","","","","","      5.52","F","      9.53","Z","      1.51","F","","","","","",""
"USW00014838","1883","46.5458","-87.3795","186.8","MARQUETTE, MI US","     53.3","","      53.3","F","       166","F","        88","F","         3","F","","","","","        34","F","       193","F","       103","F","        59","F","         1","F","","","","","","","  -28.9","F,0122, ","","","","","  32.5"," ,F,0706, ","   34.4","F,0701, ","0.0","F,0928","-2.2","F,0929","-4.4","F,1021","-7.8","F,1111","-9.4","Z,1113","-1.1","F,0523","-2.2","F,0516","-5.0","F,0428","-7.2","F,0406","-12.8","F,0402","    5282.4","4","    5282.4","F","    775.7"," ,F","","","","","      3.19","F","      8.10","F","     -1.72","F","","","","","",""
