"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"GLW00017612","1957","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","        26"," "
"GLW00017612","1958","76.41667","-68.25","579.1","CAMP TUTO ICECAP ST, GL","        30"," "
