"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00220585","1992","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","    939.5","","     939.5","0","       105","0","        76","0","        25","0","        0","","         0","0","         0","0","        59","0","         0","0","       257","0","        77","0","   -8.3","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 112.8"," ,0,0421, ","   36.7","0,0710,+","-0.6","0,1106","-2.8","0,1107","-5.6","0,1130","","","","","-1.1","0,0404","-2.2","0,0402","-5.6","0,0211","-7.2","0,0122","","","    1311.7","7","","","    1311.7","0","","","","","","","","","","","   1627.0"," ,0","        0"," ,0","     17.41","0","     25.09","0","      9.73","0"
"USC00220585","1993","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1006.3","","    1006.3","0","       111","0","        77","0","        20","0","        0","","         2","0","         0","0","        55","0","         0","0","       242","0","        99","0","   -9.4","0,0314, ","     0"," ,0,1231,+","   140"," ,0,0313, "," 157.2"," ,0,0121, ","   36.7","0,0820,+","-1.7","0,1031","-5.0","0,1101","-5.0","0,1101","-7.2","0,1231","","","-2.8","0,0316","-2.8","0,0316","-6.1","0,0315","-9.4","0,0314","-9.4","0,0314","    1231.8","8","","","    1231.8","0","","","","","","","","","","","   1673.1"," ,0","      242"," ,0","     17.25","0","     25.07","0","      9.42","0"
"USC00220585","1994","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1075.1","","    1075.1","0","       107","0","        77","0","        18","0","        0","","         0","0","         0","0","        52","0","         0","0","       271","0","        87","0","   -8.9","0,0120,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.3"," ,0,1204, ","   37.2","0,0831, ","-0.6","0,1102","-3.9","0,1201","-6.1","0,1212","","","","","-1.7","0,0401","-2.8","0,0225","-6.7","0,0203","-6.7","0,0203","-8.9","0,0120","    1299.9","9","      31.7","0,3,2","    1299.9","0","      43.9","0,3,2","       2.2","0,3,2","       7.8","0,3,2","      17.8","0,3,2","      25.5","0,3,2","   1512.7"," ,0","        0"," ,0","     18.04","0","     25.67","0","     10.41","0"
"USC00220585","1995","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","","","","","       101","0","        74","0","        23","0","        0","","         0","0","","","","","         0","0","       267","0","       113","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  71.4"," ,0,1004, ","   38.3","0,0910,+","","","","","","","","","","","","","","","","","","","","","    1062.4","4","","","    1062.4","0","","","","","","","","","","","   1480.1"," ,0","        0"," ,0","","","     26.34","0","",""
"USC00220585","1996","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","","","","","       101","0","        71","0","        13","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  70.4"," ,0,1201, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1367.8"," ,0","        0"," ,0","","","","","",""
"USC00220585","1997","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1234.7","","    1234.7","0","       123","0","        95","0","        17","0","        0","","         0","0","         0","0","        33","0","         0","0","       268","0","       111","0","   -7.8","0,0119,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  94.7"," ,0,0714, ","   38.9","0,0922,+","-1.1","0,1116","-3.9","0,1117","-4.4","0,1207","","","","","-2.2","0,0217","-2.2","0,0217","-7.8","0,0119","-7.8","0,0119","","","","","","","","","","","","","","","","","","","   1518.9"," ,0","        0"," ,0","     18.74","0","     25.84","0","     11.64","0"
"USC00220585","1998","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","","","","","       103","0","        78","0","        25","0","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+"," 129.8"," ,0,0929, ","","","","","","","","","","","","","","","","","","","","","","","    1148.0","0","","","    1148.0","0","","","","","","","","","","","   1714.6"," ,0","        0"," ,0","","","","","",""
"USC00220585","1999","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1382.3","","    1382.3","0","        80","0","        57","0","        17","0","        0","","         0","0","         0","0","        43","0","         0","0","       294","0","       128","0","   -9.4","0,0106,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 115.3"," ,0,0314, ","   40.0","0,0820,+","0.0","0,1024","-2.2","0,1201","","","","","","","0.0","0,0328","-2.2","0,0304","-4.4","0,0112","-9.4","0,0106","-9.4","0,0106","","","      30.0","0,3,2","","","      42.8","0,3,2","       1.1","0,3,2","       5.0","0,3,2","      17.8","0,3,2","      27.6","0,3,2","   1354.1"," ,0","        0"," ,0","     19.65","0","     27.51","0","     11.80","0"
"USC00220585","2000","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1412.6","","    1412.6","0","        87","0","        64","0","        15","0","        0","","         0","0","         0","0","        50","0","         1","0","       289","0","       129","0","   -9.4","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  56.9"," ,0,1125, ","   40.6","0,0831,+","-1.7","0,1115","-5.0","0,1122","-5.0","0,1122","-9.4","0,1221","-9.4","0,1221","-0.6","0,0409","-2.2","0,0220","-5.0","0,0207","","","","","     864.9","9","      31.7","0,3,2","     864.9","0","      43.3","0,3,2","       2.2","0,3,2","       4.4","0,3,2","      17.9","0,3,2","      27.5","0,3,2","   1058.1"," ,0","        0"," ,0","     19.37","0","     27.22","0","     11.52","0"
"USC00220585","2001","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1240.7","","    1240.7","0","       114","0","        91","0","        16","0","        0","","         0","0","         0","0","        35","0","         0","0","       285","0","        96","0","   -7.8","0,0104,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 162.3"," ,0,0611, ","   36.7","0,0725,+","-1.1","0,1028","-2.2","0,1121","-5.0","0,1226","","","","","-0.6","0,0310","-2.2","0,0206","-5.0","0,0124","-6.7","0,0111","","","    1236.2","2","      29.4","0,3,2","    1236.2","0","      41.1","0,3,2","       0.6","0,3,2","       5.0","0,3,2","      17.4","0,3,2","      26.7","0,3,2","   1697.9"," ,0","        0"," ,0","     19.05","0","     26.35","0","     11.74","0"
"USC00220585","2002","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1394.1","","    1394.1","0","       107","0","        82","0","        20","0","        0","","         0","0","         0","0","        61","0","         0","0","       280","0","       124","0","   -7.8","0,0228,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 134.4"," ,0,1224, ","   37.2","0,0913,+","0.0","0,1114","-2.8","0,1129","-4.4","0,1207","","","","","-0.6","0,0324","-2.2","0,0307","-5.6","0,0306","-6.7","0,0305","","","    1073.7","7","      28.9","0,3,2","    1073.7","0","      43.3","0,3,2","       2.2","0,3,2","       5.0","0,3,2","      17.8","0,3,2","      26.3","0,3,2","   1731.1"," ,0","        0"," ,0","     18.91","0","     26.14","0","     11.67","0"
"USC00220585","2003","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1215.3","","    1215.3","0","       105","0","        83","0","        23","0","        0","","         0","0","         0","0","        56","0","         0","0","       270","0","        89","0","   -9.4","0,0125,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 143.5"," ,0,0701, ","   35.6","0,0828,+","-3.9","0,1125","-3.9","0,1125","","","","","","","-1.7","0,0401","-2.2","0,0331","-9.4","0,0125","-9.4","0,0125","-9.4","0,0125","    1176.7","7","      29.4","0,3,2","    1176.7","0","      42.8","0,3,2","       1.1","0,3,2","       7.8","0,3,2","      17.4","0,3,2","      26.0","0,3,2","   1806.6"," ,0","        0"," ,0","     18.59","0","     25.59","0","     11.59","0"
"USC00220585","2004","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1381.9","","    1381.9","0","       108","0","        86","0","        23","0","        0","","         0","0","         0","0","        48","0","         1","0","       281","0","       101","0","   -6.1","0,0128, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 120.4"," ,0,0513, ","   36.7","0,0724,+","-0.6","0,1126","-5.6","0,1215","-5.6","0,1215","","","","","-0.6","0,0323","-2.2","0,0218","-4.4","0,0209","","","","","    1148.7","7","      28.9","0,3,2","    1148.7","0","      39.4","0,3,2","       2.2","0,3,2","       3.3","0,3,2","      17.4","0,3,2","      25.2","0,3,2","   1653.8"," ,0","        0"," ,0","     19.05","0","     26.07","0","     12.04","0"
"USC00220585","2005","31.23525","-88.91877","52.4","BEAUMONT EXP.STATION, MS US","   1378.4","","    1378.4","0","        83","0","        71","0","        19","0","        0","","         0","0","         0","0","        50","0","         0","0","       279","0","       126","0","   -7.2","0,0124, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 125.5"," ,0,0830, ","   37.8","0,0921, ","-1.7","0,1026","-2.2","0,1118","","","","","","","-1.7","0,0303","-2.2","0,0302","-6.1","0,0125","-7.2","0,0124","","","     984.9","9","      29.4","0,3,2","     984.9","0","      40.0","0,3,2","       1.7","0,3,2","       6.1","0,3,2","      18.4","0,3,2","      24.7","0,3,2","   1354.0"," ,0","        0"," ,0","     19.09","0","     26.51","0","     11.66","0"
