"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IRM00040757","2004","35.591","53.495","1117.1","SEMNAN, IR","        36","S","        21","S","         2","S","","","","","","","","","","","",""," 119.1"," ,S,1209, ","","","","","","","","","","","","","    281.5"," ,S","","","","","",""
"IRM00040757","2006","35.591","53.495","1117.1","SEMNAN, IR","        38","S","        16","S","         1","S","","","","","","","","","","","","","  26.4"," ,S,1219, ","","","","","","","","","","","","","    174.8"," ,S","","","","","",""
"IRM00040757","2007","35.591","53.495","1117.1","SEMNAN, IR","        50","S","        29","S","         1","S","","","","","","","","","","","","","  26.2"," ,S,0209, ","","","","","","","","","","","","","    220.4"," ,S","","","","","",""
"IRM00040757","2011","35.591","53.495","1117.1","SEMNAN, IR","","","","","","","","","","","         0","S","       203","S","       119","S","","","","","   43.2","S,0706, ","","","","","","","","","","","","","","","     24.09","S","",""
"IRM00040757","2012","35.591","53.495","1117.1","SEMNAN, IR","        36","S","        15","S","         1","S","","","","","         1","S","       221","S","       111","S","","","  44.5"," ,S,0202, ","   42.2","S,0712, ","","","","","","","","","","","    149.8"," ,S","","","     23.52","S","",""
"IRM00040757","2013","35.591","53.495","1117.1","SEMNAN, IR","        24","S","        11","S","         0","S","","","","","         0","S","       208","S","       116","S","","","  20.8"," ,S,0130, ","   43.2","S,0724, ","","","","","","","","","","","    102.7"," ,S","","","     24.94","S","",""
"IRM00040757","2014","35.591","53.495","1117.1","SEMNAN, IR","        24","S","         8","S","         0","S","","","","","         0","S","       202","S","       120","S","","","  16.0"," ,S,0313, ","   43.0","S,0807,+","","","","","","","","","","","     67.2"," ,S","","","     24.62","S","",""
"IRM00040757","2015","35.591","53.495","1117.1","SEMNAN, IR","","","","","","","","","","","         0","S","       210","S","       123","S","","","","","   42.6","S,0630, ","","","","","","","","","","","","","","","     24.73","S","",""
"IRM00040757","2016","35.591","53.495","1117.1","SEMNAN, IR","        28","S","        12","S","         1","S","","","","","         2","S","       215","S","       121","S","","","  29.7"," ,S,0511, ","   42.4","S,0720, ","","","","","","","","","","","    104.1"," ,S","","","     24.73","S","",""
"IRM00040757","2017","35.591","53.495","1117.1","SEMNAN, IR","        29","S","         7","S","         0","S","","","","","         0","S","       208","S","       117","S","","","  11.7"," ,S,0506, ","   41.4","S,0708, ","","","","","","","","","","","     73.8"," ,S","","","     24.74","S","",""
"IRM00040757","2018","35.591","53.495","1117.1","SEMNAN, IR","        45","S","        14","S","         0","S","","","","","         0","S","       215","S","       116","S","","","  17.0"," ,S,0225, ","   43.0","S,0724, ","","","","","","","","","","","    119.2"," ,S","","","     25.01","S","",""
"IRM00040757","2019","35.591","53.495","1117.1","SEMNAN, IR","        41","S","        19","S","         1","S","","","","","","","","","","","","","  30.0"," ,S,0601, ","","","","","","","","","","","","","    175.1"," ,S","","","","","",""
"IRM00040757","2020","35.591","53.495","1117.1","SEMNAN, IR","        49","S","        20","S","         0","S","","","","","         0","S","       212","S","       110","S","","","  15.5"," ,S,0323, ","   41.0","S,0822,+","","","","","","","","","","","    161.1"," ,S","","","     23.60","S","",""
"IRM00040757","2021","35.591","53.495","1117.1","SEMNAN, IR","        19","S","         7","S","         1","S","","","","","","","","","","","","","  25.4"," ,S,0503, ","","","","","","","","","","","","","     81.4"," ,S","","","","","",""
"IRM00040757","2022","35.591","53.495","1117.1","SEMNAN, IR","        28","S","        10","S","         0","S","","","","","         0","S","       208","S","       122","S","","","   7.1"," ,S,0502, ","   43.0","S,0628, ","","","","","","","","","","","     64.1"," ,S","","","     25.31","S","",""
"IRM00040757","2023","35.591","53.495","1117.1","SEMNAN, IR","        32","S","         8","S","         0","S","         0","S","        30","S","         0","S","       229","S","       118","S","  -10.6","S,0115, ","  19.6"," ,S,0322, ","   42.4","S,0711, ","-1.4","S,0219","-3.8","S,0211","-4.4","S,0125","-10.6","S,0115","-10.6","S,0115","     75.6"," ,S","     19.74","S","     25.50","S","     13.98","S"
