"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN003050500","1961","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       181","I","       137","I","        37","I","","","","","","","","","","","",""," 102.6"," ,I,0424, ","","","   2705.6"," ,I","","","","","",""
"IN003050500","1962","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       161","I","       115","I","        32","I","","","","","","","","","","","",""," 103.2"," ,I,0806, ","","","   2277.9"," ,I","","","","","",""
"IN003050500","1963","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       160","I","       119","I","        22","I","","","","","","","","","","","","","  61.7"," ,I,0614, ","","","   2041.6"," ,I","","","","","",""
"IN003050500","1964","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       183","I","       143","I","        33","I","","","","","","","","","","","","","  83.2"," ,I,0619, ","","","   2702.7"," ,I","","","","","",""
"IN003050500","1965","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       166","I","       136","I","        30","I","","","","","","","","","","","","","  83.0"," ,I,1106, ","","","   2427.0"," ,I","","","","","",""
"IN003050500","1966","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       160","I","       119","I","        37","I","","","","","","","","","","","",""," 153.8"," ,I,0610, ","","","   2824.5"," ,I","","","","","",""
"IN003050500","1967","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       172","I","       121","I","        26","I","","","","","","","","","","","","","  50.1"," ,I,0628, ","","","   1918.9"," ,I","","","","","",""
"IN003050500","1968","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       168","I","       132","I","        37","I","","","","","","","","","","","",""," 111.6"," ,I,0528, ","","","   2679.9"," ,I","","","","","",""
"IN003050500","1969","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       149","I","       121","I","        28","I","","","","","","","","","","","",""," 128.7"," ,I,0708, ","","","   2311.0"," ,I","","","","","",""
"IN003050500","1970","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       166","I","       132","I","        46","I","","","","","","","","","","","",""," 115.3"," ,I,0728, ","","","   3022.8"," ,I","","","","","",""
"IN003050500","2005","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","","","","","         0","S","       317","S","        69","S","","","","","   36.3","S,0918, ","","","","","     27.84","S","",""
"IN003050500","2006","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","","","","","         0","S","       331","S","        78","S","","","","","   37.5","S,0816, ","","","","","     28.69","S","",""
"IN003050500","2008","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","","","","","         0","S","       321","S","        74","S","","","","","   37.1","S,0709, ","","","","","     28.18","S","",""
"IN003050500","2010","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","","","","","         0","S","       341","S","        70","S","","","","","   36.6","S,0805, ","","","","","     28.48","S","",""
"IN003050500","2012","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","   1829.0","","    1829.0","S","","","","","","","         0","S","         0","S","         0","S","       346","S","        87","S","    6.6","S,1229,+","","","   37.5","S,0908, ","","","     23.49","S","     28.67","S","     18.32","S"
"IN003050500","2013","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","","","","","         0","S","       345","S","       106","S","","","","","   38.1","S,0614, ","","","","","     29.86","S","",""
"IN003050500","2014","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","","","","","         0","S","       351","S","       119","S","","","","","   37.0","S,0422, ","","","","","     29.69","S","",""
"IN003050500","2015","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","","","","","         0","S","       345","S","        86","S","","","","","   38.2","S,0626, ","","","","","     29.30","S","",""
"IN003050500","2016","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","         0"," ","         0","S","","","","","","","    6.6","S,1230, ","","","","","","","","","","","     17.90","S"
"IN003050500","2023","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","","","","","","","         0","S","         0","S","","","","","","","    7.3","S,0106, ","","","","","","","","","","","     18.55","S"
