"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN003050500","1950","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       193","I","       149","I","        36","I","","","","","","","","","","","","","  74.7"," ,I,1014, ","","","   2828.3"," ,I","","","","","",""
"IN003050500","1952","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       179","I","       127","I","        37","I","","","","","","","","","","","",""," 109.7"," ,I,0911, ","","","   2683.9"," ,I","","","","","",""
"IN003050500","1953","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       172","I","       133","I","        55","I","","","","","","","","","","","","","  79.8"," ,I,0929, ","","","   3276.2"," ,I","","","","","",""
"IN003050500","1954","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       196","I","       146","I","        44","I","","","","","","","","","","","",""," 140.5"," ,I,0929, ","","","   3375.0"," ,I","","","","","",""
"IN003050500","1955","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       182","I","       148","I","        44","I","","","","","","","","","","","","","  97.0"," ,I,0701, ","","","   3109.0"," ,I","","","","","",""
"IN003050500","1956","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       182","I","       139","I","        35","I","","","","","","","","","","","","","  77.2"," ,I,1006, ","","","   2397.5"," ,I","","","","","",""
"IN003050500","1957","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       175","I","       142","I","        33","I","","","","","","","","","","","","","  76.5"," ,I,0918, ","","","   2604.3"," ,I","","","","","",""
"IN003050500","1958","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       166","I","       135","I","        46","I","","","","","","","","","","","",""," 103.9"," ,I,0626, ","","","   3120.4"," ,I","","","","","",""
"IN003050500","1959","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       173","I","       126","I","        33","I","","","","","","","","","","","",""," 102.1"," ,I,0502, ","","","   2596.9"," ,I","","","","","",""
"IN003050500","1960","27.483","95.017","111.0","DIBRUGARH MOHANBAR, IN","","","","","       157","I","       107","I","        27","I","","","","","","","","","","","",""," 125.8"," ,I,0709, ","","","   2203.0"," ,I","","","","","",""
