"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00004998","2011","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        15"," ","         2"," ","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004998","2012","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.3","W","","","","","        56","W","        37","W","         5","W","","","","","","","","","","","        58"," ","        10"," ","        46"," ","","","  65.3"," ,W,0614, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    488.2"," ,W","","","","","","","       330","W","      15.7","W"
"USW00004998","2013","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.7","W","    791.8","","     791.8","W","        61","W","        36","W","         6","W","         1","W","       129","W","        24","W","       166","W","        50","W","        71"," ","        13"," ","        53"," ","  -21.0","W,1209, ","  68.8"," ,W,1003, ","   39.4","W,0908,+","0.0","W,1021","-3.8","W,1111","-10.5","W,1112","-10.5","W,1112","-10.5","W,1112","0.0","W,0503","-3.2","W,0424","-4.9","W,0402","-9.3","W,0326","-9.3","W,0326","    2730.5","5","    2730.5","W","    560.7"," ,W","     11.92","W","     18.52","W","      5.32","W","       290","W","      14.3","W"
"USW00004998","2014","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        74"," ","         9"," ","        54"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004998","2015","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.4","W","    652.4","","     652.4","W","        74","W","        47","W","         4","W","         4","W","       110","W","        22","W","       182","W","        36","W","        71"," ","         6"," ","        49"," ","  -21.6","W,0205,+","  75.7"," ,W,0604, ","   37.8","W,0906, ","-1.6","W,1029","-5.5","W,1113","-5.5","W,1113","-7.7","W,1203","-11.6","W,1229","-1.0","W,0422","-2.7","W,0327","-6.6","W,0309","-16.0","W,0305","-16.0","W,0305","    2848.5","5","    2848.5","W","    568.2"," ,W","     12.28","W","     18.86","W","      5.71","W","       350","W","      13.9","W"
"USW00004998","2016","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        66"," ","         5"," ","        55"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004998","2017","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        68"," ","        12"," ","        50"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    2583.7","7","    2583.7","W","","","","","","","","","","","",""
"USW00004998","2018","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.4","W","    831.9","","     831.9","W","","","","","","","         9","W","       141","W","        33","W","       163","W","        54","W","        95"," ","         6"," ","        41"," ","  -26.0","W,0101, ","","","   39.4","W,0610, ","0.0","W,1011","-3.8","W,1015","-11.6","W,1109","-11.6","W,1109","-11.6","W,1109","0.0","W,0427","-2.7","W,0419","-6.0","W,0410","-9.9","W,0407","-9.9","W,0407","","","","","","","     11.45","W","     17.74","W","      5.16","W","       160","W","      15.7","W"
"USW00004998","2019","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.4","W","    717.5","","     717.5","W","","","","","","","         6","W","       143","W","        40","W","       156","W","        34","W","        91"," ","        13"," ","        63"," ","  -22.1","W,0304, ","","","   36.7","W,0717, ","-2.1","W,1011","-3.2","W,1012","-4.9","W,1025","-9.3","W,1031","-9.3","W,1031","-2.1","W,0414","-3.8","W,0413","-4.9","W,0331","-17.7","W,0306","-17.7","W,0306","    3425.7","7","    3425.7","W","","","     11.02","W","     16.79","W","      5.25","W","       200","W","      16.5","W"
"USW00004998","2020","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.5","W","    672.4","","     672.4","W","","","","","","","         0","W","       139","W","        19","W","       176","W","        40","W","        89"," ","        16"," ","        42"," ","  -17.1","W,0213, ","","","   35.6","W,0606, ","0.0","W,1002","-4.3","W,1025","-6.0","W,1026","-8.2","W,1027","-9.9","W,1130","0.0","W,0509","-2.7","W,0417","-6.6","W,0415","-8.2","W,0414","-13.8","W,0220","    3049.8","8","    3049.8","W","","","     12.04","W","     18.44","W","      5.62","W","        60","W","      17.0","W"
"USW00004998","2021","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.3","W","    759.1","","     759.1","W","","","","","","","        13","W","       116","W","        26","W","       181","W","        54","W","        84"," ","        13"," ","        22"," ","  -36.0","W,0216, ","","","   40.0","W,0617, ","-1.0","W,1022","-3.8","W,1112","-6.6","W,1113","-12.1","W,1218","-12.1","W,1218","-0.5","W,0422","-6.6","W,0401","-6.6","W,0401","-18.2","W,0219","-18.2","W,0219","    3059.3","3","    3059.3","W","","","     12.41","W","     19.04","W","      5.78","W","       220","W","      16.1","W"
"USW00004998","2022","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.8","W","    774.0","","     774.0","W","","","","","","","         8","W","       151","W","        31","W","       179","W","        58","W","        42"," ","         5"," ","        23"," ","  -24.9","W,1222, ","","","   39.4","W,0613, ","-2.1","W,1008","-6.6","W,1018","-6.6","W,1018","-7.1","W,1019","-11.0","W,1112","0.0","W,0522","-4.3","W,0426","-6.0","W,0409","-17.1","W,0312","-17.1","W,0312","    2846.1","1","    2846.1","W","","","     11.61","W","     18.93","W","      4.30","W","       200","W","      15.7","W"
"USW00004998","2023","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","       3.3","W","    860.3","","     860.3","W","","","","","","","         0","W","       139","W","        20","W","       188","W","        55","W","        95"," ","        11"," ","        25"," ","  -17.1","W,0223,+","","","   42.2","W,0822,+","-0.5","W,1027","-3.2","W,1029","-6.6","W,1030","-8.2","W,1031","","","-0.5","W,0503","-6.6","W,0423","-6.6","W,0423","-9.3","W,0406","-9.3","W,0406","    3137.3","3","    3137.3","W","","","     12.82","W","     19.78","W","      5.86","W","       340","W","      14.8","W"
"USW00004998","2024","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","","","    692.8","","     692.8","D","","","","","","","         7","D","       116","D","        18","D","       196","D","        52","D","        67"," ","         9"," ","        23"," ","  -27.7","D,0114, ","","","   39.4","D,0805,+","-0.5","W,1014","-5.5","W,1016","-5.5","W,1016","-7.1","W,1128","-9.9","W,1129","0.0","W,0412","-7.1","W,0327","-7.1","W,0327","-7.1","W,0327","-12.1","W,0228","    2653.6","6","    2653.6","D","","","     13.00","D","     19.87","D","      6.13","D","","","",""
"USW00004998","2025","40.14917","-97.58667","449.0","HEBRON MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","         6"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
