"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044215","2003","49.017","91.717","1590.0","OMNO GOBI, MG","       128","S","        45","S","         0","S","   30.2","S,0619, ","      5.73","S"
"MGM00044215","2005","49.017","91.717","1590.0","OMNO GOBI, MG","       131","S","        60","S","         0","S","   30.0","S,0711, ","      3.80","S"
"MGM00044215","2006","49.017","91.717","1590.0","OMNO GOBI, MG","       102","S","        61","S","         0","S","   31.1","S,0731, ","      7.38","S"
"MGM00044215","2007","49.017","91.717","1590.0","OMNO GOBI, MG","       117","S","        81","S","         0","S","   31.7","S,0728, ","      7.75","S"
"MGM00044215","2008","49.017","91.717","1590.0","OMNO GOBI, MG","       110","S","        71","S","         0","S","   31.5","S,0801, ","      7.23","S"
"MGM00044215","2010","49.017","91.717","1590.0","OMNO GOBI, MG","       121","S","        69","S","         0","S","   31.2","S,0621, ","      5.16","S"
"MGM00044215","2011","49.017","91.717","1590.0","OMNO GOBI, MG","       129","S","        73","S","         0","S","   31.5","S,0713, ","      5.35","S"
"MGM00044215","2012","49.017","91.717","1590.0","OMNO GOBI, MG","       138","S","        72","S","         0","S","   32.1","S,0629, ","      4.97","S"
"MGM00044215","2013","49.017","91.717","1590.0","OMNO GOBI, MG","       112","S","        64","S","         0","S","   28.0","S,0704, ","      6.73","S"
"MGM00044215","2014","49.017","91.717","1590.0","OMNO GOBI, MG","       114","S","        71","S","         0","S","   30.7","S,0712, ","      6.56","S"
"MGM00044215","2015","49.017","91.717","1590.0","OMNO GOBI, MG","       127","S","        75","S","         2","S","   33.2","S,0721, ","      7.36","S"
"MGM00044215","2016","49.017","91.717","1590.0","OMNO GOBI, MG","       127","S","        81","S","         0","S","   29.0","S,0731, ","      5.50","S"
"MGM00044215","2017","49.017","91.717","1590.0","OMNO GOBI, MG","       105","S","        88","S","         0","S","   31.5","S,0728, ","      8.42","S"
"MGM00044215","2018","49.017","91.717","1590.0","OMNO GOBI, MG","       110","S","        79","S","         0","S","   29.2","S,0628, ","      6.61","S"
"MGM00044215","2019","49.017","91.717","1590.0","OMNO GOBI, MG","       117","S","        76","S","         0","S","   28.9","S,0710, ","      5.81","S"
"MGM00044215","2020","49.017","91.717","1590.0","OMNO GOBI, MG","       109","S","        71","S","         0","S","   29.5","S,0629, ","      7.24","S"
"MGM00044215","2022","49.017","91.717","1590.0","OMNO GOBI, MG","       121","S","        89","S","         1","S","   32.5","S,0627, ","      6.62","S"
"MGM00044215","2023","49.017","91.717","1590.0","OMNO GOBI, MG","       105","S","        72","S","         0","S","   31.2","S,0716, ","      7.11","S"
