"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"GYW00010502","1949","6.498553","-58.254119","29.0","GEORGETOWN, GY","","","","","","","         9"," ","         1"," ","","","",""
"GYW00010502","2015","6.498553","-58.254119","29.0","GEORGETOWN, GY","       175","S","       123","S","        21","S","","","","","  69.3"," ,S,0702, ","   1868.8"," ,S"
"GYW00010502","2017","6.498553","-58.254119","29.0","GEORGETOWN, GY","       225","S","       146","S","        29","S","","","","","  88.4"," ,S,0804, ","   2372.5"," ,S"
"GYW00010502","2019","6.498553","-58.254119","29.0","GEORGETOWN, GY","       191","S","       129","S","        25","S","","","","","  88.4"," ,S,0814, ","   2174.5"," ,S"
