"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BNM00065338","1980","7.167","2.067","167.0","BOHICON, BN","        88","S","        62","S","        11","S","","","","","","","","","","","","","  89.9"," ,S,0721, ","","","   1101.0"," ,S","","","",""
"BNM00065338","2009","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       344","S","       223","S","","","","","   37.8","S,1223, ","","","     33.18","S","",""
"BNM00065338","2010","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       343","S","       215","S","","","","","   38.5","S,0406,+","","","     33.25","S","",""
"BNM00065338","2011","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       349","S","       216","S","","","","","   37.5","S,0403, ","","","     32.92","S","",""
"BNM00065338","2012","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       353","S","       215","S","","","","","   37.7","S,0125, ","","","     32.74","S","",""
"BNM00065338","2013","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       351","S","       224","S","","","","","   38.3","S,0216, ","","","     33.11","S","",""
"BNM00065338","2016","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       347","S","       220","S","","","","","   39.7","S,0224, ","","","     33.29","S","",""
"BNM00065338","2019","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       356","S","       207","S","","","","","   37.7","S,0220, ","","","     32.84","S","",""
"BNM00065338","2020","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       352","S","       234","S","","","","","   40.3","S,0229, ","","","     33.55","S","",""
"BNM00065338","2021","7.167","2.067","167.0","BOHICON, BN","","","","","","","         0","S","         0","S","","","","","","","   20.0","S,1222, ","","","","","","","","","     23.83","S"
"BNM00065338","2023","7.167","2.067","167.0","BOHICON, BN","","","","","","","","","","","         0","S","       342","S","       227","S","","","","","   38.5","S,0212, ","","","     33.30","S","",""
