"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00054831","2011","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","","","","","","","","","","","","","","","","","","","","","","","        35"," ","         7"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054831","2012","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","       5.1","W","    673.8","","     673.8","W","        91","W","        46","W","         6","W","         0","W","       111","W","        22","W","       177","W","        47","W","       139"," ","        24"," ","        38"," ","  -16.0","W,0120,+"," 115.8"," ,W,0901, ","   39.4","W,0707,+","0.0","W,1007","-2.7","W,1105","-5.5","W,1113","-9.3","W,1127","-9.3","W,1127","0.0","W,0427","-2.7","W,0411","-8.8","W,0305","-8.8","W,0305","-10.5","W,0212","","","","","    763.3"," ,W","     12.53","W","     18.42","W","      6.65","W","       190","W","      18.3","W"
"USW00054831","2013","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","       5.0","W","    594.3","","     594.3","W","        95","W","        57","W","        11","W","         2","W","       129","W","        43","W","       157","W","        18","W","       174"," ","        28"," ","        45"," ","  -19.3","W,1212,+","  45.5"," ,W,1003,+","   35.6","W,0910,+","-0.5","W,1021","-3.2","W,1025","-7.1","W,1112","-7.1","W,1112","-9.9","W,1123","-2.1","W,0420","-4.9","W,0403","-4.9","W,0403","-7.1","W,0322","-11.0","W,0321","    3211.8","8","    3211.8","W","    898.6"," ,W","     10.38","W","     15.76","W","      5.01","W","       200","W","      17.4","W"
"USW00054831","2014","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","","","","","","","","","","","","","","","","","","","","","","","       140"," ","        23"," ","        36"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054831","2015","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","       5.0","W","    610.5","","     610.5","W","       107","W","        69","W","        12","W","         9","W","        95","W","        33","W","       165","W","        14","W","       181"," ","        40"," ","        50"," ","  -23.2","W,0108, "," 112.3"," ,W,0708, ","   35.6","W,0906, ","0.0","W,1109","-2.7","W,1114","-8.8","W,1121","-8.8","W,1121","-12.7","W,1122","-2.7","W,0404","-2.7","W,0404","-7.7","W,0328","-7.7","W,0328","-18.8","W,0306","","","","","   1283.9"," ,W","     11.64","W","     17.00","W","      6.27","W","       140","W","      16.1","W"
"USW00054831","2016","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","       4.8","W","    641.2","","     641.2","W","        98","W","        65","W","         9","W","         3","W","       103","W","        30","W","       162","W","        10","W","       148"," ","        29"," ","        50"," ","  -21.0","W,1219,+","  71.6"," ,W,0815, ","   33.3","W,0615,+","-2.1","W,1112","-2.7","W,1119","-6.0","W,1120","-7.1","W,1121","-14.3","W,1213","-1.0","W,0413","-4.3","W,0409","-4.9","W,0405","-9.9","W,0302","-9.9","W,0302","    2674.3","3","    2674.3","W","    874.5"," ,W","     12.25","W","     17.52","W","      6.98","W","       270","W","      17.0","W"
"USW00054831","2017","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","","","","","","","","","","","","","","","","","","","","","","","       128"," ","        25"," ","        56"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054831","2018","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","       5.0","W","    704.8","","     704.8","W","       102","W","        59","W","         8","W","        10","W","       142","W","        28","W","       161","W","        33","W","       156"," ","        27"," ","        44"," ","  -26.6","W,0101, ","  59.7"," ,W,1007, ","   36.1","W,0527, ","-1.6","W,1016","-3.8","W,1021","-7.1","W,1109","-7.1","W,1109","-9.9","W,1114","0.0","W,0429","-3.2","W,0417","-6.0","W,0408","-7.7","W,0407","-14.3","W,0402","    3257.5","5","    3257.5","W","    860.2"," ,W","     10.81","W","     16.30","W","      5.33","W","       320","W","      16.5","W"
"USW00054831","2019","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","       5.1","W","    580.8","","     580.8","W","       108","W","        76","W","         6","W","         8","W","       136","W","        40","W","       152","W","        12","W","       149"," ","        23"," ","        51"," ","  -29.3","W,0130, ","  61.0"," ,W,1026, ","   34.4","W,0630, ","-1.0","W,1012","-5.5","W,1031","-5.5","W,1031","-9.3","W,1108","-9.3","W,1108","0.0","W,0428","-3.8","W,0401","-6.0","W,0326","-7.1","W,0307","-14.3","W,0306","    3370.6","6","    3370.6","W","    941.4"," ,W","     10.57","W","     15.82","W","      5.33","W","       240","W","      17.0","W"
"USW00054831","2020","40.48333","-88.95","263.7","BLOOMINGTON NORMAL AIRPORT, IL US","       4.9","W","    555.8","","     555.8","W","       110","W","        62","W","         8","W","         2","W","       126","W","        24","W","       154","W","        22","W","       135"," ","        28"," ","        34"," ","  -21.6","W,0214, ","  67.8"," ,W,0425, ","   33.9","W,0709,+","0.0","W,1005","-3.2","W,1101","-5.5","W,1102","-8.8","W,1201","-12.7","W,1224","-2.1","W,0509","-2.7","W,0418","-4.9","W,0322","-9.9","W,0229","-9.9","W,0229","    3176.5","5","    3176.5","W","    853.5"," ,W","     11.29","W","     16.58","W","      6.00","W","       320","W","      20.6","W"
