"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00518941","1950","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    983.3"," ,0","        0"," ,0"
"USC00518941","1951","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1393.5"," ,0","        0"," ,0"
"USC00518941","1952","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    756.2"," ,0","        0"," ,0"
"USC00518941","1953","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    529.1"," ,0","        0"," ,0"
"USC00518941","1954","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1008.1"," ,0","        0"," ,0"
"USC00518941","1955","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1062.3"," ,0","        0"," ,0"
"USC00518941","1956","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1098.8"," ,0","        0"," ,0"
"USC00518941","1957","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    973.4"," ,0","        0"," ,0"
"USC00518941","1958","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    656.4"," ,0","        0"," ,0"
"USC00518941","1959","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    595.9"," ,0","        0"," ,0"
"USC00518941","1960","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    745.9"," ,0","        0"," ,0"
"USC00518941","1961","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    786.4"," ,0","        0"," ,0"
"USC00518941","1962","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1037.3"," ,0","        0"," ,0"
"USC00518941","1963","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    984.0"," ,0","        0"," ,0"
"USC00518941","1964","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1012.3"," ,0","        0"," ,0"
"USC00518941","1965","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1182.3"," ,0","        0"," ,0"
"USC00518941","1966","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    651.0"," ,0","        0"," ,0"
"USC00518941","1967","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1031.9"," ,0","        0"," ,0"
"USC00518941","1968","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1139.0"," ,0","        0"," ,0"
"USC00518941","1969","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    668.5"," ,0","        0"," ,0"
"USC00518941","1970","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    761.7"," ,0","        0"," ,0"
"USC00518941","1971","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00518941","1972","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00518941","1973","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    708.4"," ,0","        0"," ,0"
"USC00518941","1975","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00518941","1976","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    715.9"," ,0","        0"," ,0"
"USC00518941","1977","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    691.9"," ,0","        0"," ,0"
"USC00518941","1978","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    877.0"," ,0","        0"," ,0"
"USC00518941","1979","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    618.3"," ,0","        0"," ,0"
"USC00518941","1980","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    832.0"," ,0","        0"," ,0"
"USC00518941","1981","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    844.6"," ,0","        0"," ,0"
"USC00518941","1982","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00518941","1983","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","","","         0","0","","","     0"," ,0,1231,+","    481.7"," ,0","        0"," ,0"
"USC00518941","1984","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","","","         0","0","","","     0"," ,0,1231,+","","","        0"," ,0"
"USC00518941","1985","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    643.0"," ,0","        0"," ,0"
"USC00518941","1986","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00518941","1987","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    894.0"," ,0","        0"," ,0"
"USC00518941","1988","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    786.4"," ,0","        0"," ,0"
"USC00518941","1989","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1230.6"," ,0","        0"," ,0"
"USC00518941","1990","21.8967","-159.5569","65.5","WAHIAWA 930, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1124.0"," ,0","        0"," ,0"
