"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FP000091929","1991","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       158","S","       100","S","        18","S","","","","","",""," 202.9"," ,S,1211, ","   1715.0"," ,S","",""
"FP000091929","2006","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       193","S","       123","S","        19","S","","","","","",""," 109.0"," ,S,1205, ","   1825.0"," ,S","",""
"FP000091929","2007","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       191","S","       121","S","        18","S","","","","","",""," 112.0"," ,S,1011, ","   2089.6"," ,S","",""
"FP000091929","2008","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       179","S","        96","S","        11","S","","","","","","","  99.1"," ,S,0430, ","   1309.3"," ,S","",""
"FP000091929","2009","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       167","S","       109","S","        16","S","","","","","",""," 102.1"," ,S,0317, ","   1569.1"," ,S","",""
"FP000091929","2010","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       229","S","       121","S","        17","S","","","","","","","  97.0"," ,S,0109, ","   1823.4"," ,S","",""
"FP000091929","2011","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       218","S","        94","S","        17","S","         0","S","         0","S","   20.5","S,0609, "," 105.4"," ,S,0426, ","   1603.9"," ,S","     24.25","S"
"FP000091929","2012","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       188","S","       105","S","        25","S","         0","S","         0","S","   19.9","S,0814, "," 105.2"," ,S,1209, ","   1907.6"," ,S","     24.75","S"
"FP000091929","2013","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       172","S","        88","S","        19","S","         0","S","         0","S","   19.6","S,0924, "," 116.3"," ,S,0430, ","   1664.3"," ,S","     24.62","S"
"FP000091929","2014","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       210","S","       117","S","        22","S","         0","S","         0","S","   21.5","S,0819, "," 136.1"," ,S,1106, ","   2063.3"," ,S","     24.85","S"
"FP000091929","2015","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       176","S","        91","S","        14","S","         0","S","         0","S","   19.5","S,0624, ","  67.3"," ,S,0116, ","   1202.1"," ,S","     24.96","S"
"FP000091929","2016","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       199","S","       113","S","        29","S","         0","S","         0","S","   19.6","S,0704, ","  80.8"," ,S,0525, ","   2174.1"," ,S","     25.39","S"
"FP000091929","2017","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       217","S","       109","S","        14","S","         0","S","         0","S","   22.2","S,0828, ","  78.5"," ,S,0115, ","   1494.5"," ,S","     25.23","S"
"FP000091929","2018","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       209","S","        98","S","        19","S","         0","S","         0","S","   21.4","S,0908, ","  92.7"," ,S,0212, ","   1598.6"," ,S","     24.97","S"
"FP000091929","2019","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       194","S","       111","S","        16","S","         0","S","         0","S","   21.6","S,1221, ","  72.4"," ,S,1228, ","   1697.3"," ,S","     25.16","S"
"FP000091929","2020","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       212","S","        95","S","        13","S","         0","S","         0","S","   19.8","S,0606, ","  88.1"," ,S,0527, ","   1624.8"," ,S","     25.29","S"
"FP000091929","2021","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       204","S","        88","S","        16","S","         0","S","         0","S","   21.2","S,0719, ","  64.0"," ,S,1023, ","   1297.1"," ,S","     25.04","S"
"FP000091929","2022","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       226","S","       113","S","        17","S","         0","S","         0","S","   20.5","S,0818, "," 101.9"," ,S,0113, ","   1834.9"," ,S","     24.58","S"
"FP000091929","2023","-16.45","-151.75","3.0","BORA BORA MOTU MUTE, FP","       190","S","       101","S","        18","S","         0","S","         0","S","   20.5","S,0602, "," 146.1"," ,S,0923, ","   1688.7"," ,S","     25.21","S"
