"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MYM00096471","1956","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       365","S","        19","S","","","   32.8","S,0812,+","","","     30.30","S"
"MYM00096471","1957","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       365","S","        51","S","","","   33.3","S,0820,+","","","     30.73","S"
"MYM00096471","1958","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       365","S","        73","S","","","   34.4","S,0603, ","","","     30.91","S"
"MYM00096471","1959","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       365","S","        23","S","","","   32.8","S,0424,+","","","     30.44","S"
"MYM00096471","1960","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       366","S","        26","S","","","   33.3","S,0813, ","","","     30.48","S"
"MYM00096471","1961","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       365","S","        13","S","","","   32.8","S,0706,+","","","     30.43","S"
"MYM00096471","1962","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       364","S","        12","S","","","   32.8","S,0802, ","","","     30.23","S"
"MYM00096471","1963","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       364","S","        23","S","","","   33.3","S,0905, ","","","     30.25","S"
"MYM00096471","1964","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       366","S","        19","S","","","   33.3","S,0809,+","","","     30.37","S"
"MYM00096471","1974","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","         8","S","         8","S","         0","S","","","","","","","  15.0"," ,S,0821, ","","","     65.9"," ,S","",""
"MYM00096471","1979","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       123","S","        96","S","        31","S","","","","","",""," 169.9"," ,S,0620, ","","","   2400.7"," ,S","",""
"MYM00096471","1981","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       158","S","       113","S","        19","S","","","","","",""," 140.0"," ,S,0714, ","","","   2021.8"," ,S","",""
"MYM00096471","1995","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       334","S","       113","S","","","   34.0","S,0921,+","","","     31.66","S"
"MYM00096471","1997","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","","","","","","","         0","S","       337","S","       173","S","","","   34.0","S,0904, ","","","     31.95","S"
"MYM00096471","2004","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       161","S","       103","S","        18","S","","","","","",""," 108.7"," ,S,0513, ","","","   1791.8"," ,S","",""
"MYM00096471","2005","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       156","S","       103","S","        43","S","","","","","",""," 181.1"," ,S,0718, ","","","   3445.9"," ,S","",""
"MYM00096471","2006","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       188","S","       123","S","        41","S","","","","","",""," 224.5"," ,S,0613, ","","","   3314.0"," ,S","",""
"MYM00096471","2008","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       226","S","       137","S","        43","S","","","","","",""," 162.3"," ,S,0610, ","","","   3297.7"," ,S","",""
"MYM00096471","2009","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       172","S","       117","S","        32","S","","","","","",""," 117.6"," ,S,0901, ","","","   2606.1"," ,S","",""
"MYM00096471","2010","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       198","S","       141","S","        42","S","","","","","","","  92.7"," ,S,0615, ","","","   3332.3"," ,S","",""
"MYM00096471","2011","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       215","S","       144","S","        35","S","","","","","",""," 193.0"," ,S,1120, ","","","   2792.5"," ,S","",""
"MYM00096471","2012","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       197","S","       122","S","        32","S","","","","","",""," 161.3"," ,S,1116, ","","","   2598.4"," ,S","",""
"MYM00096471","2013","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       197","S","       141","S","        37","S","","","","","",""," 122.7"," ,S,1026, ","","","   3003.0"," ,S","",""
"MYM00096471","2014","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       167","S","       116","S","        38","S","","","","","",""," 156.0"," ,S,1202, ","","","   3091.8"," ,S","",""
"MYM00096471","2016","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       151","S","        99","S","        22","S","","","","","",""," 154.7"," ,S,0909, ","","","   2018.8"," ,S","",""
"MYM00096471","2018","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       182","S","       115","S","        30","S","","","","","","","  86.1"," ,S,0601, ","","","   2287.8"," ,S","",""
"MYM00096471","2020","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       205","S","       138","S","        44","S","","","","","",""," 213.9"," ,S,0725, ","","","   3351.1"," ,S","",""
"MYM00096471","2022","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       201","S","       139","S","        48","S","","","","","",""," 123.7"," ,S,1010, ","","","   3350.0"," ,S","",""
"MYM00096471","2023","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       171","S","       110","S","        26","S","","","","","",""," 128.0"," ,S,0202, ","","","   2115.7"," ,S","",""
"MYM00096471","2024","5.937","116.051","3.0","KOTA KINABALU INTERNATIONAL, MY","       161","S","       120","S","        34","S","","","","","",""," 160.3"," ,S,1130, ","","","   2737.5"," ,S","",""
