"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00290200","1894","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00290200","1898","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","    732.1","","     732.1","6","","","","","","","","","         0","6","        62","6","         5","6","       209","6","        39","6","","","  -10.0","6,1210, ","","","","","   35.6","6,0625,+","-2.8","6,1110","-2.8","6,1110","-5.0","6,1115","-9.4","6,1209","-9.4","6,1209","-1.7","6,0404","-2.8","6,0324","-5.6","6,0202","-8.9","6,0125","-8.9","6,0125","","","","","","","","","     14.90","6","     21.58","6","      8.22","6"
"USC00290200","1902","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","   1019.8","","    1019.8","6","        29","6","        24","6","         0","6","","","         0","6","        95","6","         0","6","       231","6","       113","6","","","  -12.2","6,1229, ","","","  23.6"," ,6,0825, ","   42.2","6,0624, ","-4.4","6,1103","-4.4","6,1103","-4.4","6,1103","-7.8","6,1125","-9.4","6,1204","-0.6","6,0401","-2.8","6,0330","-5.6","6,0305","-7.2","6,0203","","","","","","","    184.2"," ,6","","","     16.30","6","     25.26","6","      7.35","6"
"USC00290200","1903","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1818.5","5","    1818.5","6","","","","","","","","","",""
"USC00290200","1905","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","    863.8","","     863.8","6","        50","6","        42","6","         3","6","","","         0","6","        71","6","         1","6","       213","6","        88","6","","","  -10.6","6,1230, ","","","  43.2"," ,6,0422, ","   39.4","6,0623, ","0.0","6,1108","-2.8","6,1125","-6.1","6,1203","-9.4","6,1222","-9.4","6,1222","-0.6","6,0401","-3.9","6,0218","-6.1","6,0214","-9.4","6,0213","-9.4","6,0213","","","","","    495.9"," ,6","","","     15.54","6","     23.45","6","      7.63","6"
"USC00290200","1906","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","","","","","        42","6","        30","6","         2","6","","","","","","","","","","","","","","","","","","","  35.6"," ,6,1201,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    283.7"," ,6","","","","","","","",""
"USC00290200","1907","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","    782.3","","     782.3","6","        44","6","        34","6","         0","6","","","         0","6","        70","6","         0","6","       239","6","        83","6","","","   -8.3","6,1215, ","","","  21.6"," ,6,0824, ","   40.0","6,0629, ","-1.1","6,1112","-4.4","6,1113","-4.4","6,1113","-8.3","6,1215","","","-3.9","6,0422","-3.9","6,0422","-5.0","6,0104","","","","","    1506.1","1","    1506.1","6","    272.9"," ,6","","","     16.30","6","     24.81","6","      7.79","6"
"USC00290200","1908","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","","","","","        37","6","        29","6","         2","6","","","","","","","","","","","","","","","","","","","  47.0"," ,6,0719, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    305.0"," ,6","","","","","","","",""
"USC00290200","1909","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","","","","","        20","6","        16","6","         0","6","","","","","","","","","","","","","","","","","","","  21.6"," ,6,0818, ","","","","","","","","","","","","","","","","","","","","","","","    1709.8","8","    1709.8","6","    173.9"," ,6","","","","","","","",""
"USC00290200","1910","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","   1017.1","","    1017.1","6","        33","6","        18","6","         1","6","","","         0","6","        89","6","         0","6","       250","6","       105","6","","","  -15.6","6,0217, ","","","  37.3"," ,6,0810, ","   37.8","6,0803,+","0.0","6,1020","-2.2","6,1021","-4.4","6,1121","-6.7","6,1206","-8.9","6,1222","-1.1","6,0416","-2.2","6,0227","-10.0","6,0219","-10.0","6,0219","-10.0","6,0219","","","","","    219.7"," ,6","","","     16.66","6","     25.55","6","      7.78","6"
"USC00290200","1911","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","    901.9","","     901.9","6","        77","6","        31","6","         1","6","         2","6","         0","6","        74","6","         1","6","       256","6","       108","6","","","  -13.3","6,1227,+","    64"," ,6,0219, ","  26.2"," ,6,0908, ","   40.0","6,0808,+","0.0","6,1017","-5.0","6,1023","-5.0","6,1023","-7.2","6,1124","-13.3","6,1128","0.0","6,0417","-3.9","6,0316","-6.7","6,0223","-6.7","6,0223","-11.1","6,0107","    1431.5","5","    1431.5","6","    322.9"," ,6","      167"," ,6","     16.18","6","     25.41","6","      6.94","6"
"USC00290200","1912","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","    747.4","","     747.4","6","        38","6","        19","6","         1","6","","","         0","6","       119","6","         0","6","       218","6","        87","6","","","  -13.3","6,0103, ","","","  34.3"," ,6,0821, ","   38.9","6,0713,+","0.0","6,1030","-3.9","6,1102","-4.4","6,1118","-8.3","6,1128","-10.6","6,1223","-1.1","6,0414","-3.3","6,0413","-5.6","6,0304","-6.7","6,0224","-10.0","6,0221","    2025.9","9","    2025.9","6","    244.0"," ,6","","","     14.58","6","     23.69","6","      5.47","6"
"USC00290200","1914","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","    951.3","","     951.3","6","","","","","","","         2","6","         0","6","        76","6","         0","6","       220","6","        97","6","","","  -10.0","6,0130, ","    74"," ,6,1202, ","","","   40.6","6,0627, ","-1.1","6,1117","-2.2","6,1204","-4.4","6,1209","","","","","-1.7","6,0324","-2.2","6,0323","-4.4","6,0322","-6.7","6,0207","-10.0","6,0130","","","","","","","       99"," ,6","     16.28","6","     24.45","6","      8.10","6"
"USC00290200","1915","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","    937.3","","     937.3","6","        57","6","        26","6","         1","6","         2","6","         0","6","        95","6","         1","6","       222","6","        91","6","","","  -17.2","6,1228, ","   178"," ,6,1226, ","  87.4"," ,6,0925, ","   40.6","6,0711,+","-3.9","6,1111","-3.9","6,1111","-10.0","6,1112","-10.0","6,1112","-10.0","6,1112","-1.7","6,0323","-4.4","6,0322","-4.4","6,0322","-6.7","6,0207","-10.0","6,0124","    1949.4","4","    1949.4","6","    355.8"," ,6","      259"," ,6","     15.59","6","     23.48","6","      7.69","6"
"USC00290200","1916","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","   1088.2","","    1088.2","6","        40","6","        25","6","         3","6","         0","6","         0","6","        50","6","         0","6","       247","6","        99","6","","","  -10.6","6,1209, ","     0","T,6,1121,+","  33.5"," ,6,1014, ","   41.7","6,0704, ","0.0","6,1108","-10.0","6,1114","-10.0","6,1114","-10.0","6,1114","-10.0","6,1114","0.0","6,0325","-5.0","6,0203","-5.0","6,0203","-9.4","6,0202","-9.4","6,0202","    1446.7","7","    1446.7","6","    316.8"," ,6","        0","T,6","     17.29","6","     25.14","6","      9.45","6"
"USC00290200","1917","32.86667","-105.93333",,"ALAMOGORDO 1, NM US","   1019.9","","    1019.9","6","        39","6","        18","6","         0","6","         1","6","         0","6","        70","6","         0","6","       238","6","        89","6","","","  -10.6","6,0304,+","    38"," ,6,0114, ","  24.4"," ,6,0802, ","   40.0","6,0621, ","-1.7","6,1019","-3.3","6,1118","-7.8","6,1208","-7.8","6,1208","","","-1.1","6,0507","-2.8","6,0324","-5.0","6,0317","-10.6","6,0304","-10.6","6,0304","    1719.7","7","    1719.7","6","    132.2"," ,6","       38"," ,6","     16.86","6","     25.20","6","      8.52","6"
