"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000AMAN","2010","64.7","-147.0167","204.5","MANCHU ALASKA, AK US","        89","U","       223","U","       133","U","        69","U","         1","U","  -39.4","U,1224,+","   33.9","U,0815, ","0.0","U,0912","-2.2","U,0922","-7.2","U,0925","-7.2","U,0925","-11.7","U,0927","0.0","U,0517","-2.2","U,0514","-6.1","U,0425","-7.2","U,0424","-13.9","U,0410","    6875.5","5","    6875.5","U","     -1.34","U","      4.54","U","     -7.22","U"
"USR0000AMAN","2013","64.7","-147.0167","204.5","MANCHU ALASKA, AK US","       106","U","       230","U","       145","U","        75","U","         2","U","  -45.6","U,0128, ","   33.9","U,0626, ","-1.7","U,0825","-3.3","U,0915","-6.7","U,0921","-6.7","U,0921","-8.9","U,1024","-3.3","U,0521","-3.3","U,0521","-4.4","U,0520","-8.3","U,0506","-18.9","U,0428","","","","","     -1.73","U","      4.21","U","     -7.67","U"
"USR0000AMAN","2015","64.7","-147.0167","204.5","MANCHU ALASKA, AK US","        79","U","       218","U","       118","U","        70","U","         1","U","  -41.1","U,0207, ","   33.3","U,0706, ","-0.6","U,0901","-2.8","U,0902","-6.7","U,0924","-6.7","U,0924","-16.1","U,1031","0.0","U,0511","-2.8","U,0506","-6.1","U,0423","-6.7","U,0422","-11.1","U,0405","    6507.7","7","    6507.7","U","     -0.56","U","      4.92","U","     -6.04","U"
