"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBKR","1992","40.2789","-122.4869","213.4","BAKER CALIFORNIA, CA US","    897.2","","     897.2","U","         0","U","        41","U","         0","U","       218","U","        99","U","   -6.1","U,1226, ","   43.9","U,0811, ","-3.3","U,1111","-3.3","U,1111","-5.6","U,1205","0.0","U,0202","-2.8","U,0121","    1490.2","2","    1490.2","U","     16.38","U","     23.88","U","      8.88","U"
"USR0000CBKR","1994","40.2789","-122.4869","213.4","BAKER CALIFORNIA, CA US","    837.0","","     837.0","U","         0","U","        63","U","         0","U","       218","U","       100","U","   -5.6","U,1209,+","   42.8","U,0713, ","-0.6","U,1103","-3.3","U,1114","-5.6","U,1123","-0.6","U,0323","-2.8","U,0222","    1614.1","1","    1614.1","U","     15.65","U","     23.72","U","      7.58","U"
