"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN011020300","1910","19.083","82.033","553.0","JAGDALPUR, IN","       101","I","        83","I","        28","I","","","","","","","","","","","","","  83.8"," ,I,0710, ","","","   1786.8"," ,I","","","",""
"IN011020300","1911","19.083","82.033","553.0","JAGDALPUR, IN","       104","I","        73","I","        21","I","","","","","","","","","","","",""," 163.8"," ,I,0924, ","","","   1651.3"," ,I","","","",""
"IN011020300","1912","19.083","82.033","553.0","JAGDALPUR, IN","        99","I","        80","I","        19","I","","","","","","","","","","","",""," 127.0"," ,I,0906, ","","","   1463.3"," ,I","","","",""
"IN011020300","1913","19.083","82.033","553.0","JAGDALPUR, IN","        91","I","        71","I","        16","I","","","","","","","","","","","","","  92.7"," ,I,0831, ","","","   1269.2"," ,I","","","",""
"IN011020300","1914","19.083","82.033","553.0","JAGDALPUR, IN","       103","I","        87","I","        25","I","","","","","","","","","","","","","  99.1"," ,I,0625, ","","","   1743.2"," ,I","","","",""
"IN011020300","1915","19.083","82.033","553.0","JAGDALPUR, IN","        94","I","        80","I","        20","I","","","","","","","","","","","",""," 121.4"," ,I,0625, ","","","   1506.2"," ,I","","","",""
"IN011020300","1916","19.083","82.033","553.0","JAGDALPUR, IN","       124","I","        87","I","        12","I","","","","","","","","","","","","","  62.5"," ,I,0801, ","","","   1172.7"," ,I","","","",""
"IN011020300","1917","19.083","82.033","553.0","JAGDALPUR, IN","       135","I","       108","I","        27","I","","","","","","","","","","","","","  93.7"," ,I,0911, ","","","   1994.6"," ,I","","","",""
"IN011020300","1918","19.083","82.033","553.0","JAGDALPUR, IN","       108","I","        83","I","        20","I","","","","","","","","","","","","","  91.4"," ,I,0815, ","","","   1534.0"," ,I","","","",""
"IN011020300","1919","19.083","82.033","553.0","JAGDALPUR, IN","       114","I","       103","I","        25","I","","","","","","","","","","","",""," 120.4"," ,I,0207, ","","","   1943.0"," ,I","","","",""
"IN011020300","1920","19.083","82.033","553.0","JAGDALPUR, IN","        74","I","        63","I","         9","I","","","","","","","","","","","","","  53.8"," ,I,0826,+","","","    953.3"," ,I","","","",""
"IN011020300","1921","19.083","82.033","553.0","JAGDALPUR, IN","        84","I","        71","I","        10","I","","","","","","","","","","","",""," 106.2"," ,I,0812, ","","","   1186.3"," ,I","","","",""
"IN011020300","1922","19.083","82.033","553.0","JAGDALPUR, IN","        97","I","        85","I","        18","I","","","","","","","","","","","","","  79.5"," ,I,0902, ","","","   1514.0"," ,I","","","",""
"IN011020300","1923","19.083","82.033","553.0","JAGDALPUR, IN","        99","I","        73","I","         7","I","","","","","","","","","","","","","  40.6"," ,I,0401, ","","","    881.9"," ,I","","","",""
"IN011020300","1924","19.083","82.033","553.0","JAGDALPUR, IN","        96","I","        78","I","        20","I","","","","","","","","","","","",""," 120.4"," ,I,0805, ","","","   1551.7"," ,I","","","",""
"IN011020300","1925","19.083","82.033","553.0","JAGDALPUR, IN","       105","I","        88","I","        31","I","","","","","","","","","","","",""," 102.9"," ,I,0829, ","","","   2339.2"," ,I","","","",""
"IN011020300","1926","19.083","82.033","553.0","JAGDALPUR, IN","       115","I","        91","I","        31","I","","","","","","","","","","","","","  88.9"," ,I,0821, ","","","   2153.3"," ,I","","","",""
"IN011020300","1927","19.083","82.033","553.0","JAGDALPUR, IN","        95","I","        76","I","        27","I","","","","","","","","","","","",""," 156.5"," ,I,0810, ","","","   2021.0"," ,I","","","",""
"IN011020300","1928","19.083","82.033","553.0","JAGDALPUR, IN","       114","I","        85","I","        22","I","","","","","","","","","","","",""," 132.1"," ,I,0926, ","","","   1711.6"," ,I","","","",""
"IN011020300","1929","19.083","82.033","553.0","JAGDALPUR, IN","       113","I","        91","I","        23","I","","","","","","","","","","","",""," 179.3"," ,I,0725, ","","","   2388.6"," ,I","","","",""
