"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00447976","1897","36.983333","-82.75",,"SPEERS FERRY, VA US","","","","","","","","","        21"," ","","","","","","","",""
"USC00447976","1898","36.983333","-82.75",,"SPEERS FERRY, VA US","       143","6","       127","6","        12","6","","","        64"," ","","","  61.7"," ,6,0810, ","   1486.1"," ,6","",""
"USC00447976","1899","36.983333","-82.75",,"SPEERS FERRY, VA US","       129","6","       103","6","        10","6","         4","6","        42"," ","   127"," ,6,0131, ","  99.6"," ,6,0726, ","   1322.4"," ,6","      287"," ,6"
"USC00447976","1900","36.983333","-82.75",,"SPEERS FERRY, VA US","       109","6","        92","6","        12","6","","","        47"," ","","","  59.4"," ,6,0916, ","   1265.6"," ,6","",""
"USC00447976","1901","36.983333","-82.75",,"SPEERS FERRY, VA US","       120","6","       103","6","        12","6","","","        75"," ","","","  76.7"," ,6,1227, ","   1444.0"," ,6","",""
"USC00447976","1902","36.983333","-82.75",,"SPEERS FERRY, VA US","       109","6","       101","6","        11","6","","","        51"," ","","","  78.7"," ,6,0228, ","   1256.0"," ,6","",""
"USC00447976","1903","36.983333","-82.75",,"SPEERS FERRY, VA US","","","","","","","","","         3"," ","","","","","","","",""
"USC00447976","1904","36.983333","-82.75",,"SPEERS FERRY, VA US","","","","","","","","","         1"," ","","","","","","","",""
"USC00447976","1905","36.983333","-82.75",,"SPEERS FERRY, VA US","       124","6","       108","6","         9","6","","","","","","","  53.3"," ,6,1203, ","   1218.4"," ,6","",""
"USC00447976","1907","36.983333","-82.75",,"SPEERS FERRY, VA US","       102","6","       100","6","        14","6","","","","","","","  45.7"," ,6,0302, ","   1402.9"," ,6","",""
"USC00447976","1908","36.983333","-82.75",,"SPEERS FERRY, VA US","       128","6","       124","6","         7","6","","","","","","","  44.2"," ,6,1201, ","   1378.0"," ,6","",""
"USC00447976","1914","36.983333","-82.75",,"SPEERS FERRY, VA US","       109","6","        98","6","        10","6","","","","","","","  51.1"," ,6,0826, ","   1187.9"," ,6","",""
"USC00447976","1915","36.983333","-82.75",,"SPEERS FERRY, VA US","       110","6","        89","6","         8","6","","","         1"," ","","","  50.5"," ,6,1001, ","   1139.2"," ,6","",""
"USC00447976","1916","36.983333","-82.75",,"SPEERS FERRY, VA US","       110","6","        86","6","         6","6","","","         3"," ","","","  49.5"," ,6,0815, ","    982.2"," ,6","",""
"USC00447976","1917","36.983333","-82.75",,"SPEERS FERRY, VA US","       112","6","        85","6","        10","6","","","","","","","  41.7"," ,6,0717, ","   1068.5"," ,6","",""
"USC00447976","1918","36.983333","-82.75",,"SPEERS FERRY, VA US","       119","6","        87","6","         7","6","","","","","","","  50.8"," ,6,1030, ","   1064.3"," ,6","",""
"USC00447976","1919","36.983333","-82.75",,"SPEERS FERRY, VA US","       102","6","        97","6","        10","6","","","","","","","  47.2"," ,6,0625, ","   1167.7"," ,6","",""
"USC00447976","1920","36.983333","-82.75",,"SPEERS FERRY, VA US","        97","6","        91","6","        13","6","","","","","","","  50.8"," ,6,0620, ","   1208.0"," ,6","",""
"USC00447976","1921","36.983333","-82.75",,"SPEERS FERRY, VA US","        90","6","        79","6","         7","6","","","","","","","  50.8"," ,6,0716, ","    782.2"," ,6","",""
"USC00447976","1922","36.983333","-82.75",,"SPEERS FERRY, VA US","       105","6","        99","6","        11","6","","","","","","","  50.8"," ,6,1215, ","    952.4"," ,6","",""
"USC00447976","1925","36.983333","-82.75",,"SPEERS FERRY, VA US","        78","6","        78","6","         7","6","","","","","","","  43.2"," ,6,1015, ","    578.2"," ,6","",""
"USC00447976","1928","36.983333","-82.75",,"SPEERS FERRY, VA US","       121","6","       109","6","        10","6","","","","","","","  50.8"," ,6,0816, ","   1254.7"," ,6","",""
"USC00447976","1930","36.983333","-82.75",,"SPEERS FERRY, VA US","        93","6","        71","6","         4","6","","","","","","","  48.3"," ,6,0519, ","    818.5"," ,6","",""
"USC00447976","1931","36.983333","-82.75",,"SPEERS FERRY, VA US","       126","6","        91","6","         8","6","","","","","","","  49.5"," ,6,0723, ","   1052.7"," ,6","",""
