"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"USW00023141","2006","36.58333","-115.68333","951.9","INDIAN SPRINGS, NV US","","","","","        36"," "
"USW00023141","2007","36.58333","-115.68333","951.9","INDIAN SPRINGS, NV US","         2"," ","","","        24"," "
"USW00023141","2008","36.58333","-115.68333","951.9","INDIAN SPRINGS, NV US","         5"," ","","","        15"," "
"USW00023141","2009","36.58333","-115.68333","951.9","INDIAN SPRINGS, NV US","        16"," ","         1"," ","         7"," "
"USW00023141","2010","36.58333","-115.68333","951.9","INDIAN SPRINGS, NV US","        26"," ","","","         2"," "
"USW00023141","2011","36.58333","-115.68333","951.9","INDIAN SPRINGS, NV US","        10"," ","         2"," ","        20"," "
"USW00023141","2012","36.58333","-115.68333","951.9","INDIAN SPRINGS, NV US","         1"," ","","","",""
