"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"GME00132370","2002","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       172","E","        88","E","         3","E","       21","","   180"," ,E,0102,+","  34.6"," ,E,0212, ","    871.8"," ,E"
"GME00132370","2003","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       132","E","        71","E","         2","E","       19","","   120"," ,E,0206,+","  32.1"," ,E,0907, ","    606.8"," ,E"
"GME00132370","2004","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       167","E","        90","E","         1","E","       29","","   120"," ,E,1110, ","  27.1"," ,E,0718, ","    746.8"," ,E"
"GME00132370","2005","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       172","E","        69","E","         2","E","       56","","   220"," ,E,1231, ","  38.5"," ,E,0629, ","    634.3"," ,E"
"GME00132370","2006","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       166","E","        91","E","         1","E","       24","","   200"," ,E,0305,+","  31.7"," ,E,0804, ","    736.3"," ,E"
"GME00132370","2007","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       176","E","        96","E","         1","E","        6","","    80"," ,E,0323, ","  25.6"," ,E,1202, ","    804.2"," ,E"
"GME00132370","2008","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       169","E","        77","E","         0","E","       28","","   240"," ,E,0407, ","  24.4"," ,E,0625, ","    630.7"," ,E"
"GME00132370","2009","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       163","E","        85","E","         2","E","       19","","   130"," ,E,1221, ","  26.0"," ,E,0614, ","    781.0"," ,E"
"GME00132370","2010","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       174","E","        84","E","         2","E","       86","","   380"," ,E,1221, ","  43.3"," ,E,0815, ","    734.3"," ,E"
"GME00132370","2014","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       147","E","        71","E","         3","E","","","","","  36.2"," ,E,0920, ","    755.0"," ,E"
"GME00132370","2015","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       147","E","        64","E","         0","E","","","","","  24.3"," ,E,0901, ","    587.4"," ,E"
"GME00132370","2019","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       154","E","        88","E","         1","E","","","","","  43.1"," ,E,0809, ","    719.3"," ,E"
"GME00132370","2020","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       150","E","        70","E","         0","E","","","","","  25.1"," ,E,0209, ","    625.5"," ,E"
"GME00132370","2021","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       149","E","        77","E","         1","E","","","","","  58.5"," ,E,0714, ","    737.0"," ,E"
"GME00132370","2022","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       126","E","        71","E","         2","E","","","","","  27.7"," ,E,0619, ","    623.6"," ,E"
"GME00132370","2023","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       182","E","       118","E","         0","E","","","","","  23.5"," ,E,0731, ","    877.1"," ,E"
"GME00132370","2024","50.1739","7.0631","477.0","BUCHEL FLUGPLATZ, GM","       175","E","        94","E","         4","E","","","","","  39.5"," ,E,1009, ","    980.4"," ,E"
