"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087420","2020","-32.883","-68.85","827.0","MENDOZA OBSERVATORIO, AR","         0"," ","        21","S","   -3.6","S,0820, ","-0.2","S,0531","-3.2","S,0628","-2.4","S,0821","-2.4","S,0821","     10.69","S"
"ARM00087420","2022","-32.883","-68.85","827.0","MENDOZA OBSERVATORIO, AR","         0","S","        12","S","   -1.2","S,0712, ","-0.3","S,0531","","","-0.1","S,0818","","","     10.40","S"
"ARM00087420","2023","-32.883","-68.85","827.0","MENDOZA OBSERVATORIO, AR","         0","S","         9","S","   -1.8","S,0613, ","-1.4","S,0611","","","-1.0","S,0812","","","     11.53","S"
