"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00110222","1957","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       134","E","        74","E","         3","E","      113","","","","","","","","","","","","","","   560"," ,E,0321, ","  31.4"," ,E,0827, ","","","","","","","","","","","","","","","","","","","","","","","    751.7"," ,E","","","","","",""
"NOE00110222","1958","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       130","E","        83","E","         1","E","      135","","","","","","","","","","","","","","   500"," ,E,0212, ","  26.5"," ,E,1015, ","","","","","","","","","","","","","","","","","","","","","","","    763.9"," ,E","","","","","",""
"NOE00110222","1959","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       121","E","        77","E","         3","E","      146","","","","","","","","","","","","","","   900"," ,E,0124,+","  54.2"," ,E,1027, ","","","","","","","","","","","","","","","","","","","","","","","    831.0"," ,E","","","","","",""
"NOE00110222","1960","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       146","E","        93","E","         2","E","      167","","","","","","","","","","","","","","   890"," ,E,0302, ","  42.0"," ,E,0718, ","","","","","","","","","","","","","","","","","","","","","","","    914.7"," ,E","","","","","",""
"NOE00110222","1961","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       137","E","        86","E","         3","E","      137","","","","","","","","","","","","","","   790"," ,E,0207, ","  63.5"," ,E,1110, ","","","","","","","","","","","","","","","","","","","","","","","    885.3"," ,E","","","","","",""
"NOE00110222","1962","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       150","E","        92","E","         2","E","      162","","","","","","","","","","","","","","   920"," ,E,0404, ","  26.2"," ,E,0718, ","","","","","","","","","","","","","","","","","","","","","","","    792.1"," ,E","","","","","",""
"NOE00110222","1963","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       143","E","        83","E","         2","E","      158","","","","","","","","","","","","","","   610"," ,E,0213, ","  55.5"," ,E,0808, ","","","","","","","","","","","","","","","","","","","","","","","    871.5"," ,E","","","","","",""
"NOE00110222","1964","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       122","E","        76","E","         4","E","      148","","","","","","","","","","","","","","   600"," ,E,0228, ","  43.0"," ,E,1009, ","","","","","","","","","","","","","","","","","","","","","","","    772.9"," ,E","","","","","",""
"NOE00110222","1965","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       138","E","        80","E","         3","E","      150","","","","","","","","","","","","","","   740"," ,E,1226, ","  39.2"," ,E,0908, ","","","","","","","","","","","","","","","","","","","","","","","    834.2"," ,E","","","","","",""
"NOE00110222","1966","60.2381","9.9258","140.0","SOKNA II, NO","","","","","       149","E","       100","E","         3","E","      167","","","","","","","","","","","","","","  1260"," ,E,0226, ","  35.0"," ,E,1202, ","","","","","","","","","","","","","","","","","","","","","","","    865.3"," ,E","","","","","",""
