"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00293400","1921","35.46667","-103.5","1214.3","GALLEGOS NEAR, NM US","    619.0","","     619.0","6","","","","","","","         5","6","         0","6","       128","6","         3","6","       236","6","        62","6","  -15.6","6,0113, ","    46"," ,6,0321, ","","","   38.9","6,0702, ","-2.2","6,1026","-2.2","6,1026","-5.0","6,1109","-6.7","6,1110","-10.0","6,1118","-1.7","6,0428","-3.3","6,0426","-4.4","6,0417","-7.2","6,0309","-9.4","6,0219","","","      177"," ,6","     14.33","6","     23.27","6","      5.38","6"
"USC00293400","1931","35.46667","-103.5","1214.3","GALLEGOS NEAR, NM US","","","","","        58","6","        32","6","         2","6","         6","6","","","","","","","","","","","","","   203"," ,6,0325, ","  53.3"," ,6,0429, ","","","","","","","","","","","","","","","","","","","","","","","    366.4"," ,6","      500"," ,6","","","","","",""
