"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044282","2001","47.45","101.467","1691.0","TSETSERLEG, MG","        97","S","        73","S","         0","S","   32.1","S,0623, ","      8.00","S"
"MGM00044282","2003","47.45","101.467","1691.0","TSETSERLEG, MG","       117","S","        48","S","         0","S","   28.2","S,0623,+","      7.33","S"
"MGM00044282","2005","47.45","101.467","1691.0","TSETSERLEG, MG","       102","S","        71","S","         0","S","   31.2","S,0620, ","      7.96","S"
"MGM00044282","2007","47.45","101.467","1691.0","TSETSERLEG, MG","        93","S","        80","S","         4","S","   33.1","S,0725, ","      9.75","S"
"MGM00044282","2009","47.45","101.467","1691.0","TSETSERLEG, MG","       112","S","        62","S","         0","S","   31.3","S,0630, ","      7.70","S"
"MGM00044282","2010","47.45","101.467","1691.0","TSETSERLEG, MG","       113","S","        71","S","         0","S","   32.1","S,0626, ","      6.36","S"
"MGM00044282","2011","47.45","101.467","1691.0","TSETSERLEG, MG","       114","S","        62","S","         0","S","   29.9","S,0716, ","      7.21","S"
"MGM00044282","2012","47.45","101.467","1691.0","TSETSERLEG, MG","       134","S","        64","S","         0","S","   29.4","S,0630, ","      6.66","S"
"MGM00044282","2013","47.45","101.467","1691.0","TSETSERLEG, MG","        95","S","        49","S","         0","S","   29.2","S,0723, ","      8.39","S"
"MGM00044282","2014","47.45","101.467","1691.0","TSETSERLEG, MG","       103","S","        58","S","         0","S","   30.2","S,0818, ","      8.07","S"
"MGM00044282","2015","47.45","101.467","1691.0","TSETSERLEG, MG","       103","S","        66","S","         0","S","   30.4","S,0723, ","      8.54","S"
"MGM00044282","2016","47.45","101.467","1691.0","TSETSERLEG, MG","       113","S","        47","S","         2","S","   34.0","S,0731, ","      7.12","S"
"MGM00044282","2017","47.45","101.467","1691.0","TSETSERLEG, MG","       103","S","        73","S","         4","S","   33.9","S,0715, ","      8.86","S"
"MGM00044282","2018","47.45","101.467","1691.0","TSETSERLEG, MG","       110","S","        61","S","         0","S","   28.3","S,0614, ","      7.33","S"
"MGM00044282","2019","47.45","101.467","1691.0","TSETSERLEG, MG","       109","S","        75","S","         0","S","   29.6","S,0903, ","      8.12","S"
"MGM00044282","2020","47.45","101.467","1691.0","TSETSERLEG, MG","       108","S","        69","S","         0","S","   29.7","S,0707, ","      8.26","S"
"MGM00044282","2022","47.45","101.467","1691.0","TSETSERLEG, MG","       115","S","        73","S","         1","S","   33.1","S,0624, ","      7.94","S"
"MGM00044282","2023","47.45","101.467","1691.0","TSETSERLEG, MG","       103","S","        63","S","         0","S","   31.3","S,0729, ","      8.03","S"
