"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013833","2011","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.2","W","   1513.0","","    1513.0","X","        93","X","        68","X","        17","X","         0","X","        36","X","         0","X","       275","X","       100","X","       198"," ","        48"," ","        55"," ","   -7.2","X,0113, "," 124.5"," ,X,0308, ","   39.4","X,0702,+","0.0","X,1030","-3.3","X,1202","","","","","0.0","X,0307","-3.3","X,0213","-5.6","X,0212","-7.2","X,0113","","","    1141.4","4","    1141.4","X","   1455.8"," ,X","     19.48","X","     26.30","X","     12.65","X","       180","X","","","      14.8","X","",""
"USW00013833","2012","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       1.9","X","   1485.4","","    1485.4","X","       109","X","        70","X","        20","X","         0","X","        21","X","         0","X","       293","X","        95","X","       120"," ","        44"," ","        74"," ","   -5.0","X,0114, "," 126.0"," ,X,0829, ","   37.8","X,0628, ","0.0","X,1118","-2.2","X,1125","","","","","-2.2","X,0213","-2.2","X,0213","-5.0","X,0114","","","","","     793.6","6","     793.6","X","   1724.1"," ,X","     20.26","X","     26.74","X","     13.79","X","       250","X","","","      21.0","X","",""
"USW00013833","2013","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.1","W","   1325.1","","    1325.1","W","       129","W","        85","W","        24","W","         0","W","        35","W","         0","W","       266","W","        79","W","        98"," ","         9"," ","        41"," ","   -4.9","W,1225, ","  99.1"," ,W,0210, ","   36.1","W,0807, ","-1.0","W,1113","-3.2","W,1114","-4.9","W,1225","","","0.0","X,0328","-2.2","X,0327","","","","","","","    1061.7","7","    1061.7","W","   1677.4"," ,W","     18.84","W","     25.00","W","     12.68","W","       310","W","","","      17.0","W","",""
"USW00013833","2014","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.2","W","   1346.1","","    1346.1","W","       118","W","        73","W","        17","W","         0","W","        41","W","         1","W","       257","W","        91","W","       132"," ","        15"," ","        26"," ","  -11.0","W,0130, ","  98.3"," ,W,0916, ","   37.8","W,0824, ","-1.0","W,1102","-2.7","W,1115","-5.5","W,1119","","","-1.0","W,0326","-2.7","W,0228","-4.9","W,0131","-11.0","W,0130","-11.0","W,0130","    1286.5","5","    1286.5","W","   1329.5"," ,W","     18.56","W","     25.09","W","     12.04","W","       310","W","       300","W","      21.0","W","      27.3","W"
"USW00013833","2015","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.2","W","   1591.5","","    1591.5","W","       123","W","        84","W","        14","W","         0","W","        35","W","         0","W","       285","W","        97","W","       195"," ","        43"," ","        80"," ","   -8.8","W,0108, ","  95.0"," ,W,1118, ","   37.8","W,0808, ","-1.0","W,1122","","","","","","","-3.2","W,0307","-3.2","W,0307","-8.8","W,0108","-8.8","W,0108","","","    1079.8","8","    1079.8","W","   1563.4"," ,W","     20.19","W","     26.34","W","     14.03","W","        40","W","        50","W","      17.0","W","      25.5","W"
"USW00013833","2016","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.1","W","   1555.7","","    1555.7","W","       113","W","        80","W","        21","W","         0","W","        32","W","         0","W","       291","W","       107","W","       176"," ","        40"," ","        99"," ","   -4.3","W,0124, "," 105.4"," ,W,0311, ","   37.2","W,0626, ","-1.6","W,1120","-3.8","W,1210","","","","","-0.5","W,0227","-3.2","W,0210","","","","","","","     787.5","5","     787.5","W","   1623.8"," ,W","     20.23","W","     26.69","W","     13.76","W","       140","W","       140","W","      18.3","W","      21.0","W"
"USW00013833","2017","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.2","W","   1383.7","","    1383.7","W","       133","W","        90","W","        19","W","         0","W","        21","W","         0","W","       298","W","        68","W","       198"," ","        56"," ","        84"," ","   -6.6","W,0108, "," 112.3"," ,W,0430, ","   35.6","W,0720, ","-0.5","W,1120","-3.8","W,1209","","","","","-0.5","W,0316","-4.3","W,0109","-6.6","W,0108","","","","","     657.5","5","     657.5","W","   1703.8"," ,W","     19.91","W","     25.95","W","     13.86","W","       290","W","       320","W","      15.7","W","      21.5","W"
"USW00013833","2018","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.1","W","   1566.3","","    1566.3","W","       124","W","        89","W","        22","W","         0","W","        33","W","         0","W","       267","W","       120","W","       168"," ","        43"," ","        37"," ","  -11.0","W,0117, "," 147.8"," ,W,1227, ","   36.7","W,0630, ","-1.6","W,1115","-2.7","W,1206","","","","","-1.0","W,0315","-3.2","W,0125","-5.5","W,0119","-9.3","W,0118","-9.3","W,0118","    1068.0","0","    1068.0","W","   1868.6"," ,W","     19.75","W","     25.79","W","     13.71","W","       170","W","       320","W","      15.7","W","      22.8","W"
"USW00013833","2019","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","","","   1518.3","","    1518.3","W","       117","W","        77","W","        22","W","         0","W","        19","W","         0","W","       266","W","       115","W","       184"," ","        44"," ","        65"," ","   -4.9","W,1113, "," 103.6"," ,W,0714, ","   37.2","W,0918,+","0.0","W,1109","-4.9","W,1113","-4.9","W,1113","","","-0.5","W,0307","-2.7","W,0306","","","","","","","     982.3","3","     982.3","W","   1692.4"," ,W","     19.82","W","     25.96","W","     13.69","W","       160","W","","","      17.0","W","",""
"USW00013833","2020","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.2","W","   1393.9","","    1393.9","W","       138","W","        83","W","        13","W","         0","W","        25","W","         0","W","       291","W","        79","W","       200"," ","        33"," ","        81"," ","   -4.3","W,1226,+","  96.0"," ,W,1028, ","   35.6","W,0811,+","-0.5","W,1124","-3.2","W,1201","","","","","0.0","W,0229","-3.8","W,0122","","","","","","","     873.8","8","     873.8","W","   1329.9"," ,W","     19.79","W","     25.83","W","     13.74","W","       140","W","       360","W","      19.2","W","      27.7","W"
"USW00013833","2021","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.1","W","   1381.4","","    1381.4","W","       137","W","        93","W","        26","W","         0","W","        30","W","         1","W","       284","W","        66","W","       218"," ","        49"," ","        98"," ","   -7.7","W,0216, "," 105.9"," ,W,0619, ","   35.6","W,0825,+","-1.0","W,1127","","","","","","","-1.0","W,0308","-2.7","W,0221","-6.6","W,0217","-7.7","W,0216","","","    1076.7","7","    1076.7","W","   1989.6"," ,W","     19.40","W","     25.36","W","     13.45","W","       150","W","       300","W","      17.4","W","      23.7","W"
"USW00013833","2022","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.1","W","   1482.3","","    1482.3","W","       107","W","        77","W","        22","W","         0","W","        44","W","         0","W","       280","W","       100","W","       180"," ","        41"," ","        92"," ","   -7.7","W,1223, "," 126.2"," ,W,0203, ","   38.9","W,0625, ","0.0","W,1019","-2.7","W,1118","-7.7","W,1223","-7.7","W,1223","-0.5","W,0314","-3.2","W,0313","-6.6","W,0123","","","","","     934.6","6","     934.6","W","   1700.0"," ,W","     19.56","W","     26.10","W","     13.01","W","       300","W","       170","W","      17.4","W","      25.9","W"
"USW00013833","2023","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","       2.1","W","   1727.0","","    1727.0","W","       107","W","        66","W","        16","W","         0","W","        21","W","         0","W","       279","W","       123","W","       172"," ","        26"," ","        72"," ","   -2.7","W,0320,+","  71.6"," ,W,0413, ","   41.7","W,0826, ","0.0","W,1101","","","","","","","-2.7","W,0320","-2.7","W,0320","","","","","","","     790.1","1","     790.1","W","   1223.0"," ,W","     20.87","W","     27.33","W","     14.42","W","       310","W","       300","W","      18.3","W","      28.2","W"
"USW00013833","2024","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","","","   1739.3","","    1739.3","W","       106","W","        69","W","        21","W","         0","W","        30","W","         1","W","       292","W","       123","W","       139"," ","        27"," ","        58"," ","   -9.3","W,0117, ","  88.1"," ,W,0301, ","   38.3","W,0814,+","0.0","W,1129","-2.7","W,1204","","","","","0.0","W,0319","-2.7","W,0219","-5.5","W,0121","-9.3","W,0117","-9.3","W,0117","     908.6","6","     908.6","W","   1436.3"," ,W","     20.88","W","     27.29","W","     14.46","W","","","","","","","",""
"USW00013833","2025","31.26951","-89.25609","44.7","HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US","","","","","","","","","","","","","","","","","","","","","","","        26"," ","        10"," ","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
