"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"NLE00102109","1971","51.0831","5.9167","34.0","ECHT, NL","         0","E","         0","E","         0","E","        0","","    20"," ,E,1121, ","     0"," ,E,1231,+","      0.0"," ,E"
"NLE00102109","1972","51.0831","5.9167","34.0","ECHT, NL","       152","E","        65","E","         2","E","        0","","     0"," ,E,1231,+","  28.9"," ,E,0910, ","    602.8"," ,E"
"NLE00102109","1973","51.0831","5.9167","34.0","ECHT, NL","       170","E","        70","E","         0","E","       10","","    80"," ,E,1203,+","  23.0"," ,E,0715, ","    614.8"," ,E"
"NLE00102109","1974","51.0831","5.9167","34.0","ECHT, NL","       195","E","       103","E","         1","E","        0","","    20"," ,E,0302, ","  26.9"," ,E,1022, ","    753.4"," ,E"
"NLE00102109","1975","51.0831","5.9167","34.0","ECHT, NL","       158","E","        61","E","         1","E","        0","","    20"," ,E,0410, ","  36.0"," ,E,0810, ","    536.6"," ,E"
"NLE00102109","1976","51.0831","5.9167","34.0","ECHT, NL","       143","E","        52","E","         0","E","       11","","    80"," ,E,0129,+","  16.0"," ,E,0927, ","    441.6"," ,E"
"NLE00102109","1977","51.0831","5.9167","34.0","ECHT, NL","       199","E","        89","E","         1","E","        0","","     0"," ,E,1231,+","  30.0"," ,E,0812, ","    742.3"," ,E"
"NLE00102109","1978","51.0831","5.9167","34.0","ECHT, NL","       171","E","        70","E","         0","E","        0","","    20"," ,E,0217,+","  17.8"," ,E,0708, ","    588.5"," ,E"
"NLE00102109","1979","51.0831","5.9167","34.0","ECHT, NL","       186","E","        90","E","         1","E","       38","","   230"," ,E,0104,+","  34.5"," ,E,0713, ","    746.1"," ,E"
"NLE00102109","1980","51.0831","5.9167","34.0","ECHT, NL","       170","E","        78","E","         2","E","        2","","    40"," ,E,1220,+","  62.7"," ,E,0720, ","    749.8"," ,E"
"NLE00102109","1981","51.0831","5.9167","34.0","ECHT, NL","       182","E","        93","E","         3","E","        4","","    80"," ,E,0116, ","  96.3"," ,E,0628, ","    874.5"," ,E"
"NLE00102109","1982","51.0831","5.9167","34.0","ECHT, NL","       170","E","        93","E","         1","E","        8","","    80"," ,E,0115,+","  25.8"," ,E,1007, ","    689.6"," ,E"
"NLE00102109","1983","51.0831","5.9167","34.0","ECHT, NL","       175","E","        83","E","         3","E","        0","","    10"," ,E,0212,+","  34.0"," ,E,0723, ","    699.9"," ,E"
"NLE00102109","1984","51.0831","5.9167","34.0","ECHT, NL","       175","E","        87","E","         5","E","        0","","    20"," ,E,0123, ","  42.3"," ,E,0914, ","    915.8"," ,E"
"NLE00102109","1985","51.0831","5.9167","34.0","ECHT, NL","       170","E","        82","E","         0","E","       35","","   150"," ,E,0120,+","  25.1"," ,E,0624, ","    651.9"," ,E"
"NLE00102109","1986","51.0831","5.9167","34.0","ECHT, NL","       165","E","        86","E","         2","E","       10","","    40"," ,E,0216,+","  36.6"," ,E,0915, ","    776.6"," ,E"
"NLE00102109","1987","51.0831","5.9167","34.0","ECHT, NL","       177","E","       100","E","         0","E","        9","","   150"," ,E,0222, ","  19.3"," ,E,0215, ","    727.3"," ,E"
