"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"CA006151059","1973","43.35","-79.8167","114.0","BURLINGTON FIRE HQ S, ON CA","       111","C","        75","C","         7","C","         9","C","","","","","","","   152"," ,C,1220,+","  46.2"," ,C,1002, ","","","    879.6"," ,C","      705"," ,C","",""
"CA006151059","1976","43.35","-79.8167","114.0","BURLINGTON FIRE HQ S, ON CA","       105","C","        74","C","         3","C","        12","C","","","","","","","   147"," ,C,0114, ","  55.6"," ,C,0506, ","","","    692.9"," ,C","      852"," ,C","",""
"CA006151059","1979","43.35","-79.8167","114.0","BURLINGTON FIRE HQ S, ON CA","       115","C","        65","C","         2","C","         6","C","","","","","","","   152"," ,C,1218, ","  36.6"," ,C,1224, ","","","    719.3"," ,C","      464"," ,C","",""
"CA006151059","1980","43.35","-79.8167","114.0","BURLINGTON FIRE HQ S, ON CA","       110","C","        61","C","         4","C","         5","C","        62","C","       113","C","         6","C","   184"," ,C,0308, ","  40.0"," ,C,0729, ","   34.0","C,0819, ","    685.4"," ,C","      409"," ,C","     12.90","C"
"CA006151059","1981","43.35","-79.8167","114.0","BURLINGTON FIRE HQ S, ON CA","        99","C","        57","C","         2","C","         3","C","","","","","","","    70"," ,C,1221, ","  42.3"," ,C,0718, ","","","    687.0"," ,C","      328"," ,C","",""
