"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"SAM00041030","2000","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       337","S","       290","S","   48.2","S,0722, ","     38.53","S"
"SAM00041030","2001","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       343","S","       311","S","   48.2","S,0604, ","     38.76","S"
"SAM00041030","2003","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       333","S","       272","S","   48.4","S,0524,+","     38.43","S"
"SAM00041030","2007","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       347","S","       304","S","   47.0","S,0826,+","     38.61","S"
"SAM00041030","2008","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       349","S","       314","S","   48.4","S,0525, ","     39.26","S"
"SAM00041030","2011","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       352","S","       312","S","   49.0","S,0727,+","     38.69","S"
"SAM00041030","2012","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       358","S","       318","S","   51.4","S,0602, ","     39.10","S"
"SAM00041030","2013","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       353","S","       327","S","   48.8","S,0605, ","     39.14","S"
"SAM00041030","2015","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       344","S","       307","S","   50.0","S,0820, ","     39.15","S"
"SAM00041030","2017","21.483","39.833","310.0","MAKKAH MECCA, SA","         0","S","       352","S","       325","S","   51.0","S,0730, ","     39.54","S"
