"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00318013","1938","35.566667","-83.3","731.5","SMOKEMONT TVA 186, NC US","         0","6","        98","6","","","","","","","","","  -15.0","6,0127, ","","","-2.2","6,1022","-2.2","6,1022","-6.1","6,1109","-10.0","6,1125","-10.0","6,1125","-2.2","6,0411","-2.2","6,0411","-5.6","6,0307","-8.9","6,0301","-8.9","6,0301","","","      5.80","6"
"USC00318013","1939","35.566667","-83.3","731.5","SMOKEMONT TVA 186, NC US","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00318013","1940","35.566667","-83.3","731.5","SMOKEMONT TVA 186, NC US","","","","","         6","6","       182","6","        17","6","","","","","   41.1","6,0608, ","","","","","","","","","","","","","","","","","","","","","     20.07","6","",""
