"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"CA006154995","1981","44.4833","-77.7","204.0","MARMORA, ON CA","       137","C","        78","C","         7","C","        14","C","","","","","","","   146"," ,C,1222, ","  52.0"," ,C,0904, ","","","","","","","    972.6"," ,C","      946"," ,C","",""
"CA006154995","1982","44.4833","-77.7","204.0","MARMORA, ON CA","       134","C","        84","C","         0","C","        18","C","","","","","","","   172"," ,C,0203, ","  24.2"," ,C,0420, ","","","    4599.3","3","    4599.3","C","    794.0"," ,C","     1576"," ,C","",""
"CA006154995","1983","44.4833","-77.7","204.0","MARMORA, ON CA","","","","","","","        23","C","","","","","","","   158"," ,C,1206, ","","","","","","","","","    766.6"," ,C","     1749"," ,C","",""
"CA006154995","1984","44.4833","-77.7","204.0","MARMORA, ON CA","       137","C","        79","C","         6","C","        14","C","        61","C","        96","C","         0","C","   166"," ,C,0126, ","  61.0"," ,C,0720, ","   30.5","C,0610, ","","","","","    999.0"," ,C","      984"," ,C","     11.76","C"
"CA006154995","1985","44.4833","-77.7","204.0","MARMORA, ON CA","","","","","","","","","","","","","","","","","","","","","    4358.0","0","    4358.0"," ","","","","","",""
"CA006154995","1987","44.4833","-77.7","204.0","MARMORA, ON CA","","","","","","","         5","C","","","","","","","   190"," ,C,1215, ","","","","","","","","","    753.1"," ,C","      656"," ,C","",""
"CA006154995","1988","44.4833","-77.7","204.0","MARMORA, ON CA","","","","","","","","","","","","","","","","","","","","","","","","","    743.4"," ,C","     1131"," ,C","",""
"CA006154995","1990","44.4833","-77.7","204.0","MARMORA, ON CA","","","","","","","        15","C","","","","","","","   162"," ,C,1204, ","","","","","","","","","    939.8"," ,C","     1078"," ,C","",""
