"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"KNW00043241","1952","38.55","124.81667","67.1","CHO DO, KN","        27"," ","         2"," "
"KNW00043241","1953","38.55","124.81667","67.1","CHO DO, KN","        66"," ","         6"," "
