"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00054780","2013","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       3.4","W","    389.5","","     389.5","W","       128","W","        68","W","        10","W","         0","W","        82","W","        17","W","       113","W","         4","W","  -10.5","W,0124,+","  84.3"," ,W,0607, ","   33.9","W,0718, ","-1.0","W,1113","-3.8","W,1124","-6.0","W,1214","","","","","-1.6","W,0407","-2.7","W,0318","-4.9","W,0219","-7.1","W,0211","-10.5","W,0124","","","","","   1000.3"," ,W","     11.51","W","     15.02","W","      8.00","W","        20","W","        10","W","      14.3","W","      23.7","W"
"USW00054780","2014","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","","","    324.8","","     324.8","W","       115","W","        71","W","        14","W","         0","W","        77","W","        24","W","       119","W","         0","W","  -14.9","W,0104, ","  76.7"," ,W,0704, ","   29.4","W,0901,+","-2.7","W,1116","-2.7","W,1116","","","","","","","-0.5","W,0421","-3.8","W,0327","-8.2","W,0325","-8.2","W,0325","-11.6","W,0301","    2967.8","8","    2967.8","W","   1107.4"," ,W","     11.26","W","     14.87","W","      7.65","W","       330","W","       320","W","      13.9","W","      20.1","W"
"USW00054780","2015","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2985.2","2","    2985.2","W","","","","","","","","","","","","","","","",""
"USW00054780","2016","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       3.5","W","    439.8","","     439.8","W","       114","W","        76","W","        11","W","         1","W","        65","W","         7","W","       124","W","         2","W","  -18.8","W,0214, ","  54.6"," ,W,0919, ","   32.8","W,0814, ","0.0","W,1128","-4.9","W,1215","-4.9","W,1215","-7.1","W,1216","","","-1.0","W,0409","-3.2","W,0306","-15.5","W,0215","-15.5","W,0215","-15.5","W,0215","","","","","   1013.3"," ,W","     12.20","W","     15.86","W","      8.55","W","       300","W","        60","W","      14.3","W","      22.4","W"
"USW00054780","2017","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       3.4","W","    385.3","","     385.3","W","       125","W","        72","W","        10","W","         0","W","        59","W","        14","W","       126","W","         1","W","  -10.5","W,1231,+","  62.2"," ,W,1029, ","   32.8","W,0613, ","-1.6","W,1110","-3.8","W,1213","-6.6","W,1227","-9.9","W,1228","-9.9","W,1228","-3.8","W,0324","-3.8","W,0324","-4.9","W,0323","-7.7","W,0312","-9.3","W,0305","    2564.8","8","    2564.8","W","   1060.8"," ,W","     12.19","W","     15.66","W","      8.72","W","       300","W","       360","W","      13.9","W","      21.0","W"
"USW00054780","2018","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       3.4","W","    462.3","","     462.3","W","       138","W","        82","W","        18","W","         0","W","        64","W","         8","W","       124","W","         4","W","  -13.8","W,0107, ","  46.7"," ,W,1027, ","   32.8","W,0829, ","-1.6","W,1112","-7.1","W,1122","-7.1","W,1122","-7.1","W,1122","","","-0.5","W,0410","-3.2","W,0318","-8.2","W,0203","-8.2","W,0203","-13.8","W,0107","    2537.3","3","    2537.3","W","   1289.0"," ,W","     12.12","W","     15.53","W","      8.70","W","        30","W","        10","W","      16.1","W","      25.9","W"
"USW00054780","2019","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       3.4","W","    414.4","","     414.4","W","       140","W","        86","W","        16","W","         0","W","        73","W","        14","W","       118","W","         2","W","  -14.9","W,0121, ","  88.4"," ,W,1124, ","   34.4","W,0721, ","-0.5","W,1109","-3.8","W,1113","-7.7","W,1208","-7.7","W,1208","","","-3.8","W,0402","-3.8","W,0402","-9.3","W,0308","-9.3","W,0308","-9.3","W,0308","    2807.7","7","    2807.7","W","   1459.5"," ,W","     11.71","W","     15.17","W","      8.25","W","       260","W","       260","W","      14.3","W","      21.5","W"
"USW00054780","2020","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       3.2","W","","","","","       120","W","        85","W","         9","W","","","","","","","","","","","","","  61.7"," ,W,1205, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1112.3"," ,W","","","","","","","       270","W","       230","W","      14.3","W","      22.4","W"
"USW00054780","2021","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       3.3","W","    471.9","","     471.9","W","       124","W","        72","W","        13","W","         0","W","        56","W","         6","W","       138","W","         0","W","  -10.5","W,0129, ","  61.7"," ,W,0902, ","   31.7","W,0826,+","-1.0","W,1124","-3.8","W,1220","","","","","","","0.0","W,0402","-4.3","W,0316","-5.5","W,0315","-7.7","W,0222","-9.9","W,0130","    2525.8","8","    2525.8","W","   1134.6"," ,W","     12.71","W","     16.15","W","      9.27","W","        20","W","        30","W","      14.3","W","      23.3","W"
"USW00054780","2022","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       3.3","W","    487.7","","     487.7","W","       126","W","        78","W","         9","W","         0","W","        76","W","        17","W","       126","W","         2","W","  -14.3","W,0131, ","  49.5"," ,W,1005, ","   32.2","W,0723,+","0.0","W,1115","-2.7","W,1205","-8.8","W,1223","-8.8","W,1223","-10.5","W,1224","0.0","W,0421","-6.0","W,0329","-6.0","W,0329","-8.2","W,0219","-10.5","W,0216","    2569.8","8","    2569.8","W","   1036.0"," ,W","     12.35","W","     16.04","W","      8.65","W","       340","W","       310","W","      14.3","W","      22.8","W"
"USW00054780","2023","41.073056","-71.923505","2.0","MONTAUK AIRPORT, NY US","       2.9","W","    455.0","","     455.0","W","       122","W","        76","W","        11","W","         0","W","        29","W","         2","W","       125","W","         1","W","  -17.7","W,0204, ","  81.3"," ,W,0810, ","   32.8","W,0907, ","-3.8","W,1125","-3.8","W,1125","-5.5","W,1222","","","","","0.0","W,0403","-7.7","W,0226","-7.7","W,0226","-7.7","W,0226","-17.7","W,0204","    2333.1","1","    2333.1","W","   1127.5"," ,W","     13.24","W","     16.72","W","      9.75","W","       310","W","       310","W","      14.8","W","      22.4","W"
