"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00053119","1999","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.3","W","    808.1","","     808.1","W","        43","W","        16","W","         0","W","","","","","         0","W","        31","W","         0","W","       210","W","        87","W","","","","","","","   -2.8","W,0110, ","","","","","  24.1"," ,W,0125, ","   40.6","W,0712, ","0.0","W,1124","-2.2","W,1208","","","-0.6","W,0212","-2.2","W,0112","","","","","","","","","    141.7"," ,W","","","     16.42","W","     23.72","W","      9.13","W","       330","W","       330","W","      14.3","W","      17.0","W"
"USW00053119","2001","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.3","W","   1156.2","","    1156.2","W","        68","W","        28","W","         1","W","","","","","         0","W","        19","W","         0","W","       218","W","       119","W","","","","","","","   -2.8","W,0106,+","","","","","  35.3"," ,W,1112, ","   40.6","W,0808,+","0.0","W,1211","","","","","-1.7","W,0208","-2.2","W,0118","","","","","    1442.3","3","    1442.3","W","    246.5"," ,W","","","     17.94","W","     25.11","W","     10.77","W","       310","W","       310","W","      11.6","W","      15.6","W"
"USW00053119","2002","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.3","W","   1024.3","","    1024.3","W","        57","W","        13","W","         0","W","","","","","         0","W","        18","W","         0","W","       231","W","       109","W","","","","","","","   -2.2","W,0201,+","","","","","  23.6"," ,W,0531, ","   41.1","W,0712, ","-1.1","W,1225","","","","","-0.6","W,0206","-2.2","W,0201","","","","","    1278.0","0","    1278.0","W","    154.7"," ,W","","","     17.49","W","     24.82","W","     10.16","W","       330","W","       330","W","      13.9","W","      17.0","W"
"USW00053119","2003","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.5","W","   1104.8","","    1104.8","W","        69","W","        22","W","         0","W","","","","","         0","W","        23","W","         0","W","       202","W","       116","W","","","","","","","   -4.4","W,1123, ","","","","","  21.6"," ,W,0315, ","   41.1","W,0721, ","0.0","W,1102","-4.4","W,1123","-4.4","W,1123","-1.1","W,0210","","","","","","","    1288.1","1","    1288.1","W","    197.4"," ,W","","","     17.60","W","     24.93","W","     10.27","W","       320","W","       310","W","      13.4","W","      16.5","W"
"USW00053119","2004","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.5","W","    965.1","","     965.1","W","        66","W","        19","W","         0","W","","","","","         0","W","        28","W","         0","W","       222","W","       112","W","","","","","","","   -6.1","W,1204, ","","","","","  24.9"," ,W,1026, ","   40.6","W,0811, ","-0.6","W,1122","-3.3","W,1129","-4.4","W,1130","-0.6","W,0212","-2.2","W,0104","","","","","    1322.5","5","    1322.5","W","    218.8"," ,W","","","     17.01","W","     24.57","W","      9.46","W","       330","W","       330","W","      14.3","W","      17.0","W"
"USW00053119","2005","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.4","B","    880.8","","     880.8","B","        70","B","        27","B","         0","B","","","","","         0","B","        10","B","         0","B","       228","B","        90","B","","","","","","","   -4.4","B,1206,+","","","","","  20.1"," ,B,0103, ","   41.7","B,0717, ","0.0","B,1122","-4.4","B,1127","-4.4","B,1127","0.0","W,0131","","","","","","","    1494.5","5","    1494.5","B","    238.7"," ,B","","","     17.12","B","     24.54","B","      9.70","B","       160","B","       320","B","      14.3","B","      40.2","B"
"USW00053119","2006","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","","","    981.9","","     981.9","W","        66","W","        30","W","         2","W","","","","","         0","W","        38","W","         0","W","       208","W","       111","W","       193"," ","        69"," ","         8"," ","   -4.3","W,1205,+","","","","","  46.2"," ,W,0102, ","   43.9","W,0725,+","0.0","W,1124","-3.8","W,1129","","","0.0","W,0315","-3.2","W,0216","","","","","    1431.8","8","    1431.8","W","    286.1"," ,W","","","     16.76","W","     24.55","W","      8.98","W","","","","","","","",""
"USW00053119","2007","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.3","W","    968.9","","     968.9","W","        43","W","        14","W","         0","W","","","","","         0","W","        54","W","         0","W","       238","W","       113","W","       167"," ","        51"," ","","","   -7.1","W,0115,+","","","","","  13.0"," ,W,1218, ","   43.3","W,0706, ","0.0","W,1122","-4.9","W,1201","-4.9","W,1201","-1.6","W,0224","-2.7","W,0124","-4.9","W,0123","-7.1","W,0115","    1453.4","4","    1453.4","W","    102.2"," ,W","","","     17.00","W","     25.17","W","      8.84","W","       320","W","        90","W","      14.8","W","      30.4","W"
"USW00053119","2008","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.3","W","   1043.7","","    1043.7","W","        52","W","        17","W","         0","W","","","","","         0","W","        29","W","         0","W","       235","W","       117","W","       162"," ","        63"," ","         2"," ","   -3.2","W,1214, ","","","","","  16.5"," ,W,0123, ","   43.3","W,0710, ","-0.5","W,1210","-3.2","W,1214","","","0.0","W,0317","","","","","","","    1456.8","8","    1456.8","W","    150.6"," ,W","","","     17.28","W","     25.46","W","      9.11","W","       360","W","       330","W","      21.0","W","      51.9","W"
"USW00053119","2009","36.3114","-119.62319","76.0","HANFORD MUNICIPAL AIRPORT, CA US","       2.2","W","    982.2","","     982.2","W","        47","W","        20","W","         1","W","","","","","         0","W","        46","W","         0","W","       224","W","       110","W","       183"," ","        72"," ","         3"," ","   -4.9","W,1209, ","","","","","  28.4"," ,W,1013, ","   42.2","W,0719, ","-0.5","W,1029","-4.3","W,1208","-4.9","W,1209","0.0","W,0415","-2.7","W,0310","","","","","    1404.0","0","    1404.0","W","    152.3"," ,W","","","     16.85","W","     24.93","W","      8.78","W","       270","W","       210","W","      30.0","W","      75.6","W"
