"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MUM00041316","1955","17.039","54.091","22.3","SALALAH, MU","   2463.1","","    2463.1","S","","","","","","","         0","S","         0","S","         0","S","       359","S","        33","S","   13.3","S,0131, ","","","   35.6","S,1105,+","","","","","","","     25.26","S","     29.04","S","     21.48","S"
"MUM00041316","1956","17.039","54.091","22.3","SALALAH, MU","   2529.7","","    2529.7","S","","","","","","","         0","S","         0","S","         0","S","       358","S","        55","S","   15.0","S,0202,+","","","   36.1","S,0408,+","       0.0","0","       0.0","S","","","     25.48","S","     29.25","S","     21.71","S"
"MUM00041316","1958","17.039","54.091","22.3","SALALAH, MU","   2707.1","","    2707.1","S","","","","","","","         0","S","         0","S","         0","S","       363","S","        70","S","   13.9","S,1231, ","","","   37.2","S,0507,+","       0.0","0","       0.0","S","","","     25.77","S","     29.55","S","     21.99","S"
"MUM00041316","1959","17.039","54.091","22.3","SALALAH, MU","   2466.2","","    2466.2","S","","","","","","","         0","S","         0","S","         0","S","       363","S","        47","S","   14.4","S,0206,+","","","   38.9","S,0410, ","       0.0","0","       0.0","S","","","     25.17","S","     29.03","S","     21.30","S"
"MUM00041316","1960","17.039","54.091","22.3","SALALAH, MU","   2689.6","","    2689.6","S","","","","","","","         0","S","         0","S","         0","S","       365","S","        61","S","   13.3","S,0131, ","","","   36.1","S,1120, ","       0.0","0","       0.0","S","","","     25.71","S","     29.59","S","     21.83","S"
"MUM00041316","1961","17.039","54.091","22.3","SALALAH, MU","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0"," ","","","","","","","",""
"MUM00041316","1983","17.039","54.091","22.3","SALALAH, MU","","","","","        42","S","        16","S","         2","S","","","","","","","","","","","","","  31.0"," ,S,0210, ","","","","","","","    212.2"," ,S","","","","","",""
"MUM00041316","1984","17.039","54.091","22.3","SALALAH, MU","","","","","        41","S","         8","S","         0","S","","","","","","","","","","","","","   9.9"," ,S,0510, ","","","","","","","     68.7"," ,S","","","","","",""
"MUM00041316","1985","17.039","54.091","22.3","SALALAH, MU","","","","","        38","S","         9","S","         0","S","","","","","         0","S","       346","S","        37","S","","","   9.9"," ,S,0614, ","   38.3","S,0412,+","","","","","     59.7"," ,S","","","     29.74","S","",""
"MUM00041316","1987","17.039","54.091","22.3","SALALAH, MU","","","","","        33","S","         8","S","         0","S","","","","","","","","","","","","","   7.9"," ,S,0315, ","","","","","","","     61.0"," ,S","","","","","",""
"MUM00041316","1988","17.039","54.091","22.3","SALALAH, MU","","","","","        58","S","        17","S","         1","S","","","","","","","","","","","","","  35.1"," ,S,0428, ","","","","","","","    140.5"," ,S","","","","","",""
"MUM00041316","1989","17.039","54.091","22.3","SALALAH, MU","","","","","        48","S","        12","S","         1","S","","","","","","","","","","","","","  25.9"," ,S,0321, ","","","","","","","    113.1"," ,S","","","","","",""
"MUM00041316","1990","17.039","54.091","22.3","SALALAH, MU","","","","","        39","S","         7","S","         0","S","","","","","","","","","","","","","   9.9"," ,S,0112, ","","","","","","","     64.1"," ,S","","","","","",""
"MUM00041316","1991","17.039","54.091","22.3","SALALAH, MU","","","","","        39","S","         5","S","         0","S","","","","","","","","","","","","","   4.1"," ,S,0712,+","","","","","","","     47.5"," ,S","","","","","",""
"MUM00041316","1993","17.039","54.091","22.3","SALALAH, MU","","","","","        30","S","         6","S","         0","S","","","","","","","","","","","","","   4.1"," ,S,0815, ","","","","","","","     43.0"," ,S","","","","","",""
"MUM00041316","1994","17.039","54.091","22.3","SALALAH, MU","","","","","        47","S","         6","S","         0","S","","","","","","","","","","","","","   6.1"," ,S,0729, ","","","","","","","     67.1"," ,S","","","","","",""
"MUM00041316","1995","17.039","54.091","22.3","SALALAH, MU","","","","","        43","S","        19","S","         0","S","","","","","","","","","","","","","  11.9"," ,S,0313,+","","","","","","","    127.4"," ,S","","","","","",""
"MUM00041316","1996","17.039","54.091","22.3","SALALAH, MU","","","","","        74","S","        23","S","         5","S","","","","","         0","S","       337","S","        45","S","","","  61.0"," ,S,1223, ","   36.7","S,0428, ","","","","","    376.7"," ,S","","","     29.51","S","",""
"MUM00041316","1997","17.039","54.091","22.3","SALALAH, MU","","","","","        43","S","        13","S","         0","S","","","","","","","","","","","","","  10.9"," ,S,0327, ","","","","","","","     95.2"," ,S","","","","","",""
"MUM00041316","1998","17.039","54.091","22.3","SALALAH, MU","","","","","        52","S","        10","S","         0","S","","","","","","","","","","","","","  18.0"," ,S,1213, ","","","","","","","     87.8"," ,S","","","","","",""
