"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00341266","2010","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1289.2","","    1289.2","0","","","","","","","        0","","         0","0","         0","0","        74","0","         3","0","       228","0","        96","0","  -15.6","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   40.6","0,0823, ","-1.1","0,1029","-2.8","0,1105","-6.7","0,1126","-6.7","0,1126","-10.0","0,1213","-0.6","0,0329","-3.3","0,0322","-4.4","0,0303","-6.7","0,0217","-13.9","0,0110","    1932.3","3","      31.1","0,3,2","    1932.3","0","      41.1","0,3,2","      -2.8","0,3,2","       0.0","0,3,2","      15.5","0,3,2","      23.0","0,3,2","    906.0"," ,0","        0"," ,0","     16.99","0","     23.64","0","     10.34","0"
"USC00341266","2011","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1668.7","","    1668.7","K","","","","","","","","","","","         0","K","        78","K","         7","K","       246","K","       118","K","  -16.1","K,0210, ","","","","","","","   45.0","K,0803, ","-0.6","K,1020","-2.2","K,1103","-5.6","K,1104","-8.9","K,1207","-8.9","K,1207","-0.6","K,0503","-3.3","K,0405","-5.6","K,0306","-7.2","K,0212","-11.7","K,0211","    1661.7","7","      33.9","K,3,2","    1661.7","K","      43.3","K,3,2","       0.6","K,3,2","       1.1","K,3,2","      16.8","K,3,2","      24.9","K,3,2","","","","","     18.19","K","     25.60","K","     10.78","K"
"USC00341266","2012","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1441.7","","    1441.7","7","","","","","","","","","","","         0","7","        63","7","         2","7","       259","7","       115","7","  -12.8","7,1211, ","","","","","","","   42.8","7,0809,+","-1.7","7,1008","-3.9","7,1027","-5.6","7,1113","-8.9","7,1210","-8.9","7,1210","-1.1","K,0305","-5.0","K,0225","-5.0","K,0225","-8.3","K,0118","","","    1420.0","0","      32.2","7,3,2","    1420.0","7","      42.8","7,3,2","       1.7","7,3,2","       3.3","7,3,2","      16.9","7,3,2","      24.7","7,3,2","","","","","     18.39","7","     25.69","7","     11.09","7"
"USC00341266","2013","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1262.8","","    1262.8","7","","","","","","","","","","","         0","7","        88","7","         3","7","       225","7","        94","7","  -12.2","7,1210, ","","","","","","","   41.1","7,0831,+","-0.6","7,1107","-4.4","7,1112","-4.4","7,1112","-7.8","7,1113","-10.0","7,1207","-1.7","7,0504","-2.2","7,0503","-7.2","7,0326","-7.2","7,0326","-8.9","7,0107","    1704.6","6","      31.1","7,3,2","    1704.6","7","      41.1","7,3,2","       1.1","7,3,2","       1.7","7,3,2","      15.2","7,3,2","      22.6","7,3,2","","","","","     16.64","7","     23.66","7","      9.61","7"
"USC00341266","2014","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1211.1","","    1211.1","7","","","","","","","","","","","         0","7","        80","7","         5","7","       224","7","        83","7","  -15.0","7,0129, ","","","","","","","   39.4","7,0727, ","-3.3","7,1101","-3.3","7,1101","-5.6","7,1113","-7.8","7,1114","-9.4","7,1117","0.0","7,0501","-3.9","7,0415","-4.4","7,0313","-6.7","7,0304","-12.2","7,0303","    1973.3","3","      29.4","7,3,2","    1973.3","7","      41.1","7,3,2","       0.0","7,3,2","       0.6","7,3,2","      15.3","7,3,2","      22.8","7,3,2","","","","","     16.54","7","     23.39","7","      9.69","7"
"USC00341266","2015","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1256.0","","    1256.0","7","","","","","","","","","","","         0","7","        62","7","         3","7","       238","7","       100","7","  -11.7","7,0108, ","","","","","","","   39.4","7,0809,+","-2.2","7,1121","-2.2","7,1121","-5.0","7,1122","","","","","-1.7","7,0307","-7.2","7,0306","-7.2","7,0306","-7.2","7,0306","-10.6","7,0305","    1683.2","2","      32.2","7,3,2","    1683.2","7","      41.1","7,3,2","       0.6","7,3,2","       1.1","7,3,2","      16.5","7,3,2","      22.9","7,3,2","","","","","     17.44","7","     23.89","7","     10.98","7"
"USC00341266","2016","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1293.8","","    1293.8","7","","","","","","","","","","","         0","7","        58","7","         1","7","       242","7","        93","7","  -13.3","7,1219, ","","","","","","","   38.9","7,0808,+","-2.8","7,1119","-2.8","7,1119","-6.7","7,1208","-6.7","7,1208","-9.4","7,1217","-1.1","7,0328","-2.2","7,0321","-4.4","7,0226","-6.7","7,0204","","","    1348.0","0","      32.8","7,3,2","    1348.0","7","      41.1","7,3,2","       0.0","7,3,2","       1.1","7,3,2","      16.9","7,3,2","      23.6","7,3,2","    990.3"," ,7","","","     18.08","7","     24.64","7","     11.53","7"
"USC00341266","2017","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1230.9","","    1230.9","7","        82","7","        51","7","         8","7","","","","","         0","7","        52","7","         2","7","       268","7","        94","7","  -16.7","7,0107, ","","","","","  55.9"," ,7,0115, ","   38.9","7,0728,+","-2.2","7,1027","-2.2","7,1027","-5.6","7,1028","-7.8","7,1207","-13.3","7,1208","-3.9","7,0314","-3.9","7,0314","-5.0","7,0128","-8.9","7,0108","-8.9","7,0108","    1245.6","6","      31.7","7,3,2","    1245.6","7","      40.0","7,3,2","       0.0","7,3,2","       1.1","7,3,2","      16.8","7,3,2","      24.3","7,3,2","    778.6"," ,7","","","     18.05","7","     25.09","7","     11.01","7"
"USC00341266","2018","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      32.8","7,3,2","","","      41.7","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      16.0","7,3,2","      23.1","7,3,2","   1167.7"," ,7","","","","","","","",""
"USC00341266","2019","33.8938","-97.2692","228.0","BURNEYVILLE 2 SE MESONET, OK US","   1267.5","","    1267.5","7","        98","7","        59","7","        14","7","","","","","         0","7","        78","7","         3","7","       225","7","        91","7","  -10.0","7,0305, ","","","","","  91.4"," ,7,0830, ","   39.4","7,0812, ","-2.8","7,1012","-2.8","7,1012","-4.4","7,1031","-8.3","7,1112","","","0.0","7,0412","-2.8","7,0316","-7.8","7,0306","-7.8","7,0306","-10.0","7,0305","    1739.2","2","","","    1739.2","7","","","","","","","","","","","   1152.6"," ,7","","","     17.02","7","     23.47","7","     10.58","7"
