"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00511882","1966","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1967","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1968","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1969","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1970","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1971","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1972","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1973","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1974","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1975","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1976","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1977","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1978","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1980","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1981","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1982","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","","","         0","0","","","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1983","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1984","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1985","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1986","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1987","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1988","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1989","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1990","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1991","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1992","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1993","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1994","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1995","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1996","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1997","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1998","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","","","         0","0","","","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","1999","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2000","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2001","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2002","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2003","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2004","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2005","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2006","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2008","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2009","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00511882","2010","20.965","-156.5913","265.2","HONOKOHAU 480, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
