"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"AYM00089664","1967","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","       112","X","        32","X","         3","X","","","        32","X","       222","X","       364","X","       329","X","         0","X","         0","X","        32"," ","         5"," ","","","  -40.6","X,0721,+","","","   292"," ,X,0630, ","  29.2"," ,X,0630, ","    5.0","X,0129, ","-4.4","X,0101","-4.4","X,0101","-4.4","X,0101","-6.7","X,0114","-8.9","X,0116","-2.8","X,1231","-2.8","X,1231","-8.3","X,1228","-8.3","X,1228","-10.6","X,1213","   12708.3","3","   12708.3","X","    343.7"," ,X","     3437"," ,X","    -16.64","X","    -13.22","X","    -20.06","X","       180","X","      42.7","X"
"AYM00089664","1968","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        41","X","        26","X","         4","X","","","        29","X","       210","X","       351","X","       333","X","         0","X","         0","X","        41"," ","         1"," ","","","  -47.2","X,0831, ","","","   427"," ,X,0510, ","  37.3"," ,X,0116, ","    4.4","X,1231,+","-1.7","X,0101","-3.9","X,0102","-5.6","X,0103","-6.7","X,0107","-10.0","X,0128","-1.1","X,1231","-5.0","X,1230","-5.0","X,1230","-7.2","X,1225","-9.4","X,1223","   12658.8","8","   12658.8","X","    242.0"," ,X","     3035"," ,X","    -18.14","X","    -14.41","X","    -21.86","X","       158","X","      51.9","X"
"AYM00089664","1969","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","        94"," ","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1970","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        87","X","        30","X","         0","X","","","        30","X","       198","X","       364","X","       325","X","         0","X","         0","X","        28"," ","","","","","  -43.3","X,0802,+","","","   173"," ,X,1009, ","  17.3"," ,X,1009, ","    6.7","X,0108, ","-1.1","X,0101","-2.8","X,0102","-6.7","X,0104","-6.7","X,0104","-8.9","X,0127","-2.8","X,1231","-2.8","X,1231","-7.2","X,1230","-7.2","X,1230","-8.9","X,1229","   12526.8","8","   12526.8","X","    225.0"," ,X","     2237"," ,X","    -16.03","X","    -12.92","X","    -19.14","X","","","",""
"AYM00089664","1971","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        71","X","        24","X","         1","X","","","        24","X","       229","X","       365","X","       323","X","         0","X","         0","X","        31"," ","         3"," ","","","  -43.3","X,0711, ","","","   711"," ,X,1016, ","  31.8"," ,X,1014, ","    6.7","X,0103, ","-1.7","X,0101","-3.3","X,0106","-4.4","X,0113","-6.7","X,0117","-8.9","X,0127","0.0","X,1231","-2.8","X,1230","-5.6","X,1225","-7.2","X,1222","-10.6","X,1213","   12684.1","1","   12684.1","X","    204.7"," ,X","     2628"," ,X","    -16.37","X","    -12.52","X","    -20.22","X","       210","X","      46.8","X"
"AYM00089664","1972","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        63","X","        36","X","         0","X","","","        34","X","       194","X","       362","X","       328","X","         0","X","         0","X","        31"," ","","","","","  -40.6","X,0725, ","","","   178"," ,X,1028, ","  17.8"," ,X,1028, ","    4.4","X,0112,+","-2.2","X,0101","-2.2","X,0101","-6.7","X,0105","-6.7","X,0105","-8.9","X,0124","-2.8","X,1231","-2.8","X,1231","-6.7","X,1230","-6.7","X,1230","-8.9","X,1217","   12353.1","1","   12353.1","X","    208.8"," ,X","     2016"," ,X","    -15.41","X","    -12.39","X","    -18.43","X","       180","X","      41.1","X"
"AYM00089664","1973","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        98","X","        22","X","         1","X","","","        22","X","       218","X","       364","X","       343","X","         0","X","         0","X","        26"," ","","","","","  -38.3","X,0719,+","","","   269"," ,X,0211, ","  26.9"," ,X,0211, ","    6.1","X,1230, ","-3.3","X,0101","-3.3","X,0101","-7.2","X,0102","-7.2","X,0102","-8.9","X,0104","-0.6","X,1231","-3.9","X,1230","-7.2","X,1229","-7.2","X,1229","-12.8","X,1212","   12759.4","4","   12759.4","X","    224.7"," ,X","     2247"," ,X","    -16.72","X","    -13.27","X","    -20.17","X","       190","X","      35.0","X"
"AYM00089664","1974","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        89","X","        27","X","         0","X","","","        27","X","       233","X","       364","X","       330","X","         0","X","         0","X","        69"," ","","","","","  -41.1","X,0920,+","","","   130"," ,X,1225, ","  13.0"," ,X,1225, ","    8.3","X,0102, ","-3.9","X,0101","-3.9","X,0101","-4.4","X,0107","-11.1","X,0119","-11.1","X,0119","-4.4","X,1231","-4.4","X,1231","-4.4","X,1231","-6.7","X,1230","-8.9","X,1211","   12943.8","8","   12943.8","X","    202.7"," ,X","     2027"," ,X","    -17.10","X","    -13.26","X","    -20.93","X","       230","X","      42.7","X"
"AYM00089664","1975","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","        11"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1976","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        45","X","        17","X","         1","X","","","        24","X","       251","X","       366","X","       337","X","         0","X","         0","X","        20"," ","","","","","  -43.3","X,0531, ","","","   178"," ,X,0719, ","  27.9"," ,X,1105, ","    5.0","X,1231,+","-8.9","X,0101","-8.9","X,0101","-8.9","X,0101","-8.9","X,0101","-8.9","X,0101","-3.9","X,1231","-3.9","X,1231","-6.1","X,1227","-6.7","X,1225","-8.9","X,1224","   13495.9","9","   13495.9","X","    155.7"," ,X","     1877"," ,X","    -18.53","X","    -14.66","X","    -22.39","X","       180","X","      39.6","X"
"AYM00089664","1977","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","       101","X","        35","X","         0","X","","","        35","X","       243","X","       364","X","       341","X","         0","X","         0","X","        28"," ","","","","","  -40.0","X,0826, ","","","   178"," ,X,0708,+","  17.8"," ,X,0708, ","    4.4","X,0122,+","-6.7","X,0101","-6.7","X,0101","-6.7","X,0101","-6.7","X,0101","-8.9","X,0127","-7.8","X,1231","-7.8","X,1231","-7.8","X,1231","-7.8","X,1231","-9.4","X,1228","   13288.1","1","   13288.1","X","    272.2"," ,X","     2989"," ,X","    -18.07","X","    -14.21","X","    -21.92","X","       180","X","      43.7","X"
"AYM00089664","1978","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","        43"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1979","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        60","X","         8","X","         0","X","","","         9","X","       238","X","       365","X","       345","X","         0","X","         0","X","        39"," ","","","","","  -43.9","X,0801, ","","","    94"," ,X,0909, ","   9.4"," ,X,0909, ","    4.4","X,0108, ","-1.7","X,0101","-3.9","X,0102","-4.4","X,0103","-7.2","X,0104","-8.9","X,0118","-10.6","X,1231","-10.6","X,1231","-10.6","X,1231","-10.6","X,1231","-10.6","X,1231","   13365.1","1","   13365.1","X","     84.3"," ,X","      868"," ,X","    -18.21","X","    -14.42","X","    -22.01","X","       260","X","      33.9","X"
"AYM00089664","1980","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","       104","X","        32","X","         1","X","","","        33","X","       222","X","       366","X","       339","X","         0","X","         0","X","        38"," ","","","","","  -41.1","X,0809, ","","","   358"," ,X,0516, ","  27.4"," ,X,0517, ","    6.1","X,1207, ","-9.4","X,0101","-9.4","X,0101","-9.4","X,0101","-9.4","X,0101","-9.4","X,0101","-1.7","X,1231","-4.4","X,1229","-4.4","X,1229","-7.2","X,1220","-9.4","X,1219","   12754.5","5","   12754.5","X","    227.2"," ,X","     2633"," ,X","    -16.50","X","    -12.87","X","    -20.13","X","       180","X","      33.9","X"
"AYM00089664","1981","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        93","X","        14","X","         0","X","","","        14","X","       238","X","       365","X","       345","X","         0","X","         0","X","        37"," ","","","","","  -43.3","X,0923, ","","","   152"," ,X,0217, ","  15.2"," ,X,0217, ","    3.3","X,0121, ","-2.8","X,0101","-2.8","X,0101","-6.1","X,0102","-6.7","X,0105","-8.9","X,0109","-7.2","X,1231","-7.2","X,1231","-7.2","X,1231","-7.2","X,1231","-10.0","X,1221","   12979.5","5","   12979.5","X","    134.8"," ,X","     1348"," ,X","    -17.21","X","    -13.41","X","    -21.01","X","       180","X","      33.4","X"
"AYM00089664","1982","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","       100","X","        25","X","         0","X","","","        25","X","       248","X","       363","X","       340","X","         0","X","         0","X","        48"," ","","","","","  -43.9","X,0622,+","","","   155"," ,X,0316, ","  15.5"," ,X,0316, ","    3.9","X,0109, ","-6.7","X,0101","-6.7","X,0101","-6.7","X,0101","-6.7","X,0101","-9.4","X,0105","-2.8","X,1231","-2.8","X,1231","-7.8","X,1222","-7.8","X,1222","-10.0","X,1205","   13433.1","1","   13433.1","X","    217.8"," ,X","     2167"," ,X","    -18.64","X","    -14.85","X","    -22.44","X","","","",""
"AYM00089664","1983","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","       107","X","        20","X","         0","X","","","        21","X","       223","X","       365","X","       337","X","         0","X","         0","X","        39"," ","","","","","  -44.4","X,0812, ","","","   114"," ,X,0822, ","  11.4"," ,X,0822, ","    7.2","X,1215, ","-1.7","X,0101","-2.2","X,0102","-7.8","X,0103","-7.8","X,0103","-10.0","X,0114","-6.1","X,1231","-6.1","X,1231","-6.1","X,1231","-10.0","X,1226","-10.0","X,1226","   12869.9","9","   12869.9","X","    168.8"," ,X","     1710"," ,X","    -16.92","X","    -13.22","X","    -20.61","X","       170","X","      41.1","X"
"AYM00089664","1984","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","       105","X","        31","X","         1","X","","","        42","X","       220","X","       362","X","       325","X","         0","X","         0","X","       120"," ","        40"," ","         2"," ","  -41.7","X,0807, ","","","   262"," ,X,0516, ","  26.7"," ,X,0516, ","    7.8","X,1219, ","-7.8","X,0101","-7.8","X,0101","-7.8","X,0101","-7.8","X,0101","-10.6","X,0111","-4.4","X,1231","-4.4","X,1231","-4.4","X,1231","-6.7","X,1211","-8.9","X,1201","   12401.9","9","   12401.9","X","    322.0"," ,X","     3810"," ,X","    -15.88","X","    -11.86","X","    -19.91","X","       170","X","      53.5","X"
"AYM00089664","1985","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        55","X","         5","X","         0","X","","","         5","X","       234","X","       361","X","       336","X","         0","X","         0","X","        15"," ","         2"," ","","","  -48.9","X,0726, ","","","    76"," ,X,1028, ","  20.3"," ,X,1016, ","    3.9","X,0130, ","-1.7","X,0101","-2.8","X,0102","-5.0","X,0103","-6.7","X,0112","-20.0","X,0206","-7.2","X,1231","-7.2","X,1231","-7.2","X,1231","-7.2","X,1231","-9.4","X,1226","   13127.0","0","   13127.0","X","     72.5"," ,X","      586"," ,X","    -18.10","X","    -14.44","X","    -21.75","X","","","",""
"AYM00089664","1986","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","        79","X","        11","X","         0","X","","","        12","X","       227","X","       364","X","       337","X","         0","X","         0","X","        16"," ","         1"," ","","","  -43.9","X,0923, ","","","   155"," ,X,0226, ","  15.5"," ,X,0226, ","    6.7","X,1209, ","-7.8","X,0101","-7.8","X,0101","-7.8","X,0101","-7.8","X,0101","-10.0","X,0112","-1.1","X,1231","-3.3","X,1230","-5.0","X,1229","-10.6","X,1227","-10.6","X,1227","   13054.3","3","   13054.3","X","    112.3"," ,X","     1191"," ,X","    -17.56","X","    -13.36","X","    -21.76","X","","","",""
"AYM00089664","1987","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1988","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1989","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1990","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","      0.0","","       0.0","X","","","","","","","","","","","","","","","","","","","","","        21"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1991","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","         7","X","         3","X","         0","X","","","         4","X","       224","X","       360","X","       318","X","         0","X","         0","X","         7"," ","         3"," ","","","  -41.1","X,0707,+","","","    89"," ,X,0220, ","   8.9"," ,X,0220, ","    6.1","X,1229, ","-1.1","X,0101","-2.2","X,0102","-5.0","X,0103","-12.8","X,0106","-12.8","X,0106","-2.2","X,1231","-2.2","X,1231","-5.6","X,1228","-6.7","X,1220","-15.6","X,1205","   12415.2","2","   12415.2","X","     28.0"," ,X","      302"," ,X","    -16.32","X","    -12.30","X","    -20.33","X","","","",""
"AYM00089664","1992","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1993","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1994","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","","","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYM00089664","1995","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","       5.1","X","","","","","","","","","","","","","","","       225","X","       355","X","","","","","","","         2"," ","","","","","  -45.0","X,0501, ","","","","","","","","","-2.2","X,0101","-2.2","X,0101","-6.1","X,0102","-6.7","X,0103","-10.0","X,0126","-2.8","X,1231","-2.8","X,1231","-5.0","X,1230","-8.9","X,1208","-8.9","X,1208","","","","","","","","","","","","","    -20.89","X","       200","X","      51.4","X"
"AYM00089664","1996","-77.8833","166.7333","24.1","MCMURDO SOUND NAF, AY","       4.8","X","","","","","        69","X","        20","X","         0","X","","","        24","X","       206","X","       352","X","       311","X","         0","X","         0","X","        28"," ","","","","","  -37.8","X,0531, ","","","   213"," ,X,1126, ","  21.3"," ,X,1126, ","    6.1","X,0206, ","-5.0","X,0101","-5.0","X,0101","-5.0","X,0101","-7.2","X,0102","-27.8","X,0204","-2.8","X,1231","-2.8","X,1231","-5.6","X,1230","-7.8","X,1222","-10.0","X,1217","","","","","    162.7"," ,X","     1707"," ,X","    -15.34","X","    -11.73","X","    -18.96","X","       210","X","      50.4","X"
