"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00298535","1959","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","        40"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00298535","1960","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    962.3","","     962.3","0","        38","0","        19","0","         0","0","        1","","         3","0","         0","0","       104","0","         0","0","       247","0","       108","0","","","        27"," ","  -11.1","0,0225,+","    25"," ,0,0224, ","   102"," ,0,1209, ","  21.6"," ,0,0709, ","   41.7","0,0621, ","    2345.2","0","-1.7","0,1031","-2.2","0,1109","-4.4","0,1118","-6.7","0,1205","","","-2.2","0,0403","-2.2","0,0403","-4.4","0,0318","-11.1","0,0225","-11.1","0,0225","    1770.4","4","","","    1770.4","0","","","","","","","","","","","","","","","    196.5"," ,0","      219"," ,0","     16.04","0","     25.07","0","      7.00","0","     30305","0"
"USC00298535","1961","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    922.3","","     922.3","0","        53","0","        23","0","         1","0","        1","","         1","0","         0","0","        97","0","         0","0","       246","0","        92","0","         3"," ","        28"," ","   -7.8","0,0113, ","    25"," ,0,1114, ","   203"," ,0,1114, ","  54.9"," ,0,0615, ","   38.3","0,0720,+","    2342.1","0","-3.3","0,1103","-3.3","0,1103","-5.0","0,1222","","","","","-1.7","0,0409","-2.2","0,0320","-5.6","0,0302","-6.7","0,0225","","","    1711.4","4","","","    1711.4","0","","","","","","","","","","","","","","","    255.8"," ,0","      203"," ,0","     16.17","0","     24.96","0","      7.38","0","     33590","0"
"USC00298535","1962","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    907.5","","     907.5","0","        50","0","        19","0","         0","0","        1","","         1","0","         0","0","        88","0","         2","0","       254","0","        94","0","         1"," ","        27"," ","  -16.7","0,0112, ","    25"," ,0,0110, ","    51"," ,0,0110, ","  25.1"," ,0,0905, ","   38.3","0,0829,+","    2231.6","0","-0.6","0,1108","-2.8","0,1109","-5.0","0,1120","","","","","0.0","0,0401","-2.2","0,0321","-6.7","0,0316","-6.7","0,0316","-10.6","0,0115","    1673.0","0","","","    1673.0","0","","","","","","","","","","","","","","","    162.5"," ,0","       56"," ,0","     16.50","0","     25.30","0","      7.70","0","     30537","0"
"USC00298535","1963","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","   1009.2","","    1009.2","0","        39","0","        16","0","         1","0","        1","","         1","0","         0","0","        89","0","         2","0","       263","0","       100","0","","","        29"," ","  -15.0","0,0114, ","    25"," ,0,0212, ","   213"," ,0,0212, ","  25.7"," ,0,0815, ","   40.6","0,0715, ","    2430.9","0","-0.6","0,1120","-3.3","0,1123","-5.6","0,1203","-6.7","0,1209","-9.4","0,1223","-1.1","0,0320","-3.3","0,0319","-4.4","0,0305","-7.8","0,0214","-12.2","0,0213","    1520.6","6","","","    1520.6","0","","","","","","","","","","","","","","","    155.5"," ,0","      228"," ,0","     16.70","0","     25.70","0","      7.70","0","     31853","0"
"USC00298535","1964","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    956.2","","     956.2","0","        30","0","        11","0","         0","0","        0","","         0","0","         0","0","       114","0","         0","0","       235","0","       112","0","","","","","  -14.4","0,0110, ","     0","T,0,1218, ","     0","T,0,1218,+","  21.8"," ,0,0912, ","   41.1","0,0703, ","    2502.8","0","-0.6","0,1021","-2.2","0,1106","-5.0","0,1120","-7.8","0,1122","-8.9","0,1211","0.0","0,0426","-3.3","0,0326","-4.4","0,0312","-9.4","0,0309","-9.4","0,0309","    1896.5","5","","","    1896.5","0","","","","","","","","","","","","","","","     92.1"," ,0","        0","T,0","     15.55","0","     24.94","0","      6.15","0","     34845","0"
"USC00298535","1965","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    863.5","","     863.5","0","        56","0","        22","0","         0","0","        0","","         0","0","         0","0","        79","0","         0","0","       257","0","       103","0","","","","","  -11.7","0,0304, ","     0"," ,0,1231,+","     0","T,0,0303, ","  22.1"," ,0,0823, ","   37.8","0,0808,+","","","0.0","0,1031","-3.3","0,1127","-5.6","0,1205","-6.7","0,1226","","","0.0","0,0406","-3.9","0,0320","-6.7","0,0306","-6.7","0,0306","-8.9","0,0305","    1697.4","4","","","    1697.4","0","","","","","","","","","","","","","","","    210.9"," ,0","        0","T,0","     16.25","0","     25.40","0","      7.10","0","     27727","0"
"USC00298535","1966","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    897.9","","     897.9","0","        51","0","        22","0","         1","0","        0","","         0","0","         0","0","       113","0","         0","0","       252","0","        94","0","","","","","  -10.6","0,1229, ","     0"," ,0,1231,+","     5"," ,0,1230, ","  47.5"," ,0,0610, ","   39.4","0,0704, ","    2369.3","0","-0.6","0,1015","-3.9","0,1102","-4.4","0,1209","-8.9","0,1210","-8.9","0,1210","-0.6","0,0406","-2.2","0,0310","-4.4","0,0306","-8.3","0,0305","-10.0","0,0217","    1722.6","6","","","    1722.6","0","","","","","","","","","     14.06","0","","","     27.72","0","    250.3"," ,0","        5"," ,0","     15.73","0","     24.84","0","      6.62","0","     31633","0"
"USC00298535","1967","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    920.1","","     920.1","0","        43","0","        24","0","         0","0","        3","","         2","0","         0","0","        95","0","         0","0","       264","0","        95","0","","","","","  -12.2","0,0109,+","    25"," ,0,1217,+","    48"," ,0,1215, ","  23.4"," ,0,0925, ","   38.3","0,0623, ","    2473.1","0","-0.6","0,1030","-4.4","0,1031","-4.4","0,1031","-10.0","0,1210","-10.0","0,1210","-2.8","0,0502","-2.8","0,0502","-5.6","0,0307","-6.7","0,0212","-8.9","0,0209","    1613.5","5","","","    1613.5","0","","","","","","","","","     13.81","0","","","     27.76","0","    214.4"," ,0","      112"," ,0","     16.37","0","     25.42","0","      7.31","0","     32260","0"
"USC00298535","1968","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    833.9","","     833.9","0","        54","0","        31","0","         1","0","        2","","         3","0","         0","0","        84","0","         0","0","       244","0","        84","0","","","        12"," ","  -10.6","0,1223, ","    76"," ,0,0108, ","    99"," ,0,1127, ","  37.6"," ,0,0801, ","   41.1","0,0621, ","    2397.5","0","-2.2","0,1106","-2.2","0,1106","-5.6","0,1203","-7.2","0,1206","-10.6","0,1223","-1.1","0,0424","-5.0","0,0322","-5.0","0,0322","-7.2","0,0101","","","    1679.0","0","","","    1679.0","0","","","","","","","","","","","","","","","    334.7"," ,0","      234"," ,0","     16.00","0","     24.76","0","      7.25","0","     31898","0"
