"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00298535","1969","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","   1016.0","","    1016.0","0","        45","0","        22","0","         2","0","        3","","         2","0","         0","0","        89","0","         1","0","       243","0","       105","0","","","","","  -11.7","0,1230, ","   102"," ,0,1229, ","   168"," ,0,1229, ","  38.9"," ,0,0710, ","   38.3","0,0818,+","    2450.8","0","-1.7","0,1031","-2.2","0,1115","-8.3","0,1119","-8.3","0,1119","-11.7","0,1230","-1.7","0,0326","-3.9","0,0317","-5.0","0,0313","-6.7","0,0105","","","    1647.5","5","","","    1647.5","0","","","","","","","","","     10.26","0","","","     24.90","0","    302.6"," ,0","      209"," ,0","     16.69","0","     25.45","0","      7.93","0","     32728","0"
"USC00298535","1970","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    891.7","","     891.7","0","        38","0","        13","0","         0","0","        1","","         0","0","         0","0","       106","0","         0","0","       254","0","       103","0","","","","","  -10.6","0,0130,+","    25"," ,0,0101, ","     0","T,0,0220,+","   7.6"," ,0,0805, ","   40.0","0,0618, ","    2438.6","0","-1.1","0,1009","-3.3","0,1028","-5.6","0,1029","-6.7","0,1217","","","-2.2","0,0430","-2.2","0,0430","-6.7","0,0204","-6.7","0,0204","-8.9","0,0203","    1720.9","9","","","    1720.9","0","","","","","","","","","     10.34","0","","","     25.13","0","     87.6"," ,0","        0","T,0","     15.83","0","     25.32","0","      6.34","0","     31505","0"
"USC00298535","1971","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    897.2","","     897.2","0","        40","0","        19","0","         0","0","        0","","         0","0","         0","0","        85","0","         3","0","       261","0","        97","0","","","","","  -13.9","0,0108,+","     0","T,0,0104, ","    20"," ,0,0104, ","  21.8"," ,0,0702, ","   38.3","0,0712, ","    2503.8","0","0.0","0,1030","-3.3","0,1119","-4.4","0,1211","-6.7","0,1213","","","-1.7","0,0420","-3.9","0,0308","-5.0","0,0304","-10.6","0,0303","-10.6","0,0303","    1653.8","8","","","    1653.8","0","","","","","","","","","     10.18","0","","","     24.82","0","    146.7"," ,0","       25"," ,0","     16.34","0","     25.51","0","      7.16","0","     36258","0"
"USC00298535","1972","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    928.1","","     928.1","0","        55","0","        30","0","         1","0","        0","","         2","0","         0","0","        91","0","         0","0","       255","0","        82","0","","","","","  -10.6","0,0203,+","     0","T,0,0104, ","    76"," ,0,0104, ","  30.7"," ,0,1020, ","   40.6","0,0731, ","    2386.5","0","-1.7","0,1101","-2.8","0,1113","-4.4","0,1122","-7.2","0,1216","","","-1.1","0,0422","-2.2","0,0415","-5.6","0,0216","-6.7","0,0212","-8.9","0,0204","    1482.9","9","","","    1482.9","0","","","","","","","","","     10.63","0","","","     25.37","0","    310.1"," ,0","      101"," ,0","     16.65","0","     25.65","0","      7.66","0","     28522","0"
"USC00298535","1973","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    819.2","","     819.2","0","        45","0","        21","0","         3","0","        1","","         2","0","         0","0","        98","0","         0","0","       243","0","        87","0","","","","","  -10.6","0,1222,+","   127"," ,0,0102, ","   119"," ,0,0102, ","  40.4"," ,0,0715, ","   40.0","0,0701, ","    2318.6","0","-2.2","0,1031","-2.2","0,1031","-5.0","0,1129","-6.7","0,1204","-9.4","0,1220","-1.1","0,0410","-4.4","0,0409","-4.4","0,0409","-7.8","0,0129","-10.6","0,0103","    1913.5","5","","","    1913.5","0","","","","","","","","","      9.63","0","","","     24.41","0","    232.4"," ,0","      177"," ,0","     15.47","0","     24.41","0","      6.53","0","     27377","0"
"USC00298535","1974","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    832.7","","     832.7","0","        54","0","        29","0","         0","0","        5","","         1","0","         0","0","        94","0","         1","0","       239","0","        84","0","","","","","   -8.9","0,0104, ","   178"," ,0,1226, ","   165"," ,0,1226, ","  22.6"," ,0,0825, ","   39.4","0,0623, ","    2276.7","0","0.0","0,1101","-4.4","0,1125","-4.4","0,1125","-7.2","0,1130","","","0.0","0,0405","-3.3","0,0311","-5.0","0,0227","-6.7","0,0225","-8.9","0,0104","    1600.7","7","","","    1600.7","0","","","","","","","","","      9.99","0","","","     24.81","0","    351.3"," ,0","      178"," ,0","     15.84","0","     24.53","0","      7.15","0","     22268","0"
"USC00298535","1975","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    775.8","","     775.8","0","        48","0","        23","0","         1","0","        2","","         3","0","         0","0","       112","0","         0","0","       242","0","        93","0","","","","","   -8.9","0,0113, ","    51"," ,0,0329, ","    43"," ,0,0122, ","  26.4"," ,0,0822, ","   38.3","0,0628, ","    2297.4","0","0.0","0,1111","-5.6","0,1113","-5.6","0,1113","-6.7","0,1127","","","0.0","0,0507","-2.8","0,0409","-4.4","0,0226","-7.2","0,0223","-8.9","0,0113","    1958.1","1","","","    1958.1","0","","","","","","","","","","","","","","","    205.3"," ,0","      109"," ,0","     15.23","0","     24.42","0","      6.03","0","     28371","0"
"USC00298535","1976","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    808.4","","     808.4","0","        50","0","        24","0","         0","0","        9","","         4","0","         2","0","       114","0","         1","0","       240","0","        85","0","","","","","  -20.0","0,1129, ","   229"," ,0,1128, ","   229"," ,0,1128, ","  21.6"," ,0,0607, ","   38.9","0,0622, ","    2296.0","0","0.0","0,1008","-4.4","0,1113","-4.4","0,1113","-7.8","0,1114","-12.2","0,1128","-1.1","0,0418","-2.2","0,0401","-6.7","0,0305","-6.7","0,0305","-8.9","0,0108","    1713.5","5","","","    1713.5","0","","","","","","","","","      9.03","0","","","     24.16","0","    197.0"," ,0","      353"," ,0","     15.30","0","     24.27","0","      6.33","0","     22242","0"
"USC00298535","1977","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    954.6","","     954.6","0","        50","0","        22","0","         1","0","","","","","         0","0","       112","0","         0","0","       256","0","       103","0","","","","","  -11.7","0,1221, ","","","","","  44.2"," ,0,0822, ","   39.4","0,0804, ","    2325.8","0","-1.7","0,1102","-2.2","0,1109","-5.6","0,1201","-11.7","0,1221","-11.7","0,1221","-0.6","0,0405","-3.3","0,0404","-4.4","0,0308","-7.8","0,0306","-8.9","0,0110","    2014.2","2","","","    2014.2","0","","","","","","","","","      9.43","0","","","     24.85","0","    222.4"," ,0","","","     16.26","0","     25.47","0","      7.06","0","     23782","0"
"USC00298535","1978","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    976.0","","     976.0","0","        65","0","        31","0","         3","0","        0","","         2","0","         0","0","        84","0","         2","0","       232","0","        92","0","","","","","  -12.2","0,1210,+","     0"," ,0,1231,+","    33"," ,0,1208, ","  49.0"," ,0,0820, ","   41.7","0,0625, ","","","-0.6","0,1117","-3.3","0,1128","-6.1","0,1204","-7.8","0,1208","-12.2","0,1209","0.0","0,0410","-2.2","0,0308","-4.4","0,0222","-6.7","0,0221","-8.9","0,0126","    1577.4","4","","","    1577.4","0","","","","","","","","","","","","","","","    377.1"," ,0","       58"," ,0","     16.27","0","     24.85","0","      7.70","0","     24597","0"
"USC00298535","1979","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    810.7","","     810.7","0","        42","0","        20","0","         2","0","        0","","         1","0","         0","0","       113","0","         0","0","       234","0","        85","0","","","","","  -11.1","0,0103,+","     0"," ,0,1231,+","    25"," ,0,0206, ","  50.5"," ,0,0815, ","   40.6","0,0715, ","    2297.8","0","-2.8","0,1031","-2.8","0,1031","-7.8","0,1121","-7.8","0,1121","-8.9","0,1123","-0.6","0,0413","-3.3","0,0404","-4.4","0,0304","-7.2","0,0201","-11.1","0,0103","    1850.9","9","","","    1850.9","0","","","","","","","","","","","","","","","    238.3"," ,0","       25"," ,0","     15.31","0","     24.47","0","      6.16","0","     25997","0"
"USC00298535","1980","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    959.9","","     959.9","0","        46","0","        29","0","         0","0","","","         2","0","         0","0","        91","0","         0","0","       231","0","        96","0","","","","","   -8.3","0,1126, ","","","    89"," ,0,0209, ","  15.2"," ,0,0503, ","   41.1","0,0629, ","","","-0.6","0,1025","-3.3","0,1029","-6.7","0,1118","-6.7","0,1118","","","-1.1","0,0414","-2.8","0,0403","-6.1","0,0212","-7.2","0,0211","","","    1789.9","9","","","    1789.9","0","","","","","","","","","","","","","","","    204.6"," ,0","      140"," ,0","     16.13","0","     25.04","0","      7.21","0","     25288","0"
"USC00298535","1981","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    945.5","","     945.5","0","        55","0","        30","0","         0","0","        1","","         1","0","         0","0","        85","0","         0","0","       251","0","        81","0","","","","","   -6.7","0,0206,+","    25"," ,0,0118, ","    30"," ,0,0118, ","  17.3"," ,0,0502, ","   41.7","0,0623, ","","","0.0","0,1025","-2.2","0,1120","-4.4","0,1219","","","","","0.0","0,0323","-2.8","0,0308","-4.4","0,0223","-6.7","0,0206","","","    1664.5","5","","","    1664.5","0","","","","","","","","","      9.29","0","","","     24.15","0","    245.8"," ,0","       30"," ,0","     16.66","0","     25.34","0","      7.98","0","     25474","0"
"USC00298535","1982","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    914.8","","     914.8","0","        53","0","        27","0","         0","0","        2","","         1","0","         0","0","        78","0","         0","0","       235","0","       108","0","","","","","   -8.3","0,0104, ","   152"," ,0,1226, ","   140"," ,0,1226, ","  24.6"," ,0,0802, ","   38.9","0,0629, ","","","-1.7","0,1029","-3.3","0,1104","-5.0","0,1215","-7.2","0,1229","","","-0.6","0,0403","-5.6","0,0307","-5.6","0,0307","-6.7","0,0203","","","    1550.2","2","      31.1","0,0,2","    1550.2","0","      39.4","0,0,2","      -0.6","0,0,2","       5.0","0,0,2","      15.6","0,0,2","","","      24.1","0,0,2","","","    200.3"," ,0","      145"," ,0","     16.09","0","     24.69","0","      7.48","0","     28001","0"
"USC00298535","1983","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    935.5","","     935.5","0","        52","0","        24","0","         1","0","","","         3","0","         0","0","        75","0","         0","0","       229","0","       105","0","","","","","  -10.6","0,1229,+","","","   127"," ,0,0406, ","  29.7"," ,0,1105, ","   38.9","0,0705,+","","","-1.1","0,1119","-2.2","0,1120","-5.6","0,1124","-7.2","0,1219","-9.4","0,1225","-2.8","0,0414","-2.8","0,0414","-4.4","0,0110","-7.2","0,0104","-8.9","0,0103","    1871.5","5","      29.4","0,0,2","    1871.5","0","      38.9","0,0,2","       0.0","0,0,2","       3.3","0,0,2","      15.3","0,0,2","","","      24.2","0,0,2","","","    185.3"," ,0","      267"," ,0","     16.01","0","     24.45","0","      7.56","0","     28907","0"
"USC00298535","1984","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    981.1","","     981.1","0","        51","0","        33","0","         1","0","        6","","         1","0","         0","0","        82","0","         0","0","       240","0","        91","0","","","","","   -8.9","0,0121, ","   152"," ,0,1215, ","   152"," ,0,1215, ","  31.2"," ,0,1215, ","   37.8","0,0528,+","","","-1.7","0,1111","-6.1","0,1127","-6.1","0,1127","-7.2","0,1216","","","0.0","0,0331","-3.9","0,0307","-4.4","0,0306","-6.7","0,0126","-8.9","0,0121","    1613.6","6","      27.2","0,0,2","    1613.6","0","      36.7","0,0,2","      -0.6","0,0,2","       2.8","0,0,2","      13.2","0,0,2","","","      22.4","0,0,2","","","    350.4"," ,0","      165"," ,0","     16.27","0","     24.53","0","      8.01","0","",""
"USC00298535","1985","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    894.6","","     894.6","0","        59","0","        27","0","         2","0","        5","","         3","0","         0","0","        88","0","         1","0","       244","0","        89","0","","","","","  -11.1","0,1214,+","   229"," ,0,0113, ","   229"," ,0,0113, ","  42.2"," ,0,1017, ","   40.6","0,0609, ","","","0.0","0,1102","-2.2","0,1116","-5.6","0,1211","-6.7","0,1213","-11.1","0,1214","-1.7","0,0331","-3.9","0,0305","-5.0","0,0216","-8.9","0,0203","-8.9","0,0203","    1749.0","0","      27.2","0,0,2","    1749.0","0","      38.9","0,0,2","      -1.7","0,0,2","       2.2","0,0,2","      14.0","0,0,2","","","      23.5","0,0,2","","","    319.0"," ,0","      320"," ,0","     16.06","0","     24.57","0","      7.55","0","",""
"USC00298535","1986","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    956.7","","     956.7","0","        58","0","        32","0","         1","0","        2","","         1","0","         0","0","        64","0","         1","0","       254","0","        75","0","","","","","   -7.8","0,0109,+","   127"," ,0,1211, ","   152"," ,0,1211, ","  27.7"," ,0,1103, ","   38.3","0,0731,+","","","-4.4","0,1124","-4.4","0,1124","-4.4","0,1124","-7.2","0,1211","","","0.0","0,0322","-3.3","0,0212","-5.0","0,0211","-7.8","0,0109","","","    1442.0","0","      30.6","0,0,2","    1442.0","0","      38.3","0,0,2","      -0.6","0,0,2","       5.6","0,0,2","      14.9","0,0,2","","","      24.2","0,0,2","","","    330.5"," ,0","      152"," ,0","     16.78","0","     24.83","0","      8.73","0","     23600","0"
"USC00298535","1987","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    903.0","","     903.0","0","        39","0","        19","0","         3","0","       13","","         4","0","         0","0","        93","0","         5","0","       245","0","        78","0","","","","","  -15.0","0,1227, ","   127"," ,0,1226,+","   127"," ,0,1226, ","  35.8"," ,0,0809, ","   39.4","0,0625, ","","","0.0","0,1110","-2.8","0,1116","-5.6","0,1119","-13.9","0,1215","-13.9","0,1215","0.0","0,0403","-3.3","0,0331","-6.7","0,0330","-6.7","0,0330","-9.4","0,0119","    1783.8","8","      28.3","0,0,2","    1783.8","0","      38.3","0,0,2","       1.7","0,0,2","       3.3","0,0,2","      14.5","0,0,2","","","      23.2","0,0,2","","","    233.4"," ,0","      350"," ,0","     16.06","0","     24.39","0","      7.72","0","",""
"USC00298535","1988","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    930.2","","     930.2","0","        55","0","        26","0","         1","0","        2","","         2","0","         0","0","        93","0","         0","0","       250","0","        83","0","","","","","   -8.9","0,1228, ","    76"," ,0,0205, ","    76"," ,0,0205, ","  31.5"," ,0,0807, ","   37.2","0,0725, ","","","-1.7","0,1116","-2.8","0,1117","-4.4","0,1127","-8.9","0,1228","-8.9","0,1228","0.0","0,0401","-2.2","0,0320","-5.0","0,0314","-7.2","0,0125","","","    1672.2","2","      31.7","0,0,2","    1672.2","0","      37.2","0,0,2","      -5.6","0,0,2","       3.9","0,0,2","      14.2","0,0,2","","","      22.8","0,0,2","","","    285.9"," ,0","      101"," ,0","     16.48","0","     24.69","0","      8.26","0","",""
"USC00298535","1989","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","   1126.1","","    1126.1","0","        51","0","        29","0","         0","0","        1","","         1","0","         0","0","        70","0","         1","0","       257","0","       115","0","","","","","  -10.6","0,1223,+","    51"," ,0,0207, ","    51"," ,0,0207, ","  19.8"," ,0,0812, ","   41.7","0,0703, ","","","-1.1","0,1031","-2.8","0,1130","-5.0","0,1209","-10.6","0,1212","-10.6","0,1212","-1.1","0,0321","-3.9","0,0306","-4.4","0,0305","-7.2","0,0207","-8.9","0,0114","    1416.8","8","","","    1416.8","0","","","","","","","","","","","","","","","    227.4"," ,0","       51"," ,0","     17.35","0","     25.97","0","      8.72","0","",""
"USC00298535","1990","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","   1058.3","","    1058.3","0","        63","0","        28","0","         1","0","        0","","         0","0","         0","0","        79","0","         0","0","       245","0","        85","0","","","","","   -8.9","0,1224,+","     0"," ,0,1231,+","     0","T,0,0120,+","  32.5"," ,0,0823, ","   41.7","0,0626, ","","","0.0","0,1104","-3.9","0,1128","-5.6","0,1204","-7.8","0,1223","-8.9","0,1224","-1.1","0,0317","-2.2","0,0315","-5.0","0,0221","-8.9","0,0217","-8.9","0,0217","    1601.8","8","","","    1601.8","0","","","","","","","","","","","","","","","    242.6"," ,0","        0","T,0","     16.86","0","     24.91","0","      8.82","0","",""
"USC00298535","1991","32.2823","-106.7598","1184.5","STATE UNIVERSITY, NM US","    874.3","","     874.3","0","        74","0","        33","0","         2","0","        1","","         0","0","         0","0","        72","0","         0","0","       228","0","        75","0","","","","","   -6.7","0,1203, ","    25"," ,0,1201, ","    20"," ,0,1201, ","  35.1"," ,0,0814, ","   40.0","0,0626, ","","","-1.7","0,1031","-2.2","0,1104","-4.4","0,1124","-6.7","0,1203","","","-1.1","0,0331","-2.2","0,0317","","","","","","","    1563.8","8","      29.4","0,0,2","    1563.8","0","      40.0","0,0,2","      -3.3","0,0,2","       6.1","0,0,2","      15.5","0,0,2","","","      23.8","0,0,2","","","    373.3"," ,0","       33"," ,0","     16.28","0","     24.07","0","      8.48","0","",""
