"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1TNDV0152","2019","36.112411","-86.811681","191.4","NASHVILLE 4.1 SSW, TN US","   1712.2"," ,N"
"US1TNDV0152","2022","36.112411","-86.811681","191.4","NASHVILLE 4.1 SSW, TN US","   1022.3"," ,N"
