"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA0050420E5","1971","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","     88.5","","      88.5","C","","","","","","","","","","","        76","C","       197","C","       115","C","        94","C","         2","C","  -36.7","C,0115, ","","","","","","","   32.8","C,0807, ","-1.7","C,0918","-2.2","C,1016","-7.2","C,1028","-7.2","C,1028","-10.0","C,1029","0.0","C,0601","-2.2","C,0505","-9.4","C,0412","-9.4","C,0412","-9.4","C,0412","    6129.4","4","    6129.4","C","","","","","      2.10","C","      7.71","C","     -3.51","C"
"CA0050420E5","1972","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","    103.9","","     103.9","C","","","","","","","","","","","        92","C","       196","C","       136","C","        89","C","         4","C","  -40.0","C,0115, ","","","","","","","   36.1","C,0829, ","-2.2","C,0905","-2.2","C,0905","-8.9","C,1012","-8.9","C,1012","-8.9","C,1012","0.0","C,0620","-6.7","C,0506","-6.7","C,0506","-6.7","C,0506","-16.1","C,0406","    6170.9","9","    6170.9","C","","","","","      0.74","C","      6.21","C","     -4.74","C"
"CA0050420E5","1973","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","    102.3","","     102.3","C","","","","","","","","","         5","C","        52","C","       198","C","       115","C","        87","C","         1","C","  -42.2","C,0215, ","","","   254"," ,C,1113, ","","","   32.2","C,0623, ","-1.1","C,0915","-2.2","C,0916","-5.0","C,0920","-9.4","C,1101","-9.4","C,1101","0.0","C,0607","-5.6","C,0514","-5.6","C,0514","-7.8","C,0503","-12.8","C,0416","    5981.9","9","    5981.9","C","","","      605"," ,C","      2.79","C","      8.51","C","     -2.93","C"
"CA0050420E5","1974","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","    139.3","","     139.3","C","        91","C","        72","C","         0","C","","","        28","C","        74","C","       202","C","       114","C","        83","C","         6","C","  -41.1","C,0203, ","","","   152"," ,C,0125, ","  21.8"," ,C,0522, ","   36.1","C,0720, ","0.0","C,0921","-2.8","C,0922","-5.6","C,1001","-7.8","C,1006","-13.9","C,1115","-1.1","C,0518","-2.2","C,0515","-7.8","C,0414","-7.8","C,0414","-10.6","C,0411","    6549.2","2","    6549.2","C","    534.3"," ,C","     1727"," ,C","      1.49","C","      7.36","C","     -4.37","C"
"CA0050420E5","1975","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","    153.1","","     153.1","C","        83","C","        58","C","         5","C","","","        31","C","        82","C","       181","C","       121","C","        89","C","         6","C","  -32.2","C,1218,+","","","   178"," ,C,1212, ","  87.6"," ,C,0918, ","   36.7","C,0728, ","0.0","C,0912","-2.2","C,1015","-5.0","C,1024","-7.8","C,1121","-14.4","C,1122","0.0","C,0522","-2.2","C,0505","-6.1","C,0420","-6.7","C,0405","-13.3","C,0404","    5926.7","7","    5926.7","C","    684.5"," ,C","     1850"," ,C","      2.17","C","      7.79","C","     -3.45","C"
"CA0050420E5","1976","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5679.7","7","    5679.7"," ","","","","","","","","","",""
"CA0050420E5","1977","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","     80.7","","      80.7","C","        68","C","        52","C","         5","C","","","        16","C","        71","C","       172","C","       103","C","       106","C","         3","C","  -42.2","C,1210, ","","","   178"," ,C,1217, "," 124.0"," ,C,0711, ","   33.9","C,0625, ","-1.7","C,0929","-3.9","C,1015","-5.6","C,1022","-6.7","C,1104","-11.1","C,1110","-3.3","C,0507","-3.3","C,0507","-5.0","C,0502","-8.3","C,0424","-9.4","C,0406","","","","","    716.0"," ,C","     1053"," ,C","      2.95","C","      9.28","C","     -3.38","C"
"CA0050420E5","1979","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","","","","","","","","","        19","C","","","","","","","","","","","","","","","   137"," ,C,0325,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     1449"," ,C","","","","","",""
"CA0050420E5","1980","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        48","C","        35","C","         6","C","","","         9","C","","","","","","","","","","","","","","","   100"," ,C,0110, ","  52.4"," ,C,0803, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    576.3"," ,C","      670"," ,C","","","","","",""
"CA0050420E5","1982","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        92","C","        45","C","         2","C","","","        11","C","        75","C","       173","C","       122","C","        83","C","         0","C","  -40.5","C,0120, ","","","   150"," ,C,0316, ","  28.0"," ,C,0726, ","   31.5","C,0910, ","-4.0","C,0914","-4.0","C,0914","-5.0","C,1018","-8.5","C,1103","-10.0","C,1108","-1.0","C,0608","-4.0","C,0420","-4.5","C,0419","-8.0","C,0413","-11.0","C,0410","","","","","    464.9"," ,C","      823"," ,C","      1.40","C","      6.91","C","     -4.12","C"
"CA0050420E5","1983","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        76","C","        49","C","         0","C","","","        23","C","","","","","","","","","","","","","","","   210"," ,C,0306, ","  21.0"," ,C,0306, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    378.7"," ,C","     1735"," ,C","","","","","",""
"CA0050420E5","1985","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        88","C","        44","C","         2","C","","","        14","C","","","","","","","","","","","","","","","    80"," ,C,1007, ","  51.3"," ,C,0812, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    464.2"," ,C","      955"," ,C","","","","","",""
"CA0050420E5","1986","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        77","C","        45","C","         1","C","","","        17","C","","","","","","","","","","","","","","","   147"," ,C,0324, ","  63.8"," ,C,0505, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    485.2"," ,C","     1469"," ,C","","","","","",""
"CA0050420E5","1987","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","","","","","","","","","        20","C","","","","","","","","","","","","","","","   160"," ,C,0225, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     1260"," ,C","","","","","",""
"CA0050420E5","1989","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        97","C","        48","C","         5","C","","","        16","C","","","","","","","","","","","","","","","   280"," ,C,1113, ","  45.0"," ,C,0812, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    646.8"," ,C","     1583"," ,C","","","","","",""
"CA0050420E5","1990","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","       105","C","        56","C","         2","C","","","        25","C","","","","","","","","","","","","","","","   260"," ,C,0129, ","  26.8"," ,C,0515, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    533.1"," ,C","     1923"," ,C","","","","","",""
"CA0050420E5","1991","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        84","C","        49","C","         4","C","","","        14","C","","","","","","","","","","","","","","","   250"," ,C,1027, ","  85.2"," ,C,0711, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    637.2"," ,C","     1569"," ,C","","","","","",""
"CA0050420E5","1992","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","       102","C","        51","C","         1","C","","","        12","C","","","","","","","","","","","","","","","   197"," ,C,0419, ","  28.2"," ,C,0714, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    487.6"," ,C","     1074"," ,C","","","","","",""
"CA0050420E5","1993","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        93","C","        49","C","         4","C","","","         6","C","","","","","","","","","","","","","","","    80"," ,C,0127, ","  41.4"," ,C,0703, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    515.1"," ,C","      481"," ,C","","","","","",""
"CA0050420E5","1994","51.0667","-99.7833","280.0","OCHRE RIVER, MB CA","","","","","        94","C","        48","C","         2","C","","","        12","C","","","","","","","","","","","","","","","   100"," ,C,0408, ","  30.1"," ,C,0720, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    464.6"," ,C","      909"," ,C","","","","","",""
