"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00024166","2012","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024166","2013","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","         2"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024166","2015","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","         8"," ","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024166","2016","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","        10"," ","         1"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024166","2017","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","        50"," ","         5"," ","        23"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024166","2018","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","       129"," ","        16"," ","        33"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024166","2019","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","       3.2","W","      7.2","","       7.2","W","       122","W","        41","W","         1","W","        47","W","       233","W","        76","W","        88","W","         0","W","       137"," ","        18"," ","        32"," ","  -31.0","W,0101, ","  30.5"," ,W,0928, ","   31.1","W,0901,+","-1.6","W,0913","-3.8","W,0918","-5.5","W,0930","-8.2","W,1003","-12.7","W,1010","-4.3","W,0622","-4.3","W,0622","-7.1","W,0510","-7.1","W,0510","-10.5","W,0331","","","","","    341.3"," ,W","      2.73","W","     10.45","W","     -5.00","W","       240","W","      14.3","W"
"USW00024166","2020","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","       3.5","W","     12.9","","      12.9","W","       107","W","        38","W","         1","W","        47","W","       232","W","        72","W","       113","W","         4","W","       139"," ","        24"," ","        23"," ","  -31.6","W,0220, ","  27.9"," ,W,0907, ","   33.3","W,0817, ","0.0","W,0831","-4.3","W,0909","-6.6","W,0928","-9.3","W,1022","-9.3","W,1022","-1.0","W,0619","-3.2","W,0509","-6.0","W,0508","-9.3","W,0418","-9.3","W,0418","    5513.5","5","    5513.5","W","    326.5"," ,W","      3.42","W","     11.34","W","     -4.50","W","       240","W","      16.5","W"
"USW00024166","2021","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","       3.6","W","     36.5","","      36.5","W","        97","W","        36","W","         1","W","        30","W","       226","W","        59","W","       118","W","         5","W","       118"," ","        19"," ","        16"," ","  -28.2","W,0225, ","  29.2"," ,W,0521, ","   33.3","W,0719, ","-0.5","W,0829","-3.2","W,0917","-6.6","W,0930","-7.1","W,1016","-9.9","W,1108","-0.5","W,0612","-2.7","W,0611","-6.0","W,0510","-9.3","W,0509","-9.3","W,0509","    5355.1","1","    5355.1","W","    297.1"," ,W","      4.60","W","     12.55","W","     -3.35","W","       230","W","      17.4","W"
"USW00024166","2022","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","       123"," ","        18"," ","        16"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    5306.7","7","    5306.7"," ","","","","","","","","","","","",""
"USW00024166","2023","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","       122"," ","        21"," ","        24"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024166","2024","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","       125"," ","        20"," ","        20"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024166","2025","43.6","-110.73333","1956.5","JACKSON HOLE AIRPORT, WY US","","","","","","","","","","","","","","","","","","","","","","","        57"," ","         9"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
