"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GRE00105244","1970","38.9","22.4","144.0","LAMIA, GR","    994.0","","     994.0","E","         0","E","         2","E","         0","E","       204","E","        47","E","   -0.2","E,0218, ","   38.9","E,0807, ","0.0","E,1219","","","","","","","-0.2","E,0218","","","","","","","","","","","","","     17.89","E","     22.50","E","     13.28","E"
"GRE00105244","1971","38.9","22.4","144.0","LAMIA, GR","    870.3","","     870.3","E","         0","E","         9","E","         0","E","       186","E","        31","E","   -2.4","E,0313, ","   40.0","E,0719, ","","","","","","","","","-1.0","E,0314","-2.4","E,0313","","","","","","","    1430.9","9","    1430.9","E","     16.62","E","     21.09","E","     12.15","E"
"GRE00105244","1972","38.9","22.4","144.0","LAMIA, GR","    973.6","","     973.6","E","         0","E","         3","E","         0","E","       180","E","        49","E","   -0.8","E,1230,+","   38.7","E,0618, ","-0.8","E,1229","","","","","","","0.0","E,0205","","","","","","","","","    1485.7","7","    1485.7","E","     16.66","E","     20.86","E","     12.45","E"
"GRE00105244","1973","38.9","22.4","144.0","LAMIA, GR","   1016.1","","    1016.1","E","         0","E","         8","E","         0","E","       185","E","        35","E","   -3.2","E,0115, ","   46.5","E,0719, ","","","","","","","","","-0.4","E,0303","-3.1","E,0116","","","","","","","    1665.2","2","    1665.2","E","     16.72","E","     21.25","E","     12.19","E"
"GRE00105244","1974","38.9","22.4","144.0","LAMIA, GR","    946.2","","     946.2","E","         0","E","         1","E","         0","E","       181","E","        40","E","   -0.8","E,0117, ","   38.8","E,0719, ","","","","","","","","","-0.8","E,0117","","","","","","","","","    1565.8","8","    1565.8","E","     16.76","E","     21.40","E","     12.12","E"
"GRE00105244","1975","38.9","22.4","144.0","LAMIA, GR","    990.9","","     990.9","E","         0","E","        11","E","         0","E","       190","E","        42","E","   -2.2","E,0210, ","   39.6","E,0623, ","-0.9","E,1222","","","","","","","-0.3","E,0301","-2.2","E,0210","","","","","","","    1376.5","5","    1376.5","E","     17.00","E","     21.62","E","     12.38","E"
"GRE00105244","1976","38.9","22.4","144.0","LAMIA, GR","    780.6","","     780.6","E","         0","E","        12","E","         0","E","       180","E","        15","E","   -4.0","E,0118, ","   37.6","E,0706, ","0.0","E,1125","-2.2","E,1126","","","","","-1.0","E,0226","-3.0","E,0210","","","","","","","    1578.6","6","    1578.6","E","     16.26","E","     20.76","E","     11.75","E"
"GRE00105244","1977","38.9","22.4","144.0","LAMIA, GR","   1100.4","","    1100.4","E","         0","E","         5","E","         0","E","       201","E","        67","E","   -1.2","E,0301, ","   43.5","E,0710, ","0.0","E,1218","","","","","","","-0.6","E,0302","","","","","","","","","    1212.0","0","    1212.0","E","     17.98","E","     22.88","E","     13.07","E"
"GRE00105244","1978","38.9","22.4","144.0","LAMIA, GR","    914.4","","     914.4","E","         0","E","         7","E","         1","E","       179","E","        43","E","   -2.8","E,0110,+","   40.8","E,0706, ","","","","","","","","","-0.2","E,0111","-2.8","E,0110","","","","","","","    1410.3","3","    1410.3","E","     16.88","E","     21.39","E","     12.38","E"
"GRE00105244","1979","38.9","22.4","144.0","LAMIA, GR","    998.4","","     998.4","E","         0","E","         9","E","         0","E","       180","E","        41","E","   -6.0","E,0104, ","   40.8","E,0714, ","-1.0","E,1214","","","","","","","0.0","E,0120","-6.0","E,0104","-6.0","E,0104","","","","","    1395.7","7","    1395.7","E","     17.31","E","     21.74","E","     12.88","E"
