"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00045550","1933","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","    960.0","","     960.0","6","        26","6","        20","6","         0","6","","","","","         0","6","        32","6","         0","6","       181","6","        75","6","         7"," ","","","   -3.9","6,0210,+","","","","","  19.6"," ,6,0119, ","   45.0","6,0814, ","0.0","6,1203","-2.8","6,1224","","","","","-0.6","6,0418","-3.9","6,0210","","","","","","","    137.3"," ,6","","","     15.64","6","     21.58","6","      9.69","6"
"USC00045550","1934","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","","","","","        28","6","        19","6","         0","6","","","","","","","","","         0","6","       210","6","       100","6","         4"," ","","","","","","","","","  24.9"," ,6,1214, ","   42.2","6,0727, ","","","","","","","","","","","","","","","    1400.7","7","    1400.7","6","    185.7"," ,6","","","","","     23.37","6","",""
"USC00045550","1935","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","    845.7","","     845.7","6","","","","","","","","","","","         0","6","        24","6","         0","6","       181","6","        79","6","         2"," ","","","   -2.8","6,0309, ","","","","","","","   41.7","6,0812, ","-1.1","6,1104","-2.2","6,1217","","","","","-1.7","6,0329","-2.8","6,0309","","","","","","","","","","","     15.65","6","     22.31","6","      9.00","6"
"USC00045550","1936","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","   1211.6","","    1211.6","6","        32","6","        23","6","         0","6","","","","","         0","6","        11","6","         0","6","       240","6","       112","6","         7"," ","","","   -1.1","6,1201, ","","","","","  22.9"," ,6,0222, ","   42.8","6,0723, ","-1.1","6,1201","","","","","","","0.0","6,0326","","","","","    1387.0","0","    1387.0","6","    236.2"," ,6","","","     18.05","6","     25.43","6","     10.68","6"
"USC00045550","1937","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","","","","","        24","6","        21","6","         2","6","","","","","","","","","","","","","","","         7"," ","","","","","","","","","  26.7"," ,6,1209, ","","","","","","","","","","","","","","","","","    1676.1","1","    1676.1"," ","    199.3"," ,6","","","","","","","",""
"USC00045550","1938","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","","","","","        48","6","        30","6","         3","6","","","","","         0","6","        50","6","","","","","","","","","","","   -6.7","6,1112, ","","","","","  34.3"," ,6,0208, ","","","-0.6","6,1107","-6.7","6,1112","-6.7","6,1112","-6.7","6,1112","0.0","6,0329","-3.3","6,0215","-6.1","6,0110","","","","","    322.0"," ,6","","","","","","","      7.63","6"
"USC00045550","1939","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","","","","","        29","6","        18","6","         1","6","","","","","         0","6","        34","6","","","","","","","","","","","   -5.0","6,0202,+","","","","","  43.2"," ,6,0925, ","","","-0.6","6,1212","-3.3","6,1222","","","","","0.0","6,0304","-2.2","6,0209","-5.0","6,0202","","","","","    186.7"," ,6","","","","","","","      9.43","6"
"USC00045550","1940","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","","","","","        51","6","        38","6","         3","6","","","","","","","","","","","","","","","         4"," ","","","","","","","","","  35.1"," ,6,1223, ","","","","","","","","","","","","","","","","","","","","","    367.6"," ,6","","","","","","","",""
"USC00045550","1941","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","    727.2","","     727.2","6","        75","6","        50","6","         0","6","","","","","         0","6","        14","6","         0","6","       210","6","        74","6","","","","","   -2.8","6,1120, ","","","","","  23.6"," ,6,0209, ","   42.8","6,0722, ","-1.1","6,1118","-2.8","6,1120","","","","","-0.6","6,0204","","","","","    1320.4","4","    1320.4","6","    397.1"," ,6","","","     16.49","6","     23.93","6","      9.04","6"
"USC00045550","1942","36.7","-120.86667","356.9","MERCEY HOT SPRINGS, CA US","","","","","        27","6","        16","6","         0","6","","","","","","","","","         0","6","       207","6","        92","6","","","","","","","","","","","  18.3"," ,6,0124, ","   45.0","6,0724, ","","","","","","","","","","","","","","","    1642.0","0","    1642.0","6","    135.0"," ,6","","","","","     24.03","6","",""
