"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00197240","1891","42.683333","-73.033333","73.2","SAVOY CENTER, MA US","         1"," "
"USC00197240","1892","42.683333","-73.033333","73.2","SAVOY CENTER, MA US","         2"," "
