"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBNL","2010","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    419.3","","     419.3","U","         0","U","         8","U","         0","U","       124","U","        12","U","   -2.2","U,1124, ","   36.7","U,0928,+","-1.1","U,1123","-2.2","U,1124","0.0","U,0401","","","    2123.2","2","    2123.2","U","     13.32","U","     17.35","U","      9.29","U"
"USR0000CBNL","2011","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    405.0","","     405.0","U","         0","U","         9","U","         0","U","       122","U","         6","U","   -3.9","U,0226, ","   32.8","U,0923,+","","","","","-0.6","U,0408","-3.9","U,0226","    2305.1","1","    2305.1","U","     13.41","U","     17.58","U","      9.24","U"
"USR0000CBNL","2012","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    551.9","","     551.9","U","         0","U","        11","U","         0","U","       148","U","        17","U","   -1.1","U,0117,+","   35.6","U,1002,+","0.0","U,1218","","","0.0","U,0406","","","    1990.8","8","    1990.8","U","     14.31","U","     18.73","U","      9.90","U"
"USR0000CBNL","2013","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","    1813.8","8","    1813.8"," ","","","","","",""
"USR0000CBNL","2014","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    533.6","","     533.6","U","         0","U","         1","U","         0","U","       172","U","        17","U","    0.0","U,1231, ","   36.1","U,0801, ","0.0","U,1231","","","","","","","","","","","     15.72","U","     20.12","U","     11.32","U"
"USR0000CBNL","2015","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    492.4","","     492.4","U","         0","U","         1","U","         0","U","       167","U","        15","U","    0.0","U,1226, ","   36.7","U,0910, ","0.0","U,1226","","","","","","","    1421.6","6","    1421.6","U","     15.39","U","     19.95","U","     10.84","U"
"USR0000CBNL","2016","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    529.2","","     529.2","U","         0","U","         3","U","         0","U","       149","U","        21","U","   -0.6","U,1218,+","   34.4","U,0729, ","-0.6","U,1217","","","","","","","    1801.3","3","    1801.3","U","     14.89","U","     19.20","U","     10.57","U"
"USR0000CBNL","2017","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    674.5","","     674.5","U","         0","U","         6","U","         0","U","       165","U","        30","U","   -0.6","U,0305, ","   39.4","U,0902, ","","","","","-0.6","U,0305","","","    1963.9","9","    1963.9","U","     15.29","U","     19.68","U","     10.90","U"
"USR0000CBNL","2018","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    550.3","","     550.3","U","         0","U","        14","U","         0","U","       167","U","        18","U","   -3.3","U,1230, ","   35.0","U,0728,+","0.0","U,1205","-3.3","U,1230","0.0","U,0304","-2.2","U,0223","    1699.4","4","    1699.4","U","     14.99","U","     19.60","U","     10.38","U"
"USR0000CBNL","2019","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    466.1","","     466.1","U","         0","U","        11","U","         0","U","       150","U","        11","U","   -2.8","U,0213, ","   34.4","U,0724, ","0.0","U,1127","","","-0.6","U,0221","-2.8","U,0213","    1946.0","0","    1946.0","U","     14.02","U","     18.27","U","      9.78","U"
"USR0000CBNL","2020","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    754.0","","     754.0","U","         0","U","         3","U","         0","U","       171","U","        22","U","   -0.6","U,0203, ","   40.6","U,0907,+","","","","","0.0","U,0326","","","    1834.7","7","    1834.7","U","     15.76","U","     20.22","U","     11.29","U"
"USR0000CBNL","2021","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    683.7","","     683.7","U","         0","U","         4","U","         0","U","       161","U","        29","U","    0.0","U,1228,+","   39.4","U,0710, ","0.0","U,1227","","","0.0","U,0315","","","    1651.9","9","    1651.9","U","     15.20","U","     19.69","U","     10.71","U"
"USR0000CBNL","2022","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    670.4","","     670.4","U","         0","U","         2","U","         0","U","       156","U","        22","U","   -1.1","U,0223, ","   41.7","U,0905, ","","","","","-1.1","U,0223","","","    1639.6","6","    1639.6","U","     15.49","U","     20.00","U","     10.99","U"
"USR0000CBNL","2023","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    438.5","","     438.5","U","         0","U","        18","U","         0","U","       126","U","        16","U","   -2.8","U,0223, ","   36.1","U,0722, ","","","","","-0.6","U,0404","-2.2","U,0225","    2280.9","9","    2280.9","U","     13.49","U","     17.65","U","      9.32","U"
"USR0000CBNL","2024","37.1317","-122.17","801.6","BEN LOMOND CALIFORNIA, CA US","    754.7","","     754.7","U","         0","U","         2","U","         0","U","       160","U","        38","U","    0.0","U,0405,+","   40.6","U,0706, ","","","","","0.0","U,0405","","","    1843.8","8","    1843.8","U","     15.36","U","     19.61","U","     11.12","U"
