"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CO000080222","1963","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","","","","","","","         0","S","         5","S","","","","","","","   -2.2","S,1214, ","","","","","0.0","S,1129","-2.2","S,1214","","","0.0","S,0118","","","","","","","","","","","","","","","      7.75","S"
"CO000080222","1965","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","","","","","","","         0","S","        22","S","","","","","","","   -3.9","S,0206, ","","","","","0.0","S,0823","-2.2","S,1224","","","0.0","S,0310","-2.2","S,0226","","","","","","","","","","","","","      5.71","S"
"CO000080222","1972","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","       148","I","        83","I","         0","I","         0"," ","         4","G","","","","","","","   -2.5","G,1228, ","  25.0"," ,I,0408, ","","","-2.5","G,1228","-2.5","G,1228","","","0.0","I,0603","","","","","","","","","    793.0"," ,I","","","","","      7.25","G"
"CO000080222","1973","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","       162","I","        83","I","         2","I","         0"," ","        11","G","","","","","","","   -4.9","G,0219, ","  32.0"," ,I,0904, ","","","0.0","I,0925","","","","","0.0","I,0417","-2.4","G,0226","-4.9","G,0219","","","","","    816.0"," ,I","","","","","      6.59","G"
"CO000080222","1974","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","       148","I","        80","I","         4","I","         0"," ","         4","G","","","","","","","   -6.0","G,1224, ","  30.0"," ,I,1121, ","","","-1.2","G,1223","-6.0","G,1224","-6.0","G,1224","","","","","","","","","","","    848.0"," ,I","","","","","      6.82","G"
"CO000080222","1975","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","       165","I","        87","I","         3","I","         0"," ","         3","G","","","","","","","   -0.1","G,0113, ","  33.0"," ,I,1015, ","","","","","","","","","0.0","I,0220","","","","","","","","","    863.0"," ,I","","","","","      7.11","G"
"CO000080222","1976","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","       141","I","        81","I","         3","I","         0"," ","         4","G","","","","","","","   -1.7","G,0111, ","  36.0"," ,I,1006, ","","","-0.6","G,0809","","","","","0.0","G,0119","","","","","","","","","    874.0"," ,I","","","","","      7.24","G"
"CO000080222","1977","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","       118","I","        68","I","         3","I","         0","G","        16","G","","","","","","","   -3.6","G,0204, ","  27.0"," ,I,0928,+","","","-1.5","G,0823","-3.0","G,1130","","","0.0","I,0307","-3.6","G,0204","","","","","","","    690.0"," ,I","","","","","      6.82","G"
"CO000080222","1978","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","       142","I","        73","I","         0","I","         0","G","        22","G","","","","","","","   -3.2","G,0314, ","  20.0"," ,I,0926,+","","","0.0","I,0804","","","","","0.0","I,0709","-3.2","G,0314","","","","","","","    667.0"," ,I","","","","","      6.56","G"
"CO000080222","1979","4.701","-74.15","2548.0","BOGOTA ELDORADO, CO","","","","","       151","I","       104","I","         5","I","         0","G","        19","G","","","","","","","   -3.0","G,0204,+","  39.0"," ,I,0714, ","","","0.0","I,0819","","","","","0.0","I,0614","-3.0","G,0204","","","","","","","    994.0"," ,I","","","","","      7.37","G"
