"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000COKS","1993","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    181.8","","     181.8","U","         0","U","         3","U","         0","U","       114","U","         9","U","   -0.6","U,1222,+","   36.7","U,0731,+","0.0","U,1220","","","","","","","     14.21","U","     18.48","U","      9.94","U"
"USR0000COKS","1994","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    101.2","","     101.2","U","         0","U","         0","U","         0","U","       116","U","         4","U","    2.8","U,1118, ","   35.6","U,0806, ","","","","","    1559.5","5","    1559.5","U","     14.57","U","     18.79","U","     10.35","U"
"USR0000COKS","1996","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","    1195.7","7","    1195.7","U","","","","","",""
"USR0000COKS","1997","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    188.4","","     188.4","U","         0","U","         2","U","         0","U","       158","U","         8","U","   -1.7","U,0114,+","   35.6","U,0924,+","","","-1.7","U,0114","","","","","     15.05","U","     19.74","U","     10.36","U"
"USR0000COKS","1998","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","    1736.5","5","    1736.5"," ","","","","","",""
"USR0000COKS","1999","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    188.8","","     188.8","U","         0","U","         0","U","         0","U","       102","U","        11","U","    1.1","U,0409, ","   37.2","U,0825, ","","","","","","","","","     13.72","U","     18.30","U","      9.15","U"
"USR0000COKS","2000","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    167.8","","     167.8","U","         0","U","         0","U","         0","U","       116","U","        12","U","    2.8","U,1113,+","   40.6","U,0614, ","","","","","    1584.6","6","    1584.6","U","     14.19","U","     18.85","U","      9.53","U"
"USR0000COKS","2001","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    179.1","","     179.1","U","         0","U","         0","U","         0","U","       142","U","        11","U","    1.1","U,0212, ","   37.2","U,0703, ","","","","","    1681.6","6","    1681.6","U","     14.28","U","     19.17","U","      9.40","U"
"USR0000COKS","2002","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    210.5","","     210.5","U","         0","U","         1","U","         0","U","       136","U","        15","U","    0.0","U,0129, ","   37.8","U,0709, ","","","0.0","U,0129","    1780.4","4","    1780.4","U","     14.23","U","     19.18","U","      9.27","U"
"USR0000COKS","2003","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    247.0","","     247.0","U","         0","U","         0","U","         0","U","       132","U","        17","U","    1.7","U,1227, ","   37.8","U,0921,+","","","","","    1605.2","2","    1605.2","U","     14.61","U","     19.44","U","      9.78","U"
"USR0000COKS","2004","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    227.5","","     227.5","U","         0","U","         1","U","         0","U","       141","U","        12","U","    0.0","U,0104, ","   36.7","U,0906,+","","","0.0","U,0104","    1551.5","5","    1551.5","U","     14.59","U","     19.34","U","      9.85","U"
"USR0000COKS","2010","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    163.4","","     163.4","U","         0","U","         0","U","         0","U","        96","U","        11","U","    1.1","U,1230,+","   38.9","U,0824, ","","","","","","","","","     13.08","U","     17.36","U","      8.80","U"
"USR0000COKS","2011","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    162.0","","     162.0","U","         0","U","         1","U","         0","U","        95","U","         8","U","   -1.1","U,0226, ","   33.3","U,0919,+","","","-1.1","U,0226","    2199.3","3","    2199.3","U","     12.94","U","     17.17","U","      8.71","U"
"USR0000COKS","2013","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    142.8","","     142.8","U","         0","U","         5","U","         0","U","       122","U","         6","U","   -1.7","U,1208, ","   33.3","U,0629,+","0.0","U,1205","0.0","U,0114","    1783.1","1","    1783.1","U","     13.99","U","     18.76","U","      9.21","U"
"USR0000COKS","2014","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    206.7","","     206.7","U","         0","U","         0","U","         0","U","       140","U","         9","U","    2.2","U,1231, ","   36.7","U,0608, ","","","","","    1541.5","5","    1541.5","U","     15.09","U","     19.53","U","     10.64","U"
"USR0000COKS","2015","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    227.7","","     227.7","U","         0","U","         0","U","         0","U","       129","U","        17","U","    0.6","U,1228, ","   36.7","U,0608, ","","","","","    1412.5","5","    1412.5","U","     14.76","U","     19.15","U","     10.39","U"
"USR0000COKS","2016","37.7861","-122.1447","333.8","OAKLAND SOUTH CALIFORNIA, CA US","    170.4","","     170.4","U","         0","U","         0","U","         0","U","       118","U","         7","U","    1.1","U,1226,+","   36.1","U,0926, ","","","","","    1554.1","1","    1554.1","U","     14.26","U","     18.51","U","     10.00","U"
