"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00194405","1885","42.575","-70.74",,"MANCHESTER, MA US","         7"," "
"USC00194405","1886","42.575","-70.74",,"MANCHESTER, MA US","         2"," "
"USC00194405","1887","42.575","-70.74",,"MANCHESTER, MA US","         6"," "
