"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023065","1983","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","","","    716.7","","     716.7","0","        85","0","        46","0","         2","0","       79","","        20","0","        12","0","       147","0","        45","0","       147","0","        70","0","       108"," ","        34"," ","        45"," ","  -27.2","0,1222,+","   483"," ,0,1129,+","   378"," ,0,1127, ","  41.4"," ,0,0723, ","   40.6","0,0817,+","-1.1","0,0920","-3.3","0,0921","-5.0","0,1022","-8.3","0,1110","-11.7","0,1123","-0.6","0,0515","-3.9","0,0415","-5.6","0,0414","-7.8","0,0407","-8.9","0,0322","    3375.7","7","","","    3375.7","0","","","","","","","","","","","    448.2"," ,0","     1566"," ,0","     10.30","0","     16.86","0","      3.75","0","","","       310","X","","","","","       225","X","      18.3","X","","","","","      27.8","X"
"USW00023065","1984","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.6","X","    454.7","","     454.7","0","        86","0","        47","0","         3","0","       62","","        19","0","         5","0","       158","0","        25","0","       143","0","        42","0","       100"," ","        31"," ","        49"," ","  -28.9","0,0118, ","   305"," ,0,0319, ","   269"," ,0,0318, ","  43.9"," ,0,0731, ","   37.8","0,0707, ","-1.1","0,0928","-2.2","0,1016","-5.0","0,1101","-7.8","0,1120","-9.4","0,1202","-1.1","0,0430","-3.9","0,0428","-5.6","0,0404","-8.9","0,0310","-8.9","0,0310","    3771.5","5","","","    3771.5","0","","","","","","","","","","","    537.4"," ,0","     2192"," ,0","      9.75","0","     16.25","0","      3.26","0","","","        70","X","","","","","        45","X","      18.3","X","","","","","      25.7","X"
"USW00023065","1985","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.6","X","    539.0","","     539.0","0","        85","0","        41","0","         4","0","       46","","        15","0","        18","0","       152","0","        43","0","       156","0","        46","0","       125"," ","        36"," ","        49"," ","  -26.7","0,0205, ","   178"," ,0,0205, ","   114"," ,0,0204, ","  92.7"," ,0,0718, ","   40.0","0,0708,+","0.0","0,0925","-3.3","0,0928","-7.2","0,0930","-7.2","0,0930","-11.7","0,1119","-1.7","0,0409","-3.3","0,0408","-8.9","0,0331","-8.9","0,0331","-8.9","0,0331","    3346.4","4","","","    3346.4","0","","","","","","","","","","","    557.8"," ,0","      930"," ,0","      9.93","0","     16.78","0","      3.08","0","","","       320","X","","","","","       180","X","      18.3","X","","","","","      30.3","X"
"USW00023065","1986","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.5","X","    540.7","","     540.7","0","        78","0","        37","0","         2","0","       19","","         6","0","         3","0","       140","0","        16","0","       184","0","        49","0","        91"," ","        24"," ","        48"," ","  -21.7","0,0211, ","    76"," ,0,0221, ","   142"," ,0,0315, ","  29.0"," ,0,0515, ","   39.4","0,0729, ","-2.2","0,1011","-2.2","0,1011","-6.1","0,1108","-12.8","0,1110","-12.8","0,1110","0.0","0,0509","-5.0","0,0415","-5.0","0,0415","-7.2","0,0314","-10.0","0,0221","    3203.4","4","","","    3203.4","0","","","","","","","","","","","    390.9"," ,0","      650"," ,0","     12.00","0","     19.72","0","      4.27","0","","","       320","X","","","","","       225","X","      20.6","X","","","","","      28.8","X"
"USW00023065","1987","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.5","X","    525.9","","     525.9","0","        87","0","        50","0","         4","0","       39","","        16","0","         0","0","       151","0","        26","0","       177","0","        47","0","        86"," ","        23"," ","        49"," ","  -16.7","0,1231,+","   279"," ,0,0330,+","   188"," ,0,0328, ","  31.8"," ,0,0614, ","   40.0","0,0820, ","-2.2","0,1010","-2.2","0,1010","-4.4","0,1021","-7.2","0,1118","-10.6","0,1129","-1.7","0,0422","-3.9","0,0411","-6.1","0,0403","-16.7","0,0330","-16.7","0,0330","    3022.1","1","","","    3022.1","0","","","","","","","","","","","    501.9"," ,0","     1417"," ,0","     11.27","0","     18.62","0","      3.92","0","","","       330","X","","","","","       315","X","      29.5","X","","","","","      34.4","X"
"USW00023065","1988","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       6.3","X","    639.6","","     639.6","0","        67","0","        37","0","         6","0","       32","","        12","0","         8","0","       156","0","        25","0","       177","0","        61","0","        56"," ","         5"," ","        46"," ","  -25.0","0,0107, ","   406"," ,0,0120, ","   315"," ,0,0119, ","  65.0"," ,0,0804, ","   38.9","0,0621,+","0.0","0,1004","-2.2","0,1027","-5.6","0,1028","-7.8","0,1116","-8.9","0,1120","0.0","0,0504","-3.9","0,0427","-4.4","0,0411","-6.7","0,0329","-11.7","0,0318","    3391.1","1","","","    3391.1","0","","","","","","","","","","","    530.4"," ,0","     1297"," ,0","     11.08","0","     18.83","0","      3.33","0","","","       330","X","","","","","       315","X","      20.6","X","","","","","      31.4","X"
"USW00023065","1989","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.9","X","    480.3","","     480.3","0","        66","0","        31","0","         4","0","       22","","        12","0","        17","0","       152","0","        32","0","       178","0","        35","0","        85"," ","        16"," ","        34"," ","  -32.8","0,1222, ","   229"," ,0,0409, ","   218"," ,0,0409, "," 105.4"," ,0,0628, ","   39.4","0,0708, ","-0.6","0,0923","-4.4","0,1018","-4.4","0,1018","-7.2","0,1030","-9.4","0,1115","-1.7","0,0506","-4.4","0,0501","-4.4","0,0501","-8.9","0,0411","-8.9","0,0411","    3204.3","3","","","    3204.3","0","","","","","","","","","","","    458.7"," ,0","      770"," ,0","     10.37","0","     18.29","0","      2.47","0","","","       320","X","","","","","        45","X","      23.7","X","","","","","      30.3","X"
"USW00023065","1990","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.8","X","    602.1","","     602.1","0","        77","0","        41","0","         1","0","       34","","        11","0","         8","0","       149","0","        25","0","       170","0","        60","0","        80"," ","        16"," ","        47"," ","  -27.2","0,1222, ","   254"," ,0,0121,+","   249"," ,0,0119, ","  33.0"," ,0,0529, ","   41.1","0,0701, ","0.0","0,1008","-2.2","0,1009","-4.4","0,1104","-6.7","0,1106","-10.0","0,1107","0.0","0,0510","-2.8","0,0411","-5.6","0,0406","-6.7","0,0326","-11.1","0,0324","    3237.6","6","","","    3237.6","0","","","","","","","","","","","    493.1"," ,0","     1318"," ,0","     11.20","0","     18.75","0","      3.65","0","","","        20","X","","","","","       270","X","      21.9","X","","","","","      31.4","X"
"USW00023065","1991","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.6","X","    569.5","","     569.5","0","        89","0","        46","0","         3","0","       25","","        10","0","         0","0","       159","0","        25","0","       169","0","        43","0","        93"," ","        28"," ","        55"," ","  -17.2","0,1103,+","   203"," ,0,1101, ","   196"," ,0,1231, ","  68.6"," ,0,0802, ","   40.6","0,0706, ","-1.1","0,1004","-2.2","0,1024","-7.8","0,1028","-7.8","0,1028","-10.6","0,1029","0.0","0,0506","-2.8","0,0501","-5.0","0,0318","-12.2","0,0314","-12.2","0,0314","    3098.8","8","","","    3098.8","0","","","","","","","","","","","    591.1"," ,0","      923"," ,0","     11.33","0","     18.70","0","      3.97","0","","","       270","X","","","","","       135","X","      27.3","X","","","","","      36.5","X"
"USW00023065","1992","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.4","X","    319.1","","     319.1","X","        73","X","        39","X","         7","X","       44","","         9","X","         1","X","       149","X","        30","X","       164","X","        22","X","       112"," ","        32"," ","        38"," ","  -18.3","X,0115, ","   203"," ,X,0102,+","    81"," ,X,1121, ","  49.5"," ,X,0620, ","   36.7","X,0809, ","-1.1","X,1008","-2.8","X,1015","-6.1","X,1016","-7.8","0,1105","-13.3","0,1122","-2.8","0,0526","-2.8","0,0526","-9.4","0,0401","-9.4","0,0401","-9.4","0,0401","    3002.8","8","","","    3002.8","X","","","","","","","","","","","    557.0"," ,X","      505"," ,X","     10.30","X","     17.39","X","      3.20","X","","","        30","X","","","","","       360","X","      19.2","X","","","","","      29.3","X"
"USW00023065","1993","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.1","X","    347.1","","     347.1","0","        98","0","        48","0","         7","0","       47","","        10","0","         9","0","       166","0","        44","0","       144","0","        29","0","       145"," ","        32"," ","        51"," ","  -27.2","0,0216, ","   203"," ,0,0219,+","   163"," ,0,0210, ","  78.7"," ,0,0812, ","   38.3","0,0629, ","-0.6","0,0914","-3.3","0,1026","-11.7","0,1029","-11.7","0,1029","-11.7","0,1029","-1.7","0,0502","-2.2","0,0421","-4.4","0,0416","-7.8","0,0318","-16.1","0,0313","    3856.4","4","","","    3856.4","0","","","","","","","","","","","    711.9"," ,0","      969"," ,0","      8.88","0","     15.81","0","      1.96","0","","","","","","","","","","","","","","","","","",""
"USW00023065","1994","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","X","    520.6","","     520.6","0","        72","0","        35","0","         2","0","       41","","        12","0","         6","0","       167","0","        27","0","       182","0","        56","0","       129"," ","        30"," ","        47"," ","  -22.2","0,0209, ","   254"," ,0,0129,+","   259"," ,0,0127, ","  40.9"," ,0,0409, ","   38.3","0,0827, ","0.0","0,1023","-4.4","0,1025","-4.4","0,1025","-8.9","0,1115","-8.9","0,1115","-1.7","0,0430","-5.6","0,0427","-5.6","0,0427","-8.3","0,0406","-9.4","0,0330","    3442.4","4","","","    3442.4","0","","","","","","","","","","","    402.8"," ,0","     1213"," ,0","     10.67","0","     18.55","0","      2.79","0","","","","","       230","X","       310","X","","","","","      26.8","X","      42.9","X","",""
"USW00023065","1995","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.4","X","    493.0","","     493.0","0","        96","0","        50","0","         2","0","       27","","        16","0","         6","0","       161","0","        25","0","       152","0","        49","0","       129"," ","        26"," ","        49"," ","  -22.8","0,0104, ","   178"," ,0,0411, ","   137"," ,0,0410, ","  56.9"," ,0,0623, ","   39.4","0,0710, ","-0.6","0,0920","-2.8","0,1014","-6.1","0,1101","-10.0","0,1102","-10.0","0,1102","0.0","0,0525","-2.2","0,0426","-4.4","0,0412","-7.8","0,0411","-13.3","0,0308","    3375.8","8","","","    3375.8","0","","","","","","","","","","","    529.0"," ,0","     1162"," ,0","     10.42","0","     18.11","0","      2.73","0","","","","","       320","X","       240","X","","","","","      25.0","X","      30.8","X","",""
"USW00023065","1996","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.5","X","    421.3","","     421.3","0","        76","0","        32","0","         4","0","       20","","         5","0","        20","0","       175","0","        30","0","       167","0","        32","0","       133"," ","        41"," ","        46"," ","  -28.3","0,0203, ","   127"," ,0,0201,+","   124"," ,0,0104, ","  64.0"," ,0,0525, ","   38.3","0,0704, ","0.0","0,0927","-4.4","0,1017","-4.4","0,1017","-7.2","0,1107","-8.9","0,1111","-0.6","0,0430","-2.2","0,0429","-4.4","0,0331","-6.7","0,0330","-14.4","0,0326","    3396.8","8","      25.6","0,3,2","    3396.8","0","      30.0","0,3,2","      -5.6","0,3,2","      -5.6","0,3,2","       9.1","0,3,2","      12.0","0,3,2","    489.3"," ,0","      579"," ,0","      9.93","0","     17.94","0","      1.92","0","","","","","       340","X","       340","X","","","","","      23.7","X","      28.6","X","",""
"USW00023065","1997","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.5","X","    461.0","","     461.0","0","        85","0","        41","0","         4","0","       44","","        10","0","         4","0","       169","0","        42","0","       159","0","        40","0","       122"," ","        16"," ","        40"," ","  -27.2","0,0113, ","   406"," ,0,1027,+","   490"," ,0,1025, ","  43.4"," ,0,0806, ","   37.8","0,0725, ","0.0","0,1009","-7.8","0,1025","-7.8","0,1025","-7.8","0,1025","-12.2","0,1026","-1.7","0,0509","-2.2","0,0503","-11.1","0,0413","-11.1","0,0413","-11.1","0,0413","    3481.9","9","","","    3481.9","0","","","","","","","","","","","    474.8"," ,0","     1405"," ,0","      9.92","0","     17.31","0","      2.52","0","   188018","X","","","       270","X","       290","X","","","","","      27.3","X","      32.2","X","",""
"USW00023065","1998","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.3","X","    529.1","","     529.1","0","        78","0","        34","0","         5","0","       11","","         6","0","         6","0","       148","0","        21","0","       171","0","        47","0","       123"," ","        26"," ","        47"," ","  -25.0","0,1222, ","   127"," ,0,1220, ","    91"," ,0,1219, ","  64.5"," ,0,0708, ","   38.9","0,0626, ","0.0","0,1018","-2.8","0,1021","-6.1","0,1110","-7.8","0,1206","-9.4","0,1208","-1.1","0,0503","-2.2","0,0422","-4.4","0,0417","-7.8","0,0320","-8.9","0,0314","    3362.2","2","      27.2","0,3,2","    3362.2","0","      31.7","0,3,2","      -5.6","0,3,2","      -3.9","0,3,2","      10.4","0,3,2","      13.3","0,3,2","    465.9"," ,0","      398"," ,0","     11.12","0","     18.62","0","      3.62","0","","","","","       260","X","       260","X","","","","","      23.7","X","      27.7","X","",""
"USW00023065","1999","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.5","X","    473.1","","     473.1","0","        73","0","        41","0","         5","0","       10","","         7","0","         1","0","       162","0","        10","0","       173","0","        40","0","       104"," ","        25"," ","        42"," ","  -17.8","0,0103, ","   254"," ,0,0313, ","   239"," ,0,0312, ","  78.5"," ,0,0610, ","   37.8","0,0725, ","0.0","0,0928","-6.1","0,1017","-6.1","0,1017","-9.4","0,1102","-9.4","0,1102","0.0","0,0423","-5.6","0,0417","-5.6","0,0417","-14.4","0,0314","-14.4","0,0314","    3062.3","3","      26.1","0,3,2","    3062.3","0","      32.2","0,3,2","      -2.8","0,3,2","      -1.7","0,3,2","      10.1","0,3,2","      13.8","0,3,2","    516.0"," ,0","      604"," ,0","     11.33","0","     19.39","0","      3.26","0","   200531","X","","","       320","X","       310","X","","","","","      26.8","X","      31.7","X","",""
"USW00023065","2000","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.4","X","    639.1","","     639.1","0","        86","0","        45","0","         3","0","       16","","        10","0","         1","0","       167","0","        18","0","       171","0","        76","0","        98"," ","        14"," ","        44"," ","  -19.4","0,1211, ","    76"," ,0,0303, ","    76"," ,0,0302, ","  50.5"," ,0,1028, ","   39.4","0,0529, ","-1.1","0,0924","-4.4","0,1007","-4.4","0,1007","-6.7","0,1008","-8.9","0,1108","-1.1","0,0513","-5.6","0,0416","-5.6","0,0416","-7.2","0,0317","-10.0","0,0220","    2920.2","2","      25.6","0,3,2","    2920.2","0","      32.8","0,3,2","      -3.3","0,3,2","      -2.2","0,3,2","       9.6","0,3,2","      14.5","0,3,2","    472.7"," ,0","      570"," ,0","     11.10","0","     19.27","0","      2.93","0","   186880","X","","","       330","X","       320","X","","","","","      27.7","X","      31.7","X","",""
"USW00023065","2001","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.3","X","    639.8","","     639.8","0","        82","0","        43","0","         4","0","       37","","         9","0","         1","0","       152","0","        23","0","       170","0","        68","0","       121"," ","        34"," ","        43"," ","  -18.3","0,0210, ","   178"," ,0,0131,+","   155"," ,0,0113, ","  54.4"," ,0,0701, ","   38.9","0,0706,+","-3.3","0,1006","-3.3","0,1006","-4.4","0,1026","-11.1","0,1126","-11.1","0,1126","0.0","0,0525","-6.1","0,0417","-6.1","0,0417","-8.3","0,0316","-11.1","0,0228","    3484.9","9","      22.8","0,3,2","    3484.9","0","      31.1","0,3,2","      -3.9","0,3,2","      -1.7","0,3,2","       9.0","0,3,2","      14.8","0,3,2","    433.8"," ,0","      780"," ,0","     11.43","0","     19.14","0","      3.73","0","   190028","X","","","       350","X","       350","X","","","","","      24.6","X","      30.0","X","",""
"USW00023065","2002","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.6","X","    697.1","","     697.1","0","        64","0","        25","0","         1","0","","","","","         4","0","       166","0","        24","0","       174","0","        66","0","        74"," ","        16"," ","        39"," ","  -19.4","0,0302, ","","","","","  28.7"," ,0,0909, ","   41.1","0,0725,+","-0.6","0,1012","-2.8","0,1015","-5.6","0,1023","-7.2","0,1030","-8.9","0,1125","-2.8","0,0509","-2.8","0,0509","-5.6","0,0425","-7.8","0,0403","-8.9","0,0326","    3102.9","9","      26.7","0,3,2","    3102.9","0","      34.4","0,3,2","      -6.7","0,3,2","      -5.6","0,3,2","       9.6","0,3,2","      15.1","0,3,2","    252.1"," ,0","","","     11.30","0","     19.51","0","      3.10","0","   164676","W","","","       180","X","       350","X","","","","","      22.8","X","      27.7","X","",""
"USW00023065","2003","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.3","X","    591.9","","     591.9","0","        74","0","        35","0","         1","0","       21","","        10","0","         4","0","       142","0","        23","0","       178","0","        64","0","       125"," ","        33"," ","        55"," ","  -22.2","0,0223, ","   127"," ,0,0203, ","   135"," ,0,0203, ","  37.6"," ,0,0601, ","   40.6","0,0725, ","-3.3","0,1015","-3.3","0,1015","-5.0","0,1025","-9.4","0,1106","-9.4","0,1106","0.0","0,0421","-5.6","0,0408","-5.6","0,0408","-8.9","0,0310","-8.9","0,0310","    3157.1","1","","","    3157.1","0","","","","","","","","","","","    352.7"," ,0","      657"," ,0","     11.39","0","     19.42","0","      3.37","0","","","","","       310","X","       330","X","","","","","      21.5","X","      25.9","X","",""
"USW00023065","2004","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.3","X","    441.6","","     441.6","0","        81","0","        48","0","         4","0","       19","","         7","0","         5","0","       149","0","        16","0","       162","0","        39","0","       125"," ","        30"," ","        53"," ","  -22.8","0,1223,+","    76"," ,0,0412,+","    86"," ,0,0412, ","  37.3"," ,0,0722, ","   38.3","0,0607, ","-0.6","0,1013","-2.2","0,1025","-5.6","0,1102","-7.2","0,1103","-13.9","0,1129","-2.8","0,0514","-2.8","0,0514","-5.6","0,0413","-7.8","0,0412","-9.4","0,0225","    3056.0","0","      24.4","0,3,2","    3056.0","0","      31.7","0,3,2","      -5.6","0,3,2","      -1.7","0,3,2","       9.3","0,3,2","      14.5","0,3,2","    546.9"," ,0","      541"," ,0","     11.20","0","     18.87","0","      3.52","0","","","","","        10","X","        10","X","","","","","      27.3","X","      34.0","X","",""
"USW00023065","2005","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.3","X","    605.4","","     605.4","0","        82","0","        35","0","         3","0","       15","","         7","0","         4","0","       150","0","        24","0","       178","0","        64","0","       131"," ","        27"," ","        53"," ","  -23.9","0,1208, ","    76"," ,0,1129,+","    51"," ,0,0411,+","  43.7"," ,0,1010, ","   42.8","0,0720, ","-0.6","0,1005","-2.8","0,1006","-5.6","0,1007","-7.8","0,1115","-9.4","0,1129","-3.3","0,0502","-3.3","0,0502","-4.4","0,0401","-10.6","0,0319","-10.6","0,0319","    3071.3","3","      26.7","0,3,2","    3071.3","0","      33.3","0,3,2","     -13.9","0,3,2","      -3.3","0,3,2","       9.7","0,3,2","      15.1","0,3,2","    409.2"," ,0","      337"," ,0","     11.65","0","     19.60","0","      3.71","0","","","","","       330","X","       330","X","","","","","      23.7","X","      28.6","X","",""
"USW00023065","2006","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","W","    603.0","","     603.0","0","        79","0","        39","0","         8","0","       26","","         6","0","         4","0","       159","0","        19","0","       174","0","        60","0","       101"," ","        25"," ","        49"," ","  -20.6","0,0217, ","   508"," ,0,1231,+","   429"," ,0,1229, ","  62.2"," ,0,0616, ","   39.4","0,0719, ","-1.1","0,1013","-2.8","0,1018","-4.4","0,1030","-7.8","0,1031","-9.4","0,1128","0.0","0,0512","-5.0","0,0426","-5.0","0,0426","-12.2","0,0324","-12.2","0,0324","    2866.2","2","      26.1","0,3,2","    2866.2","0","      33.9","0,3,2","      -6.1","0,3,2","      -1.7","0,3,2","       9.2","0,3,2","      15.0","0,3,2","    630.2"," ,0","     1212"," ,0","     11.49","0","     19.55","0","      3.44","0","","","","","       280","X","       310","X","","","","","      24.6","X","      28.6","X","",""
"USW00023065","2007","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.3","W","    614.2","","     614.2","0","        79","0","        35","0","         2","0","       89","","        13","0","         9","0","       145","0","        50","0","       187","0","        54","0","       141"," ","        35"," ","        47"," ","  -25.0","0,0215, ","   457"," ,0,0102,+","   155"," ,0,0120, ","  42.9"," ,0,0328, ","   38.9","0,0820, ","-0.6","0,1015","-2.2","0,1016","-5.0","0,1105","-9.4","0,1106","-9.4","0,1106","-1.1","0,0426","-2.8","0,0414","-7.8","0,0412","-7.8","0,0412","-9.4","0,0225","    3501.1","1","      24.4","0,3,2","    3501.1","0","      36.7","0,3,2","     -12.8","0,3,2","      -4.4","0,3,2","       8.4","0,3,2","      16.0","0,3,2","    384.2"," ,0","     1009"," ,0","     10.57","0","     17.97","0","      3.17","0","","","","","       340","X","       340","X","","","","","      21.0","X","      26.8","X","",""
"USW00023065","2008","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.5","W","    472.9","","     472.9","0","        82","0","        35","0","         6","0","       22","","         6","0","         7","0","       163","0","        22","0","       168","0","        40","0","       120"," ","        27"," ","        45"," ","  -23.3","0,1215, ","   203"," ,0,0206, ","   132"," ,0,0410, ","  55.9"," ,0,0807, ","   40.6","0,0802,+","-1.1","0,1023","-3.9","0,1024","-4.4","0,1026","-8.9","0,1120","-8.9","0,1120","-2.2","0,0511","-2.2","0,0511","-4.4","0,0427","-8.9","0,0323","-8.9","0,0323","    3338.7","7","","","    3338.7","0","","","","","","","","","","","    519.4"," ,0","      651"," ,0","     10.47","0","     18.38","0","      2.56","0","","","","","       320","X","       320","X","","","","","      23.7","X","      28.6","X","",""
"USW00023065","2009","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","W","    390.4","","     390.4","0","       105","0","        51","0","         5","0","       29","","        12","0","         6","0","       164","0","        26","0","       165","0","        34","0","       158"," ","        27"," ","        54"," ","  -24.4","0,1209, ","   152"," ,0,1209, ","   130"," ,0,1208, ","  47.5"," ,0,1021, ","   37.8","0,0807, ","0.0","0,1002","-4.4","0,1009","-4.4","0,1009","-6.7","0,1010","-11.7","0,1202","-1.1","0,0411","-6.1","0,0410","-6.1","0,0410","-7.2","0,0406","-12.2","0,0328","    3147.3","3","","","    3147.3","0","","","","","","","","","","","    576.2"," ,0","      930"," ,0","     10.12","0","     17.66","0","      2.58","0","","","","","       330","X","       340","X","","","","","      26.8","X","      32.2","X","",""
"USW00023065","2010","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","W","    592.0","","     592.0","0","        76","0","        31","0","         8","0","       13","","         8","0","         4","0","       161","0","        16","0","       167","0","        59","0","       137"," ","        41"," ","        43"," ","  -21.1","0,0108,+","   127"," ,0,0222, ","    61"," ,0,0220, ","  44.2"," ,0,0804, ","   38.9","0,0717,+","0.0","0,1013","-2.8","0,1027","-5.0","0,1028","-7.8","0,1105","-10.0","0,1122","-1.1","0,0513","-3.9","0,0427","-4.4","0,0402","-6.7","0,0325","-8.9","0,0320","    3533.7","7","","","    3533.7","0","","","","","","","","","","","    494.9"," ,0","      405"," ,0","     11.05","0","     19.02","0","      3.09","0","","","","","       190","X","       340","X","","","","","      25.9","X","      34.9","X","",""
"USW00023065","2011","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","W","    606.2","","     606.2","X","        74","X","        37","X","         4","X","       40","","        10","X","        12","X","       155","X","        23","X","       163","X","        62","X","       100"," ","        36"," ","        44"," ","  -25.0","X,0202, ","   178"," ,X,1204, ","   165"," ,X,1203, ","  38.1"," ,X,0524, ","   38.9","X,0823,+","-1.1","X,1019","-2.2","X,1026","-5.6","X,1027","-8.9","X,1103","-8.9","X,1103","-1.1","X,0516","-3.3","X,0416","-8.3","X,0325","-8.3","X,0325","-12.2","X,0309","    3264.9","9","      25.0","7,3,2","    3264.9","X","      28.3","7,3,2","      -2.2","7,3,2","      -1.7","7,3,2","      10.2","7,3,2","      12.5","7,3,2","    490.8"," ,X","      859"," ,X","     10.78","X","     18.86","X","      2.69","X","","","","","       270","X","       270","X","","","","","      29.9","X","      35.3","X","",""
"USW00023065","2012","39.36729","-101.69322","1110.5","GOODLAND RENNER FIELD, KS US","       5.2","X","    725.1","","     725.1","X","        57","X","        25","X","         2","X","       12","","         5","X","         5","X","       140","X","        12","X","       196","X","        78","X","        54"," ","        18"," ","        38"," ","  -23.3","X,1226, ","   102"," ,X,1226,+","   107"," ,X,1225,+","  31.0"," ,X,0708, ","   43.3","X,0627,+","-0.6","X,1004","-2.8","X,1007","-5.6","X,1026","-6.7","X,1027","-11.7","X,1111","-1.1","X,0416","-6.1","X,0309","-6.1","X,0309","-7.8","X,0308","-8.9","X,0303","    2833.8","8","      25.0","7,3,2","    2833.8","X","      27.8","7,3,2","      -1.7","7,3,2","      -1.1","7,3,2","      11.4","7,3,2","      14.0","7,3,2","    243.5"," ,X","      400"," ,X","     12.59","X","     21.54","X","      3.64","X","","","","","       170","X","       320","X","","","","","      21.9","X","      27.3","X","",""
