"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"USC00204075","1905","43.0","-85.08333","244.1","IONIA, MI US","         2"," "
"USC00204075","1910","43.0","-85.08333","244.1","IONIA, MI US","         2"," "
"USC00204075","1916","43.0","-85.08333","244.1","IONIA, MI US","         2"," "
"USC00204075","1918","43.0","-85.08333","244.1","IONIA, MI US","         1"," "
"USC00204075","1921","43.0","-85.08333","244.1","IONIA, MI US","         1"," "
"USC00204075","1923","43.0","-85.08333","244.1","IONIA, MI US","         2"," "
"USC00204075","1924","43.0","-85.08333","244.1","IONIA, MI US","         2"," "
"USC00204075","1925","43.0","-85.08333","244.1","IONIA, MI US","         4"," "
"USC00204075","1926","43.0","-85.08333","244.1","IONIA, MI US","         3"," "
"USC00204075","1927","43.0","-85.08333","244.1","IONIA, MI US","         2"," "
"USC00204075","1928","43.0","-85.08333","244.1","IONIA, MI US","         2"," "
"USC00204075","1929","43.0","-85.08333","244.1","IONIA, MI US","         1"," "
"USC00204075","1930","43.0","-85.08333","244.1","IONIA, MI US","         1"," "
"USC00204075","1932","43.0","-85.08333","244.1","IONIA, MI US","         1"," "
"USC00204075","1933","43.0","-85.08333","244.1","IONIA, MI US","         2"," "
