"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA00611K661","1990","44.5167","-79.1","236.0","GAMEBRIDGE, ON CA","       142","C","        87","C","         2","C","        16","C","   198"," ,C,0203, ","  29.4"," ,C,0311, ","    895.6"," ,C","     1495"," ,C"
"CA00611K661","1991","44.5167","-79.1","236.0","GAMEBRIDGE, ON CA","","","","","","","        13","C","   220"," ,C,0131, ","","","","","     1525"," ,C"
