"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076773","1977","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    644.4","","     644.4","m","        78","m","        50","m","         5","m","         0","m","         0","m","         0","m","       352","m","        21","m","    2.2","m,1220,+","  43.9"," ,m,0827, ","   35.6","m,0331, ","","","","","","","","","    694.5"," ,m","     19.71","m","     27.73","m","     11.70","m"
"MXM00076773","1978","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    837.2","","     837.2","m","        70","m","        44","m","         2","m","         0","m","         0","m","         0","m","       362","m","        37","m","    3.9","m,0210, ","  47.0"," ,m,0604, ","   35.6","m,0509, ","","","","","     151.6","6","     151.6","m","    501.7"," ,m","     20.36","m","     27.96","m","     12.76","m"
"MXM00076773","1979","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    821.6","","     821.6","m","        73","m","        52","m","         4","m","         0","m","         0","m","         0","m","       353","m","        30","m","    3.3","m,0104, ","  67.1"," ,m,0905, ","   37.8","m,0323, ","","","","","      93.1","1","      93.1","m","    602.6"," ,m","     20.32","m","     28.00","m","     12.64","m"
"MXM00076773","1980","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    906.8","","     906.8","m","        71","m","        43","m","         4","m","         0","m","         1","m","         0","m","       360","m","        26","m","   -0.6","m,1219, ","  41.1"," ,m,0924,+","   35.0","m,0310, ","-0.6","m,1219","","","      66.6","6","      66.6","m","    593.6"," ,m","     20.42","m","     28.15","m","     12.67","m"
"MXM00076773","1981","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    697.4","","     697.4","m","        82","m","        56","m","        11","m","         0","m","         1","m","         0","m","       358","m","        22","m","    0.0","m,0103, ","  83.6"," ,m,0726, ","   35.0","m,0405, ","","","0.0","m,0103","     234.0","0","     234.0","m","    960.3"," ,m","     19.64","m","     27.29","m","     11.98","m"
"MXM00076773","1982","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    923.8","","     923.8","m","        61","m","        35","m","         2","m","         0","m","         0","m","         0","m","       365","m","        51","m","    1.7","m,1220,+","  36.6"," ,m,1008, ","   35.0","m,0404,+","","","","","     131.9","9","     131.9","m","    461.4"," ,m","     20.62","m","     28.90","m","     12.34","m"
"MXM00076773","1983","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    831.2","","     831.2","m","        59","m","        46","m","         7","m","         0","m","         0","m","         0","m","       364","m","        44","m","    0.6","m,0124, ","  47.5"," ,m,0607, ","   35.6","m,0522,+","","","","","     172.8","8","     172.8","m","    693.0"," ,m","     20.20","m","     28.12","m","     12.28","m"
"MXM00076773","1984","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    663.3","","     663.3","m","        91","m","        60","m","         2","m","         0","m","         3","m","         0","m","       361","m","        26","m","    0.0","m,1226,+","  43.4"," ,m,0704, ","   35.6","m,0429, ","0.0","m,1210","","","      86.9","9","      86.9","m","    713.8"," ,m","     19.65","m","     27.46","m","     11.85","m"
"MXM00076773","1985","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    583.2","","     583.2","m","        80","m","        61","m","         6","m","         0","m","         0","m","         0","m","       363","m","         4","m","    5.0","m,1215, ","  41.7"," ,m,0929, ","   33.9","m,0428, ","","","","","     196.4","4","     196.4","m","    825.6"," ,m","     19.58","m","     27.27","m","     11.90","m"
"MXM00076773","1987","17.8","-97.7667","1583.7","HUAJUAPAN DE LEON DGE, MX","    846.4","","     846.4","m","        61","m","        41","m","         9","m","         0","m","         2","m","         0","m","       362","m","        23","m","   -1.1","m,0210,+","  71.9"," ,m,0929, ","   34.4","m,0327,+","","","-1.1","m,0210","","","","","    833.6"," ,m","     20.34","m","     28.72","m","     11.96","m"
