"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00177336","2010","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    252.2","","     252.2","K","       139","K","        90","K","        19","K","       96","","        20","K","         7","K","       161","K","        52","K","       119","K","         9","K","","","  -21.1","K,0131,+","   406"," ,K,0120,+","   277"," ,K,1227, ","  82.6"," ,K,1213, ","   33.9","K,0708,+","0.0","0,0922","-2.8","0,1019","-6.1","0,1103","-6.7","0,1125","-8.9","0,1128","-2.2","0,0513","-2.2","0,0513","-7.8","0,0328","-7.8","0,0328","-10.6","0,0327","","","","","   1428.8"," ,K","     1659"," ,K","      8.07","K","     13.61","K","      2.54","K"
"USC00177336","2011","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    197.0","","     197.0","7","       146","7","        94","7","        13","7","      113","","        25","7","        22","7","       167","7","        56","7","       115","7","         4","7","","","  -27.8","7,0204, ","   635"," ,7,0208,+","   254"," ,7,0113, ","  74.2"," ,7,0822, ","   33.9","7,0723, ","0.0","7,1006","-2.2","7,1007","-4.4","7,1029","-7.2","7,1106","-9.4","7,1122","-0.6","7,0502","-2.8","7,0423","-5.6","7,0416","-6.7","7,0408","-8.9","7,0326","    4455.5","5","    4455.5","7","   1304.2"," ,7","     2495"," ,7","      7.07","7","     13.17","7","      0.96","7"
"USC00177336","2012","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    209.2","","     209.2","7","       143","7","        90","7","        14","7","       84","","        19","7","        10","7","       170","7","        46","7","       121","7","         7","7","","","  -27.8","7,0122, ","   432"," ,7,1231,+","   198"," ,7,0225, ","  88.1"," ,7,0603, ","   33.9","7,0622, ","0.0","7,0928","-2.8","7,1013","-4.4","7,1106","-9.4","7,1107","-9.4","7,1107","-0.6","7,0512","-3.9","7,0429","-6.7","7,0401","-6.7","7,0401","-8.9","7,0328","    3917.7","7","    3917.7","7","   1319.1"," ,7","     1997"," ,7","      7.69","7","     13.86","7","      1.51","7"
"USC00177336","2013","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    166.4","","     166.4","7","       135","7","        84","7","        10","7","      117","","        23","7","        19","7","       189","7","        66","7","       116","7","         7","7","","","  -27.2","7,1218, ","   432"," ,7,1231,+","   305"," ,7,1215, ","  66.3"," ,7,0702, ","   33.3","7,0912,+","0.0","7,0917","-3.3","7,1026","-6.7","7,1029","-6.7","7,1029","-9.4","7,1121","-2.2","7,0515","-2.2","7,0515","-4.4","7,0424","-6.7","7,0406","-9.4","7,0322","    4377.1","1","    4377.1","7","   1148.8"," ,7","     2275"," ,7","      6.07","7","     12.06","7","      0.07","7"
"USC00177336","2014","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    118.2","","     118.2","7","       131","7","        82","7","        13","7","      147","","        29","7","        46","7","       181","7","        76","7","       109","7","         1","7","","","  -30.6","7,0104, ","   813"," ,7,0320, ","   330"," ,7,0214, ","  93.5"," ,7,0703, ","   32.2","7,0703, ","-0.6","7,0915","-2.2","7,0919","-4.4","7,1111","-8.3","7,1116","-9.4","7,1119","-0.6","7,0509","-5.6","7,0420","-5.6","7,0420","-7.2","7,0418","-11.1","7,0328","    4935.1","1","    4935.1","7","   1354.9"," ,7","     2640"," ,7","      5.40","7","     11.42","7","     -0.61","7"
"USC00177336","2015","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    149.3","","     149.3","7","       124","7","        79","7","        10","7","      103","","        23","7","        45","7","       182","7","        70","7","       117","7","         1","7","","","  -27.2","7,0225,+","   711"," ,7,0131, ","   381"," ,7,0128, ","  71.6"," ,7,1001, ","   32.2","7,0819, ","0.0","7,0927","-3.9","7,1018","-6.1","7,1019","-6.7","7,1020","-8.9","7,1125","0.0","7,0524","-2.8","7,0420","-4.4","7,0416","-7.2","7,0408","-8.9","7,0403","    4947.5","5","    4947.5","7","   1057.0"," ,7","     2143"," ,7","      5.52","7","     11.89","7","     -0.85","7"
"USC00177336","2016","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    152.4","","     152.4","7","       113","7","        76","7","        11","7","      102","","        22","7","        19","7","       181","7","        57","7","       118","7","         1","7","","","  -27.2","7,1221,+","   457"," ,7,1231,+","   406"," ,7,1230, ","  47.8"," ,7,1022, ","   32.8","7,0812, ","-1.1","7,0926","-3.9","7,1015","-6.1","7,1101","-6.7","7,1129","-10.0","7,1205","0.0","7,0511","-5.6","7,0430","-5.6","7,0430","-7.2","7,0410","-10.6","7,0407","    4238.5","5","    4238.5","7","    997.0"," ,7","     1904"," ,7","      6.72","7","     13.01","7","      0.42","7"
"USC00177336","2017","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    128.3","","     128.3","7","       129","7","        92","7","        13","7","      126","","        27","7","        19","7","       172","7","        69","7","       121","7","         4","7","","","  -26.1","7,1231,+","  1321"," ,7,0217,+","   432"," ,7,0315, ","  62.2"," ,7,1030, ","   32.8","7,0613,+","-1.1","7,1001","-2.2","7,1017","-5.6","7,1108","-7.8","7,1109","-8.9","7,1112","0.0","7,0521","-2.2","7,0509","-4.4","7,0415","-12.8","7,0326","-12.8","7,0326","    4395.9","9","    4395.9","7","   1267.1"," ,7","     3057"," ,7","      6.26","7","     12.22","7","      0.30","7"
"USC00177336","2018","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    191.8","","     191.8","7","       133","7","        89","7","         8","7","      166","","        30","7","        19","7","       185","7","        73","7","       114","7","         5","7","","","  -27.2","7,0209, ","  1016"," ,7,0319,+","   546"," ,7,0314, ","  49.5"," ,7,1222, ","   35.0","7,0706,+","0.0","7,1014","-2.2","7,1015","-4.4","7,1105","-7.8","7,1112","-10.0","7,1114","-1.1","7,0513","-2.8","7,0512","-5.0","7,0423","-7.2","7,0410","-9.4","7,0406","    4564.8","8","    4564.8","7","   1117.8"," ,7","     3074"," ,7","      5.91","7","     11.88","7","     -0.07","7"
"USC00177336","2019","44.49404","-70.65627","192.0","RUMFORD 6 SW, ME US","    115.1","","     115.1","7","       136","7","        88","7","        10","7","      152","","        29","7","        28","7","       181","7","        73","7","        97","7","         1","7","","","  -25.6","7,0129, ","   864"," ,7,0314, ","   279"," ,7,0120, ","  51.3"," ,7,0808, ","   32.8","7,0721, ","-0.6","7,0919","-2.2","7,1016","-4.4","7,1104","-9.4","7,1109","-9.4","7,1109","-2.8","7,0509","-2.8","7,0509","-4.4","7,0419","-7.2","7,0406","-9.4","7,0402","    4863.4","4","    4863.4","7","   1257.1"," ,7","     2825"," ,7","      5.23","7","     11.36","7","     -0.90","7"
