"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00328049","1980","48.98333","-101.96667","488.0","SHERWOOD 15 W, ND US","         5"," "
"USC00328049","1981","48.98333","-101.96667","488.0","SHERWOOD 15 W, ND US","         2"," "
