"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SFM00068262","1977","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","        65","S","        49","S","        10","S","","","","","","","","","","","","","  40.9"," ,S,0312, ","","","","","","","","","    722.3"," ,S","","","","","",""
"SFM00068262","1978","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","        69","S","        43","S","         8","S","","","","","","","","","","","",""," 169.9"," ,S,0122, ","","","","","","","","","    881.1"," ,S","","","","","",""
"SFM00068262","1979","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","        70","S","        44","S","         5","S","","","","","","","","","","","","","  59.9"," ,S,1022, ","","","","","","","","","    540.5"," ,S","","","","","",""
"SFM00068262","1980","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","        69","S","        49","S","         5","S","","","","","","","","","","","","","  59.9"," ,S,0108, ","","","","","","","","","    645.1"," ,S","","","","","",""
"SFM00068262","1981","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","        71","S","        44","S","         3","S","","","","","","","","","","","","","  43.9"," ,S,0125, ","","","","","","","","","    489.5"," ,S","","","","","",""
"SFM00068262","1982","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       292","S","        27","S","","","","","   34.0","S,1229,+","","","","","","","","","","","     26.24","S","",""
"SFM00068262","1983","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       286","S","        29","S","","","","","   36.3","S,0228,+","","","","","","","","","","","     26.53","S","",""
"SFM00068262","1984","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       299","S","        33","S","","","","","   38.0","S,0309, ","","","","","","","","","","","     26.33","S","",""
"SFM00068262","1985","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       305","S","        21","S","","","","","   33.9","S,1115,+","","","","","","","","","","","     26.29","S","",""
"SFM00068262","1986","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       313","S","         9","S","","","","","   33.2","S,0114, ","","","","","","","","","","","     26.20","S","",""
"SFM00068262","1987","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       294","S","        22","S","","","","","   34.0","S,0221,+","","","","","","","","","","","     26.21","S","",""
"SFM00068262","1988","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       292","S","        16","S","","","","","   34.9","S,0205,+","","","","","","","","","","","     25.97","S","",""
"SFM00068262","1990","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       305","S","        15","S","","","","","   35.5","S,1115,+","","","","","","","","","","","     26.33","S","",""
"SFM00068262","1991","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       314","S","        20","S","","","","","   33.6","S,1007, ","","","","","","","","","","","     26.09","S","",""
"SFM00068262","1992","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       326","S","        70","S","","","","","   36.5","S,1205,+","","","","","","","","","","","     27.78","S","",""
"SFM00068262","1993","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       332","S","        22","S","","","","","   36.2","S,0109,+","","","","","","","","","","","     26.93","S","",""
"SFM00068262","1994","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","       106","S","        60","S","         5","S","","","","","         0","S","       307","S","        20","S","","","  62.2"," ,S,0213, ","   34.9","S,1215,+","","","","","","","    755.2"," ,S","","","     26.20","S","",""
"SFM00068262","1995","-25.733","28.183","1322.0","PRETORIA MET, SF","    914.6","","     914.6","S","       111","S","        61","S","         5","S","         0","S","         1","S","         0","S","       304","S","        44","S","    0.0","S,0524, ","  49.5"," ,S,0325, ","   35.3","S,0130,+","0.0","S,0524","     604.3","3","     604.3","S","    732.8"," ,S","     19.19","S","     26.21","S","     12.17","S"
"SFM00068262","1996","-25.733","28.183","1322.0","PRETORIA MET, SF","    775.3","","     775.3","S","       126","S","        79","S","         6","S","         0","S","         5","S","         0","S","       315","S","         9","S","   -1.1","S,0701, ","  56.4"," ,S,0215, ","   33.1","S,0104,+","0.0","S,0529","     592.2","2","     592.2","S","    914.2"," ,S","     18.89","S","     25.75","S","     12.04","S"
"SFM00068262","1999","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       328","S","        41","S","","","","","   36.2","S,0303,+","","","","","","","","","","","     27.49","S","",""
"SFM00068262","2000","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       307","S","         9","S","","","","","   34.1","S,1020,+","","","","","","","","","","","     25.80","S","",""
"SFM00068262","2001","-25.733","28.183","1322.0","PRETORIA MET, SF","","","","","","","","","","","","","","","         0","S","       330","S","        41","S","","","","","   37.4","S,0112,+","","","","","","","","","","","     27.11","S","",""
