"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA00110FK0M","1988","49.0167","-123.5833","3.0","PORLIER PASS LIGHT STATION, BC CA","","","","","       143","C","        95","C","         3","C","        0","","         0","C","","","","","","","","","","","","","     0"," ,C,1231,+","     0","T,C,1224,+","  30.9"," ,C,1105, ","","","","","","","","","","","","","","","","","","","    846.1"," ,C","        0","T,C","","","","","",""
"CA00110FK0M","1989","49.0167","-123.5833","3.0","PORLIER PASS LIGHT STATION, BC CA","","","","","       131","C","        85","C","         1","C","       11","","         6","C","","","","","","","","","","","","","   180"," ,C,0302, ","   150"," ,C,0301, ","  36.2"," ,C,1203, ","","","","","","","","","","","","","","","","","","","    718.5"," ,C","      555"," ,C","","","","","",""
"CA00110FK0M","1990","49.0167","-123.5833","3.0","PORLIER PASS LIGHT STATION, BC CA","","","","","","","","","","","","","         3","C","","","","","","","","","","","","","","","   140"," ,C,0131, ","","","","","","","","","","","","","","","","","","","","","","","      306"," ,C","","","","","",""
"CA00110FK0M","1991","49.0167","-123.5833","3.0","PORLIER PASS LIGHT STATION, BC CA","","","","","","","","","","","        7","","         2","C","","","","","","","","","","","","","   340"," ,C,0109, ","   100"," ,C,0301, ","","","","","","","","","","","","","","","","","    2670.2","2","    2670.2","C","","","      160"," ,C","","","","","",""
"CA00110FK0M","1992","49.0167","-123.5833","3.0","PORLIER PASS LIGHT STATION, BC CA","     73.1","","      73.1","C","       147","C","        90","C","         4","C","        5","","         0","C","         0","C","         6","C","         3","C","        62","C","         0","C","   -4.0","C,1230, ","   160"," ,C,1229, ","     0"," ,C,1231,+","  53.4"," ,C,0129, ","   30.0","C,0623, ","0.0","C,1218","-3.0","C,1228","","","","","","","","","","","","","    984.2"," ,C","        0"," ,C","     11.72","C","     14.82","C","      8.62","C"
"CA00110FK0M","1993","49.0167","-123.5833","3.0","PORLIER PASS LIGHT STATION, BC CA","     28.5","","      28.5","C","       140","C","        85","C","         2","C","","","         1","C","         0","C","        30","C","         1","C","        44","C","         0","C","   -6.0","C,0107, ","","","   100"," ,C,1121, ","  40.0"," ,C,1209, ","   29.0","C,0512, ","-3.0","C,1122","-3.0","C,1122","-5.0","C,1123","-1.0","C,0226","-4.0","C,0113","-6.0","C,0107","    2751.5","5","    2751.5","C","    766.3"," ,C","      120"," ,C","     10.87","C","     13.90","C","      7.84","C"
"CA00110FK0M","1994","49.0167","-123.5833","3.0","PORLIER PASS LIGHT STATION, BC CA","     44.3","","      44.3","C","       154","C","        92","C","         3","C","        1","","         3","C","         0","C","         7","C","         0","C","        69","C","         0","C","   -3.0","C,1204, ","    50"," ,C,0225, ","    66"," ,C,0224, ","  39.4"," ,C,1225, ","   30.0","C,0722, ","-1.0","C,1203","-3.0","C,1204","","","-1.0","C,0225","","","","","    2590.5","5","    2590.5","C","    976.3"," ,C","      169"," ,C","     11.40","C","     14.45","C","      8.34","C"
"CA00110FK0M","1995","49.0167","-123.5833","3.0","PORLIER PASS LIGHT STATION, BC CA","     69.0","","      69.0","C","       158","C","        88","C","         8","C","        1","","         2","C","         0","C","        16","C","         0","C","        71","C","         0","C","   -2.5","C,1209,+","    50"," ,C,0215, ","    85"," ,C,0214, ","  44.4"," ,C,1107, ","   30.0","C,0717, ","0.0","C,1205","-2.5","C,1208","","","0.0","C,0305","","","","","    2507.8","8","    2507.8","C","   1143.3"," ,C","      123"," ,C","     11.67","C","     14.86","C","      8.49","C"
