"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TH000048400","1951","15.8","100.167","35.0","NAKHON SAWAN, TH","   3694.0","","    3694.0","G","        99","I","        71","I","        17","I","         0","G","         0","G","         0","G","       365","G","       271","G","    9.6","G,0103, "," 147.0"," ,I,1007, ","   41.7","G,0411, ","","","","","   1447.7"," ,I","     28.45","G","     34.15","G","     22.76","G"
"TH000048400","1952","15.8","100.167","35.0","NAKHON SAWAN, TH","   3699.6","","    3699.6","G","       100","I","        78","I","        16","I","         0","G","         0","G","         0","G","       366","G","       271","G","   11.3","G,1213, "," 119.6"," ,I,1018, ","   41.0","G,0503, ","       0.0","0","       0.0","G","   1349.9"," ,I","     28.46","G","     34.22","G","     22.69","G"
"TH000048400","1953","15.8","100.167","35.0","NAKHON SAWAN, TH","","","","","       108","I","        81","I","        18","I","","","","","","","","","","","","","  71.4"," ,I,0926, ","","","","","","","   1481.6"," ,I","","","","","",""
"TH000048400","1954","15.8","100.167","35.0","NAKHON SAWAN, TH","","","","","        92","I","        71","I","         7","I","","","","","","","","","","","","","  73.6"," ,I,0524, ","","","","","","","    959.5"," ,I","","","","","",""
"TH000048400","1955","15.8","100.167","35.0","NAKHON SAWAN, TH","   3241.3","","    3241.3","G","        95","I","        74","I","        16","I","         0","G","         0","G","         0","G","       364","G","       206","G","    6.1","G,0113, ","  73.2"," ,I,0918, ","   40.0","G,0417, ","","","","","   1311.8"," ,I","     27.23","G","     32.62","G","     21.84","G"
"TH000048400","1956","15.8","100.167","35.0","NAKHON SAWAN, TH","   3239.6","","    3239.6","G","       111","I","        90","I","        13","I","         0","G","         0","G","         0","G","       366","G","       201","G","   10.9","G,0128,+","  69.9"," ,I,1014, ","   39.8","G,0410,+","       0.1","1","       0.1","G","   1348.4"," ,I","     27.19","G","     32.64","G","     21.74","G"
"TH000048400","1957","15.8","100.167","35.0","NAKHON SAWAN, TH","   3613.4","","    3613.4","G","","","","","","","         0","G","         0","G","         0","G","       364","G","       252","G","   14.0","G,0122, ","","","   41.8","G,0518, ","       0.0","0","       0.0","G","","","     28.25","G","     33.87","G","     22.63","G"
"TH000048400","1958","15.8","100.167","35.0","NAKHON SAWAN, TH","   3666.1","","    3666.1","G","        80","I","        61","I","        11","I","         0","G","         0","G","         0","G","       365","G","       271","G","   13.9","G,1210, ","  55.4"," ,I,0415, ","   41.4","G,0511, ","       0.0","0","       0.0","G","    901.4"," ,I","     28.37","G","     34.24","G","     22.51","G"
"TH000048400","1959","15.8","100.167","35.0","NAKHON SAWAN, TH","   3716.9","","    3716.9","G","        87","I","        65","I","        13","I","         0","G","         0","G","         0","G","       365","G","       281","G","   13.3","G,0114, ","  54.9"," ,I,0226, ","   41.0","G,0617, ","       0.0","0","       0.0","G","   1123.5"," ,I","     28.53","G","     34.36","G","     22.71","G"
"TH000048400","1960","15.8","100.167","35.0","NAKHON SAWAN, TH","   3741.4","","    3741.4","G","        80","I","        55","I","        11","I","         0","G","         0","G","         0","G","       362","G","       263","G","    8.8","G,0104, ","  77.4"," ,I,0715, ","   41.5","G,0428,+","       0.0","0","       0.0","G","    887.1"," ,I","     28.69","G","     34.25","G","     23.12","G"
