"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SP000008027","1918","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","    115.8","","     115.8","G","       156","I","       104","I","         4","I","         0","G","         4","G","         0","G","        43","G","         3","G","   -1.4","G,0109, ","  36.0"," ,I,1017, ","   34.5","G,0915, ","","","","","","","","","-0.2","G,0110","","","","","","","","","","","","","   1099.0"," ,I","     12.62","G","     15.04","G","     10.20","G"
"SP000008027","1929","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","    175.6","","     175.6","E","       171","E","       113","E","        11","E","         0","E","        14","E","         0","E","        93","E","         0","E","   -7.3","E,0213, ","  73.3"," ,E,1004, ","   31.4","E,0715, ","","","","","","","","","-2.1","E,0302","-3.0","E,0301","-7.3","E,0213","-7.3","E,0213","","","    1749.0","0","    1749.0","E","   1427.1"," ,E","     13.49","E","     16.69","E","     10.29","E"
"SP000008027","1930","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","","","","","       201","E","       139","E","        21","E","","","","","         0","E","        76","E","         7","E","","","  63.2"," ,E,1127, ","   35.0","E,0825, ","","","","","","","","","","","","","","","","","","","","","","","   1974.1"," ,E","","","     16.52","E","",""
"SP000008027","1931","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","     96.6","","      96.6","E","       176","E","       125","E","        25","E","         0","E","        15","E","         0","E","        67","E","         1","E","   -3.3","E,1220, ","  64.4"," ,E,1024, ","   33.8","E,0613, ","-0.4","E,1218","-3.3","E,1220","","","","","-1.6","E,0311","-2.7","E,0110","","","","","","","    1801.3","3","    1801.3","E","   1909.5"," ,E","     12.62","E","     15.76","E","      9.48","E"
"SP000008027","1932","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","    167.2","","     167.2","E","       197","E","       137","E","        14","E","         0","E","        11","E","         1","E","        62","E","         3","E","   -6.0","E,0212, ","  61.5"," ,E,0910, ","   33.8","E,0820, ","","","","","","","","","-0.2","E,0229","-3.4","E,0214","-6.0","E,0212","","","","","    2196.3","3","    2196.3","E","   1624.6"," ,E","     13.02","E","     16.04","E","     10.00","E"
"SP000008027","1933","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","    180.1","","     180.1","E","       180","E","       123","E","        15","E","         0","E","        17","E","         4","E","        91","E","         2","E","   -5.8","E,0125, ","  97.5"," ,E,1023, ","   34.8","E,0810, ","-3.8","E,1216","-3.8","E,1216","-4.8","E,1217","","","-0.6","E,0224","-2.7","E,0222","-5.8","E,0125","","","","","    1859.8","8","    1859.8","E","   1875.2"," ,E","     12.81","E","     15.81","E","      9.80","E"
"SP000008027","1934","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","    133.9","","     133.9","E","       173","E","       110","E","         7","E","         0","E","        10","E","         1","E","        72","E","         2","E","   -4.8","E,0204,+","  67.7"," ,E,1107, ","   34.1","E,0717, ","","","","","","","","","-0.2","E,0302","-4.8","E,0204","-4.8","E,0204","","","","","    2117.3","3","    2117.3","E","   1222.9"," ,E","     12.86","E","     15.91","E","      9.81","E"
"SP000008027","1935","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","","","","","       187","E","       109","E","        17","E","         0","E","        21","E","         0","E","        62","E","         1","E","   -5.4","E,0209, ","  84.9"," ,E,0504, ","   32.2","E,0921, ","-0.7","E,1211","-2.5","E,1214","","","","","-0.3","E,0311","-2.2","E,0310","-5.2","E,0210","","","","","","","","","   1641.2"," ,E","     12.41","E","     15.49","E","      9.33","E"
"SP000008027","1936","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","","","","","       184","E","       115","E","        14","E","","","","","","","","","","","","","  47.0"," ,E,0706, ","","","","","","","","","","","","","","","","","","","","","    1897.7","7","    1897.7","E","   1423.2"," ,E","","","","","",""
"SP000008027","1937","43.3075","-2.0392","251.0","SAN SEBASTIAN IGUELDO, SP","    110.9","","     110.9","E","       165","E","       117","E","        19","E","         0","E","         1","E","         0","E","        73","E","         1","E","   -3.3","E,1231, ","  73.2"," ,E,1028, ","   34.5","E,0806, ","-3.3","E,1231","-3.3","E,1231","","","","","","","","","","","","","","","","","","","   1602.3"," ,E","     13.38","E","     16.59","E","     10.17","E"
